@relation 'activity_recognition_PAMS01-weka.filters.unsupervised.attribute.Remove-R1-2,6-8-weka.filters.unsupervised.attribute.Remove-R7-9-weka.filters.unsupervised.attribute.Remove-R10-12-weka.filters.unsupervised.attribute.Remove-R13-15-weka.filters.unsupervised.attribute.Remove-R16-18-weka.filters.unsupervised.attribute.Remove-R25-27-weka.filters.unsupervised.attribute.Remove-R34-36-weka.filters.unsupervised.attribute.Remove-R19-21,36-37,39-44-weka.filters.unsupervised.attribute.Remove-R66-68-weka.filters.unsupervised.attribute.Remove-R64-90-weka.filters.unsupervised.attribute.Remove-R33-weka.filters.unsupervised.attribute.Remove-R43-56'

@attribute accX0 numeric
@attribute accy0 numeric
@attribute accz0 numeric
@attribute accX1 numeric
@attribute accy1 numeric
@attribute accz1 numeric
@attribute accX2 numeric
@attribute accy2 numeric
@attribute accz2 numeric
@attribute accX3 numeric
@attribute accy3 numeric
@attribute accz3 numeric
@attribute accX4 numeric
@attribute accy4 numeric
@attribute accz4 numeric
@attribute accX5 numeric
@attribute accy5 numeric
@attribute accz5 numeric
@attribute accX6 numeric
@attribute accy6 numeric
@attribute accz6 numeric
@attribute accX7 numeric
@attribute accy7 numeric
@attribute accz7 numeric
@attribute gyrox7 numeric
@attribute gyroy7 numeric
@attribute gyroz7 numeric
@attribute accX8 numeric
@attribute accy8 numeric
@attribute accz8 numeric
@attribute accX9 numeric
@attribute accy9 numeric
@attribute CentroidAccX numeric
@attribute CentroidAccY numeric
@attribute CentroidAccZ numeric
@attribute CentroidGyroX numeric
@attribute CentroidGyroY numeric
@attribute CentroidGyroZ numeric
@attribute stdx numeric
@attribute stdy numeric
@attribute stdz numeric
@attribute Realstddev numeric
@attribute maxaccx numeric
@attribute maxaccy numeric
@attribute maxaccz numeric
@attribute maxgyrox numeric
@attribute maxgyroy numeric
@attribute maxgyroz numeric
@attribute class {Sitting,Standing,Running,Walking,DownStairs,UpStairs}

@data
-0.13288,-0.21727,-1.61848,0.96007,19.60851,5.10743,-2.15658,7.09222,5.13496,-0.81642,10.34235,4.24911,0.167,6.17943,3.49434,1.28988,12.76469,-0.21368,5.35104,8.8346,3.07894,1.23481,10.04308,2.50733,0.69914,-0.95051,-0.58674,1.31621,12.29363,-0.75178,-2.09852,4.51307,0.511461,9.145431,2.489551,-0.377789,-1.692982,-0.303049,41.627106,256.952995,55.004552,5.946298,5.35104,19.60851,5.13496,1.82649,0.74984,0.00367,DownStairs
-1.90638,6.90727,5.01765,1.35632,14.12579,0.3286,-0.12749,5.77242,3.17711,1.31083,7.01741,2.12904,-2.75333,10.84035,8.16183,-1.59394,3.76309,4.19524,-0.4124,7.08564,5.10025,-0.19094,18.87708,7.15866,2.34878,-0.28253,0.01863,1.33956,8.40065,3.22379,0.57162,8.16782,-0.240615,9.095752,4.111921,0.503353,-0.261848,-0.319879,19.078635,177.994835,49.601317,4.966637,1.35632,18.87708,8.16183,2.34878,1.41415,0.01863,DownStairs
0.67038,7.47949,9.79707,1.43652,7.99663,11.3964,0.13408,8.65743,11.51132,-1.65679,9.05008,12.09551,-2.06859,8.51378,12.39239,-2.54743,7.9679,13.10107,-2.85389,7.5561,13.10107,-2.36547,7.08684,11.24317,0.0692,0.2981,0.02023,-2.54743,6.86657,9.99819,-3.03585,6.41646,-1.483447,7.759128,11.429919,0.06622,0.198662,-0.01682,23.484165,6.313802,14.835525,2.112664,1.43652,9.05008,13.10107,0.0692,0.2981,0.02023,DownStairs
0.4124,3.69873,4.49691,0.42677,-8.40784,4.73453,0.49979,-8.61075,4.63218,0.05088,-8.6718,4.39815,0.1634,-8.75679,4.60106,0.07063,-8.70472,4.39755,0.17238,-8.65444,4.59627,0.10894,-8.97886,4.27844,-0.02138,0.03268,0.00428,-0.12031,-8.72627,4.43466,-1.76393,-8.88608,0.002095,-8.709628,4.661631,-0.038178,0.02465,0.002474,3.803736,0.211595,2.296796,0.794489,0.49979,-8.40784,6.04656,0.00489,0.25107,0.03421,DownStairs
1.48871,6.4113,6.12796,-0.69552,-2.49356,0.79308,-1.58317,-8.85555,7.21732,-2.95026,-8.85077,3.67091,-6.77679,-14.1204,13.03763,-0.71706,-6.57986,2.65397,-2.02968,-7.67461,0.91399,-4.13539,-9.85932,4.49571,1.33382,0.84635,-0.23182,-0.65841,-9.45111,3.02687,0.18735,-3.14059,-2.084764,-8.543707,4.527975,0.437165,0.275805,-0.209067,38.57677,138.683881,117.123699,5.42572,0.18735,-2.49356,13.03763,2.69117,2.25959,0.05345,DownStairs
-0.17897,9.47625,2.07936,0.05028,9.51456,1.55922,0.43395,9.50977,1.84653,0.03891,9.46069,1.68552,-0.51535,9.52533,1.70347,-0.04489,9.57322,1.9806,-0.17777,9.47505,1.4868,0.75717,9.49241,0.38906,-0.0394,-0.0058,0.05009,0.94751,9.58878,-0.0012,0.68175,9.53192,0.199259,9.514798,1.312081,-0.013286,-0.015789,0.031122,2.062411,0.015811,5.129753,0.848998,0.94751,9.58878,2.07936,0.14264,0.07269,0.0733,DownStairs
-1.63883,-8.88009,7.2281,-4.18387,-12.12783,8.05529,-3.12443,-10.80623,1.86029,-0.67277,-6.02142,3.26689,-1.49039,-8.74123,3.43688,-3.29562,-12.16853,5.26365,-1.60651,-11.4359,4.1276,-0.01077,-5.12958,1.28209,1.07059,-0.28656,0.0735,-3.49793,-8.40245,5.67067,0.36631,-9.20211,-1.915481,-9.291537,4.34787,-0.29934,0.151055,-0.295931,21.747601,52.500385,43.388077,3.429811,0.36631,-5.12958,8.05529,1.07059,1.33052,0.0735,DownStairs
-1.09176,3.19865,2.49955,-0.6608,3.07416,2.81558,-0.50757,3.26569,3.02627,-0.77572,3.75411,3.35188,-0.08619,3.9648,3.33273,0.3735,4.49152,3.66792,-0.09577,5.43005,5.35344,-0.31603,6.45477,6.8953,-0.48016,-0.20548,0.10859,-0.60334,6.90488,7.45076,0,7.23049,-0.376368,4.776912,4.648583,-0.370288,-0.104764,0.090918,1.691434,23.251255,40.241382,2.553117,0.3735,7.23049,8.0924,0.0692,0.2981,0.10859,DownStairs
-1.18992,5.00196,-0.26935,-2.396,9.33739,0.9098,-2.17034,7.86316,1.37367,-2.65517,7.70634,1.47483,-3.2609,9.2482,2.03088,-4.94822,14.37718,-2.21344,-6.16627,10.4064,-0.11552,-2.70545,4.08451,-0.95349,-0.13378,0.01619,0.12614,-3.25611,6.91864,3.68049,-7.46632,11.61906,-3.62147,9.256284,1.059973,-0.324491,-0.096944,-0.232374,34.575462,72.738028,39.139049,3.826912,-1.18992,14.37718,4.68186,0.61514,0.80695,0.12614,DownStairs
1.01592,3.46463,7.13113,-1.02412,-12.23078,4.20721,1.57598,-3.09451,-1.04686,1.03669,-8.09539,4.9949,-3.72298,-14.35144,-2.67672,-1.00676,-3.65176,8.39766,-4.34727,-2.7647,11.51551,1.14084,-14.08688,9.16261,0.59223,-0.00794,-0.7364,0.4142,-0.70988,1.76094,1.34554,-6.68282,-0.357196,-7.713279,5.172972,0.358944,0.428704,-0.239704,41.419922,231.741271,192.962727,6.827327,1.57598,-0.70988,11.51551,2.41506,1.97462,0.13317,DownStairs
1.02669,0.26635,12.88978,2.38941,3.59729,6.27101,0.63566,3.68767,6.70915,-0.04429,4.36643,8.87171,-0.15024,4.74591,8.33122,0.66798,-8.57124,4.86801,0.44652,-8.49882,4.96557,-0.05626,-8.47069,4.65074,-0.05009,0.27825,-0.08369,0.19094,-8.37372,4.76626,0.56024,-8.5078,0.566665,-2.575862,6.720223,0.55317,-0.285,-0.084513,4.979947,361.799603,63.4907,6.559499,2.38941,4.74591,12.88978,1.88269,0.68631,0.1347,DownStairs
-2.38223,-9.47026,1.00676,-1.8998,-9.10635,5.29358,-0.7829,-8.76996,4.44603,-1.26893,-8.78433,4.40174,-1.98599,-8.59518,4.01029,-1.55982,-8.38689,4.50469,-1.56581,-8.53294,4.44244,-1.82079,-8.52456,4.34548,-0.03941,-0.00852,0.00533,-1.6508,-8.41203,4.30717,-2.80002,-9.12311,-1.771709,-8.770561,4.062721,-0.04719,0.120268,0.000001,2.827332,1.1503,11.635267,1.249516,-0.7829,-8.38689,5.29358,0.27271,0.59548,0.14061,DownStairs
1.71777,5.67125,1.12647,-3.03645,-4.16232,2.71802,-1.30903,-9.46428,2.00574,-1.97821,-7.54473,-0.18555,1.19112,-6.34463,5.07571,3.799,-5.33967,6.5661,-3.24295,-9.90541,7.44896,0.47704,-6.68282,1.1971,-2.12031,2.49874,-0.81886,-2.54563,-12.56597,6.50205,-0.14186,-5.11641,-0.50692,-8.279749,3.316029,0.047434,0.52296,-0.376935,48.323774,119.490985,71.324713,4.890189,3.799,-4.16232,7.44896,2.84602,2.49874,0.16463,DownStairs
3.13221,8.41323,2.73298,1.90339,10.76792,0.69252,-0.75417,9.6624,5.17507,1.89262,4.20242,1.99377,-0.53151,6.06092,6.45477,-0.86371,4.28023,1.60771,2.18591,18.60295,3.99652,-0.69911,14.37359,2.64021,1.12491,-0.64019,-0.3036,1.80762,3.17351,-0.826,1.00796,11.64181,0.908121,9.117898,2.897763,-0.090805,-0.965992,-0.234541,19.916507,219.720072,42.949694,5.315884,3.13221,18.60295,6.45477,1.23914,-0.08796,0.17868,DownStairs
1.33016,1.10792,8.64427,-3.42191,1.67235,8.18937,0.03172,9.01297,2.08296,-0.46029,8.67719,2.41874,0.79128,9.19254,0.66439,0.87867,9.05248,1.76153,0.69671,9.71627,1.53169,0.76674,9.36911,0.38846,0.30329,-0.26817,0.04887,1.59334,9.40083,1.50057,4.35745,7.93977,0.656387,7.514143,3.025135,0.024434,-0.33054,-0.063315,33.380811,95.979909,78.177913,4.555641,4.35745,9.71627,8.64427,0.30329,0.75075,0.17959,DownStairs
1.41437,8.07385,2.37445,0.9517,8.98544,2.94367,0.38906,7.77337,2.17513,1.02951,6.96713,2.63721,-3.53025,13.39137,7.33643,-1.76812,7.65067,4.97874,-0.90441,5.83228,6.7307,-0.72365,6.78277,5.84963,-0.14111,0.60628,-0.22724,-0.3322,8.51618,4.75848,2.43011,9.63068,-0.104388,8.360374,4.291486,-0.092882,-0.073092,-0.122143,26.954797,39.091153,32.394964,3.13753,2.43011,13.39137,7.33643,1.43248,0.7703,0.18845,DownStairs
1.73897,4.93068,1.34315,-0.53032,-12.07576,1.4467,1.07739,-9.92756,2.69527,0.28431,-3.43149,1.11271,0.79667,-16.22969,8.71549,-5.284,-7.78894,7.33524,-2.91793,-8.74841,0.26516,-0.7452,-9.89284,5.09785,0.19273,2.58182,-0.24771,-1.94289,-9.99879,-0.51356,-3.56197,-8.0511,-1.108497,-9.007526,3.54282,0.290558,1.270477,-0.095633,46.346631,123.519947,105.859415,5.250962,1.73897,-3.43149,8.71549,3.13679,3.23636,0.22388,DownStairs
-0.72784,4.72137,5.66947,-1.61848,5.2864,6.61757,-1.81002,5.64074,6.94318,-0.95768,5.76524,6.26323,-0.77572,5.93762,6.57927,-1.0726,6.01423,6.94318,-1.21625,5.96635,7.61356,-0.83318,5.68862,8.13071,-0.16076,0.30875,-0.14586,-0.1245,5.43005,9.27993,0.2873,5.45878,-0.884897,5.59094,7.475655,-0.162676,0.224004,-0.071334,3.535832,1.374944,21.045429,1.611093,0.2873,6.01423,10.71645,-0.16076,0.30875,0.22677,DownStairs
-0.02873,5.92804,12.17212,-0.29688,6.78038,11.86566,-1.36948,7.41245,11.18571,-2.68151,7.81467,10.05565,-3.27527,8.00621,8.93516,-3.82115,7.89129,9.165,-3.29442,7.34541,9.79707,-2.28886,6.58884,9.30866,-0.17034,-0.11498,0.22677,-1.28329,5.78439,8.16902,-0.77572,5.07571,-1.911531,6.862739,9.789412,-0.148196,-0.089216,0.120944,16.284666,9.118544,22.484267,2.188321,-0.02873,8.00621,12.17212,-0.05962,0.01384,0.22677,DownStairs
-0.49021,6.772,3.2609,2.08655,10.96125,5.44322,0.79607,7.21553,3.23397,1.12587,6.84323,3.0981,1.06722,10.26873,6.5655,-2.92512,3.73316,6.22073,-0.37469,4.22277,4.53522,-0.26815,7.01322,3.81875,1.53083,0.07758,-0.22022,0.85653,12.72039,4.54479,1.06183,7.30172,0.29359,7.7052,4.334822,0.005682,-0.381363,-0.123671,17.402066,72.725363,16.92288,3.271854,2.08655,12.72039,6.5655,2.03296,0.25412,0.23305,DownStairs
-1.70527,1.63644,1.99557,10.06762,16.26441,7.06708,0.89304,0.30227,7.82844,8.11215,10.33397,11.34073,-1.91776,5.1595,9.12251,0.52972,6.86058,5.18464,2.49955,11.55382,-0.51176,5.15412,8.14328,1.28688,0.0617,-0.70799,-0.74342,1.78129,9.69293,0.58478,-0.19154,12.15536,2.522292,8.210256,4.3432,-0.02361,-0.672869,-0.425223,147.230638,215.205668,167.767261,7.281508,10.06762,16.26441,11.34073,3.76324,0.92393,0.24679,DownStairs
-0.98641,5.89512,2.92811,-0.43934,12.36426,1.95965,0.2059,10.61469,2.03687,0.26097,8.57184,2.37325,-0.13647,6.4841,2.62883,-2.57676,19.54387,8.49942,-0.3304,4.66869,4.56933,0.82121,5.78798,3.99892,0.51862,0.18754,-0.0672,-3.36505,19.60851,6.47452,0.88526,7.64409,-0.566109,10.118315,3.892194,-0.175778,-0.821491,-0.2204,17.620843,272.202028,40.56739,5.747958,0.88526,19.60851,8.49942,2.18445,0.18754,0.24832,DownStairs
1.07297,-8.7957,1.22823,-0.94272,-7.07187,4.37541,-3.02568,-13.32434,3.89418,-1.70227,-8.80528,1.34734,0.28551,-4.92189,2.0656,-3.40515,-12.92091,4.02046,-3.60806,-10.14005,1.54366,-0.38428,-6.54994,4.48494,-0.33852,-0.63275,0.01114,-2.92093,-13.17111,4.19405,-0.95769,-8.81126,-1.55883,-9.451235,2.844974,0.1713,-0.140016,-0.122768,24.084271,77.201932,18.891663,3.466668,1.07297,-4.92189,4.48494,1.20996,0.35004,0.25146,DownStairs
0.46866,1.10672,9.22187,-0.10235,0.61112,9.12909,-0.19932,0.54588,8.65504,0.74101,0.42916,9.59117,2.27509,0.80984,9.79288,1.38385,0.76914,9.38108,1.62087,0.74819,8.82323,1.28928,0.59496,9.97963,0.01069,0.02505,-0.1405,-1.10672,8.19894,4.66331,-0.9517,8.0511,0.541867,2.186505,8.407419,-0.013073,0.086987,0.070891,11.393843,88.47643,34.926016,3.671461,2.27509,8.19894,9.97963,0.4609,0.59895,0.25504,DownStairs
-1.39821,6.8953,8.06367,-1.10133,6.95276,8.35098,-0.7853,7.06768,7.8051,-0.89064,7.10599,7.82425,-0.85234,7.0198,8.61913,-0.50757,6.66546,9.31823,-0.03831,6.54096,8.83939,-0.44053,6.91445,7.81467,0.10327,0.10753,-0.11711,-1.0343,7.25922,7.41245,-0.29688,7.53695,-0.734541,6.995857,8.271488,0.14245,0.036412,-0.041734,1.519909,0.714692,3.10915,0.73101,-0.03831,7.53695,9.31823,0.29917,0.10753,0.25977,DownStairs
0.06704,7.57525,10.3238,-0.82361,7.94875,10.76433,-2.63362,8.30309,11.58794,-2.58574,8.12113,11.59751,-0.98641,7.35499,10.90798,-0.13408,6.68461,9.89284,0.17238,6.359,8.52336,-0.22027,6.04296,8.58082,0.29917,-0.24806,0.25977,-0.20111,5.67905,8.14029,-0.16281,5.22894,-0.750823,6.929777,9.732909,0.150544,-0.199086,0.26041,9.80365,10.57056,22.477017,2.070054,0.17238,8.30309,11.59751,0.29917,-0.00319,0.26297,DownStairs
-0.08619,4.99909,6.11,-0.03831,4.82671,5.89931,-0.22027,4.70221,6.30154,-0.40223,4.41491,6.46434,-0.34477,4.10845,5.90889,-0.46926,3.98395,5.24809,-0.10534,3.82115,4.7884,-0.00958,4.07014,5.22894,-0.44396,-0.00319,0.26297,0.13408,4.48195,5.72693,-0.02873,4.87459,-0.15706,4.428315,5.802586,-0.354316,-0.006598,0.24125,0.341588,1.558451,2.771893,0.683515,0.13408,4.99909,6.46434,0.00426,-0.00319,0.26297,DownStairs
0.12749,5.41868,0.11791,0.34237,9.8264,2.49775,-1.42934,11.57716,1.74477,-0.55366,7.42981,3.23876,-1.2384,7.51959,4.35026,-3.02507,11.54185,2.27928,0.61112,10.88524,2.04166,-0.36512,8.92738,0.45789,0.98166,-1.86833,-0.30085,-1.00556,11.06001,0.47046,-0.82121,10.65958,-0.735738,9.48457,1.917396,0.03763,-1.275334,-0.178923,9.946919,39.477825,15.643117,2.55084,0.61112,11.57716,4.35026,1.4447,-0.75839,0.27061,DownStairs
1.87765,14.25388,5.98251,-0.1634,4.43406,0.89962,4.48973,12.03565,-2.19488,2.36547,7.51959,4.95959,3.21242,8.50001,3.29382,1.80523,11.3132,1.78847,2.24277,6.65049,3.5099,3.74812,5.10623,6.25006,-1.8665,-2.44988,-0.13347,2.51212,8.74602,1.87885,2.74196,11.31081,2.483207,8.986994,2.84096,0.068996,-0.757992,-0.398223,14.128233,91.543031,58.433212,4.050981,4.48973,14.25388,6.25006,2.17285,1.19546,0.27397,DownStairs
-3.90135,-6.5649,6.37576,-4.10246,-6.51343,5.84903,-4.21978,-6.56011,6.01902,-1.41018,-9.32901,2.64918,-2.11169,-9.1662,2.66714,-1.06781,-9.14585,2.64679,-1.22463,-8.95551,3.3052,-1.18633,-9.19014,3.47399,0.20453,-0.46126,-0.01278,-0.64404,-8.30189,6.57208,0.24541,-7.95114,-1.962286,-8.167818,4.364509,0.235848,-0.132093,0.033236,22.321761,12.923276,24.62591,2.446854,0.24541,-6.51343,6.57208,0.94595,1.22292,0.27484,DownStairs
0.1257,7.00843,1.54306,1.24558,6.67743,3.08732,-3.63859,6.01783,6.8959,-0.61471,3.41293,4.4993,-0.62489,7.07187,4.98473,0.9481,13.86003,5.85981,0.97324,6.41347,3.08253,0.43515,7.47709,2.35889,0.84238,-0.74862,-0.21472,0.9499,6.85939,3.49314,-3.07416,5.60483,-0.327468,7.04033,4.246535,-0.084209,-0.428736,-0.233839,26.890825,63.522666,30.196933,3.472901,1.24558,13.86003,6.8959,1.96485,1.22295,0.27886,DownStairs
-0.32561,0.67756,9.68215,-0.48123,0.64284,9.6606,-0.34357,0.63925,9.67976,-0.39744,0.63207,9.71567,-0.41659,0.6213,9.58998,-0.64524,-8.08043,5.19422,-1.21027,-8.2157,5.3271,-2.20626,-8.01938,4.97276,-0.01704,-0.14381,0.08842,-1.59693,-7.76559,5.43125,-2.31759,-8.0098,-0.994073,-3.687788,7.61883,-0.032383,0.019601,0.093103,5.575419,187.631509,44.341553,4.873895,-0.32561,0.67756,9.71567,0.08203,0.15446,0.2791,DownStairs
0.41539,-3.92828,1.38326,-2.72939,-13.51347,5.44382,-3.27766,-11.16057,0.52135,-0.83499,-6.22133,4.51308,-1.23363,-9.76656,4.39696,-2.5594,-13.35367,3.30939,0.76616,-4.50529,0.68295,-1.0762,-9.02914,6.57388,-1.07397,0.27258,0.17583,-3.04424,-14.01865,1.79625,-1.09476,-6.09206,-1.466872,-9.158902,3.235411,-0.159929,0.023825,0.062441,17.828723,131.618613,38.640149,4.336905,0.76616,-3.92828,6.57388,1.0898,1.05388,0.2798,DownStairs
-0.39505,-6.32249,4.28264,-3.11905,-12.02548,4.65553,-1.13246,-10.54466,1.5712,0.91997,-4.68127,1.34135,-3.75591,-12.80838,4.64116,-2.6037,-10.60153,1.2791,-0.80865,-6.64331,4.00969,-2.64201,-13.30757,4.6274,1.02353,-0.2327,-0.47697,-0.65363,-8.61255,1.17256,-0.13766,-5.80893,-1.432815,-9.135617,3.010712,0.31166,-0.201527,0.003679,20.450187,88.686922,22.063943,3.622169,0.91997,-4.68127,4.65553,1.07062,0.44797,0.28491,DownStairs
-0.77093,6.67863,2.38881,1.30005,5.9065,1.93392,-4.73394,4.69563,6.19739,-0.68654,2.87005,4.73932,-0.31005,6.83545,5.34625,1.08517,15.45876,-1.35392,0.60873,6.59184,2.51032,0.55366,6.36738,2.24875,0.75595,-1.46424,-0.15119,-0.01377,10.8583,6.90189,-1.12408,4.45561,-0.40917,7.071815,3.719931,-0.248622,-0.392267,-0.203693,26.706349,117.118955,60.867635,4.5243,1.30005,15.45876,6.90189,2.69728,1.22051,0.28802,DownStairs
10.01495,14.69501,19.60851,0.53151,4.15933,0.69492,-0.75178,11.91415,2.51511,-1.6496,1.02053,-1.87526,4.54539,19.60851,10.70507,-1.26773,3.43149,1.59753,7.1862,19.60851,-1.72682,-2.04345,3.30699,4.81474,1.02931,-0.69761,0.09316,5.87118,0.58897,7.19278,3.77805,5.3684,2.621472,8.370189,5.282506,-0.796721,-0.709519,-0.290741,161.97621,496.496397,397.282329,10.274994,10.01495,19.60851,19.60851,2.85885,1.02992,0.30024,DownStairs
1.50057,0.61172,-0.81163,8.41502,9.22965,10.63145,1.75375,4.42987,5.37319,2.37804,15.39352,2.87364,-1.27671,-0.26396,0.74041,0.5369,10.36809,5.07631,2.60729,10.38066,4.09169,4.79738,17.27716,0.66559,4.38113,-1.59619,0.05589,4.85245,6.8965,0.96007,0.92356,14.09826,2.648825,8.842147,2.900935,-0.031338,-0.137353,-0.038789,67.762547,320.457183,111.434731,7.068624,8.41502,17.27716,10.63145,4.38113,2.2547,0.30727,DownStairs
-2.01113,-8.71729,4.55617,-3.16035,-8.84777,4.13239,-1.42694,-8.2181,3.5111,-3.41533,-8.81425,2.86825,-3.0969,-5.81791,9.663,-2.37385,-6.62595,12.61146,-1.88304,-6.77439,5.55575,-2.17154,-7.56328,7.04853,0.40906,0.21092,-0.3771,-0.1257,-6.28358,1.53109,-2.05183,-7.28077,-2.171661,-7.494329,5.814439,-0.691038,0.300084,-0.087991,8.285164,11.192522,100.072089,3.457597,-0.1257,-5.81791,12.61146,0.40906,1.79817,0.31425,DownStairs
2.95624,4.0462,7.68778,0.24481,7.62733,2.01293,-0.3292,9.79528,3.75531,1.34315,9.36253,2.08954,0.1652,9.47745,1.50176,0.68833,10.24658,2.1039,1.70228,9.79647,3.18788,0.2897,10.76194,4.44843,-0.38149,-0.55314,0.11515,-0.30825,5.67127,2.45047,0.04848,2.62943,0.680074,7.941448,3.386599,0.002047,0.006964,0.049754,9.666846,73.168255,30.987733,3.373764,2.95624,10.76194,7.68778,0.66493,0.64416,0.31765,DownStairs
0.55545,5.34386,7.09641,0.33519,6.7708,10.40041,0.44053,3.67749,6.88572,0.06704,5.70778,6.75165,0.86191,6.19619,11.45386,-1.08218,4.0893,7.97748,-1.11091,4.72137,7.00065,-0.29688,5.36301,6.78996,0.09369,-0.20548,0.20761,0.71826,5.17148,10.8601,0.67038,3.09331,0.115879,5.013459,8.301176,-0.08847,-0.065794,0.033324,4.686727,11.636674,31.085908,2.177368,0.86191,6.7708,11.45386,0.49613,0.29917,0.32578,DownStairs
1.02651,8.56406,2.17154,0.87628,7.65486,2.83952,1.05704,7.82006,2.54025,0.36152,19.06323,7.43938,-0.25438,5.69341,4.40593,1.63644,7.07606,4.49511,-1.58017,7.1036,3.18369,1.33237,11.30422,3.48656,0.97005,-1.08337,0.00733,1.25456,6.43502,4.376,1.29766,7.00783,0.700783,8.772235,3.784275,-0.085919,-0.401737,-0.23277,8.431286,138.230242,20.865612,4.093008,1.63644,19.06323,7.43938,1.68599,0.47953,0.32712,DownStairs
0.20889,-5.48692,2.21405,-2.48997,-12.52287,3.61105,-3.85167,-10.52132,1.12048,-0.48782,-6.73489,4.11264,-2.76051,-14.18146,3.35727,-1.19232,-8.23126,1.08698,0.01317,-5.99449,2.77428,-1.41797,-11.50175,3.50153,-0.46613,-0.29555,0.08145,-4.07494,-12.1015,0.70808,-0.83379,-6.67982,-1.688693,-9.395628,2.601662,-0.177445,0.033451,0.071775,21.153272,88.365137,13.798773,3.511655,0.20889,-5.48692,4.11264,1.26492,0.79436,0.33072,DownStairs
0.00958,7.01022,7.46033,-0.21069,7.69018,7.74764,-1.40779,8.49463,7.11557,-3.53384,9.08839,6.69419,-3.80199,8.47547,8.12113,-3.02627,7.39329,9.72046,-2.65278,6.28239,10.31422,-2.30801,5.75566,10.3238,-0.23422,-0.47803,-0.22251,-1.36948,6.08127,9.13627,0.02873,7.15387,-1.827254,7.342537,8.501332,-0.268502,-0.383702,-0.111786,18.979699,11.161204,15.494553,2.136246,0.02873,9.08839,10.3238,-0.23422,-0.00639,0.33111,DownStairs
-0.01915,7.39329,8.52336,-2.78685,8.13071,10.33337,-5.58328,8.69574,12.40197,-6.27281,7.83383,13.97256,-4.47237,5.76524,13.86722,-1.37906,5.30555,10.26634,-0.68953,4.48195,6.34942,-0.63207,4.01268,3.53384,-0.40563,-0.00639,0.33111,-0.77572,3.64876,2.08774,-1.02472,3.39019,-2.363556,5.865794,8.339483,-0.420536,-0.046208,0.286606,46.854747,36.061744,192.096595,5.244169,-0.01915,8.69574,13.97256,-0.40563,-0.00639,0.33111,DownStairs
1.09714,4.30058,3.50571,1.92075,13.36503,9.98262,-0.6189,5.37558,-2.92392,5.13915,10.15261,1.08757,-2.04704,5.67366,1.97222,8.15046,19.60851,14.71297,0.34058,-0.25558,0.17717,2.49536,5.60542,2.32597,0.32926,-0.07055,-0.17135,3.78224,9.76116,7.2664,1.34913,8.92798,2.160887,8.251495,3.644454,0.506194,-0.489517,-0.107054,78.081249,271.378876,270.220413,7.871979,8.15046,19.60851,14.71297,3.35976,1.44286,0.3317,DownStairs
3.02986,9.89943,0.00479,2.06739,5.05296,-2.29664,4.77583,12.40855,6.47871,1.61429,14.11502,-3.36804,4.30477,6.07289,0.30466,-0.60813,3.95103,0.18375,1.78428,14.55016,17.98165,1.31561,4.38318,5.17746,1.65697,1.09375,-1.51128,5.65211,16.12375,-0.98761,1.10852,1.05884,2.504453,8.761581,2.802173,0.360013,-0.30986,-0.368537,33.136305,253.590516,351.956853,7.991769,5.65211,16.12375,17.98165,3.23636,1.30084,0.33292,DownStairs
0.57221,7.49804,1.57898,1.76991,8.29292,3.3842,0.65422,15.6904,6.8959,-0.69372,7.47889,5.63296,-1.38864,6.22014,5.4905,-0.44712,7.25443,6.35122,-0.18794,7.63032,4.87938,-0.19632,8.13669,4.03962,0.70555,-0.63377,0.30971,0.17298,8.22827,4.02465,2.72101,18.43056,0.297659,9.486066,4.729266,-0.075473,-0.02752,0.059071,13.119166,150.395465,21.531099,4.301694,2.72101,18.43056,6.8959,0.72876,0.47403,0.34056,DownStairs
1.49206,-10.47284,-7.97389,-3.99054,-7.021,3.58771,-4.78302,-17.79191,5.51744,1.49219,-4.28622,-0.60334,-6.08905,-9.17159,11.37425,-3.468,-12.89218,0.16999,-1.43054,-6.5667,-0.81403,1.30664,-10.63026,4.05398,-1.46058,0.08735,-0.46151,0.70868,-8.53294,-0.20411,-2.04225,-6.96653,-1.680383,-9.433217,1.934514,0.665109,0.288571,-0.221255,72.548013,131.836682,234.332178,6.623571,1.49219,-4.28622,11.37425,3.46177,1.57389,0.34178,DownStairs
-3.03465,-7.89009,5.09606,-2.96402,-11.20606,3.31358,1.66038,-4.66271,1.41497,-2.28766,-10.13705,3.03226,-2.90297,-13.70441,-4.24133,-1.81002,-6.30274,1.97522,-3.59729,-10.49857,1.42335,0.92177,-11.13424,-1.08098,0.9353,1.32306,0.11505,-0.95768,-7.43878,1.83635,-1.97282,-11.96861,-1.694496,-9.494326,1.981322,0.356757,0.432499,-0.15276,27.57433,71.217417,86.961284,4.309908,1.66038,-4.66271,7.04374,1.72786,2.88687,0.34195,DownStairs
