@relation 'activity_recognition_PAMS01-weka.filters.unsupervised.attribute.Remove-R1-2,6-8-weka.filters.unsupervised.attribute.Remove-R7-9-weka.filters.unsupervised.attribute.Remove-R10-12-weka.filters.unsupervised.attribute.Remove-R13-15-weka.filters.unsupervised.attribute.Remove-R16-18-weka.filters.unsupervised.attribute.Remove-R25-27-weka.filters.unsupervised.attribute.Remove-R34-36-weka.filters.unsupervised.attribute.Remove-R19-21,36-37,39-44-weka.filters.unsupervised.attribute.Remove-R66-68-weka.filters.unsupervised.attribute.Remove-R64-90-weka.filters.unsupervised.attribute.Remove-R33-weka.filters.unsupervised.attribute.Remove-R43-56'

@attribute accX0 numeric
@attribute accy0 numeric
@attribute accz0 numeric
@attribute accX1 numeric
@attribute accy1 numeric
@attribute accz1 numeric
@attribute accX2 numeric
@attribute accy2 numeric
@attribute accz2 numeric
@attribute accX3 numeric
@attribute accy3 numeric
@attribute accz3 numeric
@attribute accX4 numeric
@attribute accy4 numeric
@attribute accz4 numeric
@attribute accX5 numeric
@attribute accy5 numeric
@attribute accz5 numeric
@attribute accX6 numeric
@attribute accy6 numeric
@attribute accz6 numeric
@attribute accX7 numeric
@attribute accy7 numeric
@attribute accz7 numeric
@attribute gyrox7 numeric
@attribute gyroy7 numeric
@attribute gyroz7 numeric
@attribute accX8 numeric
@attribute accy8 numeric
@attribute accz8 numeric
@attribute accX9 numeric
@attribute accy9 numeric
@attribute CentroidAccX numeric
@attribute CentroidAccY numeric
@attribute CentroidAccZ numeric
@attribute CentroidGyroX numeric
@attribute CentroidGyroY numeric
@attribute CentroidGyroZ numeric
@attribute stdx numeric
@attribute stdy numeric
@attribute stdz numeric
@attribute Realstddev numeric
@attribute maxaccx numeric
@attribute maxaccy numeric
@attribute maxaccz numeric
@attribute maxgyrox numeric
@attribute maxgyroy numeric
@attribute maxgyroz numeric
@attribute class {Sitting,Standing,Running,Walking,DownStairs,UpStairs}

@data
-0.10714,-1.35512,9.42058,-0.0808,-1.31023,9.43076,-0.10355,-1.321,9.40023,-0.08918,-1.29466,9.40742,-0.09337,-1.30843,9.39006,-0.09158,-1.3228,9.4128,-0.10295,-1.32938,9.4134,-0.07123,-1.30963,9.40203,-0.02871,-0.01313,-0.00214,-0.082,-1.34075,9.40682,-0.09158,-1.31023,-0.091338,-1.320223,9.40969,-0.030665,-0.015057,0.001313,0.001145,0.002835,0.001143,0.022633,-0.07123,-1.29466,9.43076,-0.02749,-0.00458,0.00886,Sitting
-0.10714,-1.35512,9.42058,-0.0808,-1.31023,9.43076,-0.10355,-1.321,9.40023,-0.08918,-1.29466,9.40742,-0.09337,-1.30843,9.39006,-0.09158,-1.3228,9.4128,-0.10295,-1.32938,9.4134,-0.07781,-1.28808,9.38707,-0.02932,-0.00825,-0.00214,-0.082,-1.34075,9.40682,-0.09158,-1.31023,-0.091996,-1.318068,9.408194,-0.030726,-0.014569,0.001313,0.00092,0.003709,0.001573,0.024904,-0.07781,-1.28808,9.43076,-0.02749,-0.00458,0.00886,Sitting
-0.01077,1.92614,9.30746,0.00778,1.99856,9.30925,-0.18555,1.79685,9.33439,0.09158,1.89262,9.36911,0.04968,2.05243,9.31344,-0.21787,1.87945,9.30925,-0.19273,1.89621,9.26795,-0.25199,1.92614,9.29369,-0.02718,-0.01222,0.00886,0.00958,1.89621,9.35115,-0.0401,1.90339,-0.074039,1.9168,9.316614,-0.025931,0.013439,0.000915,0.140454,0.04265,0.007399,0.138023,0.09158,2.05243,9.36911,-0.01313,0.07636,0.00916,Sitting
-0.11253,1.87346,9.31404,-0.17538,1.91776,9.3326,-0.10175,1.92374,9.33739,-0.13467,1.91955,9.32901,-0.14485,1.90758,9.31704,-0.17837,1.90758,9.30806,-0.12629,1.88783,9.32242,-0.14485,1.9423,9.32901,-0.02138,0.00611,0.00764,-0.19034,1.87227,9.34218,-0.05148,1.87885,-0.136051,1.903092,9.329727,-0.021777,-0.017929,0.002505,0.015419,0.005139,0.002434,0.04795,-0.05148,1.9423,9.36552,-0.01405,0.00611,0.00916,Sitting
-0.52313,-0.63087,9.55167,-0.55486,-0.57581,9.5367,-0.54348,-0.65182,9.54089,-0.56144,-0.58119,9.57142,-0.51595,-0.72604,9.55526,-0.55905,-0.60394,9.53192,-0.53271,-0.65062,9.53072,-0.56144,-0.62549,9.50917,-0.02291,-0.01894,-0.0058,-0.52253,-0.59795,9.54748,-0.52194,-0.6207,-0.539653,-0.626443,9.541612,-0.021411,-0.012218,-0.000275,0.003061,0.017131,0.002501,0.047638,-0.51595,-0.57581,9.57142,-0.01833,-0.00122,0.00916,Sitting
-0.55067,-0.68833,9.54269,-0.57221,-0.61471,9.56065,-0.55186,-0.67157,9.51336,-0.59735,-0.62848,9.54568,-0.4944,-0.65302,9.52234,-0.58,-0.59017,9.55287,-0.49799,-0.6596,9.5367,-0.50578,-0.57102,9.51755,-0.02566,-0.00733,-0.00214,-0.68773,-0.60274,9.5373,-0.4148,-0.61471,-0.545279,-0.629435,9.536944,-0.023855,-0.016707,-0.002933,0.048417,0.012811,0.002082,0.079568,-0.4148,-0.57102,9.56065,-0.01802,-0.00733,0.00916,Sitting
0.36931,-1.24618,9.45171,0.29688,-1.20189,9.46069,0.35733,-1.21985,9.46548,0.26217,-1.20787,9.43615,0.32501,-1.28389,9.48702,0.41779,-1.12527,9.46787,0.23343,-1.27671,9.44153,0.29688,-1.19531,9.46248,-0.03451,-0.00397,0.00244,0.34297,-1.20428,9.46548,0.2885,-1.19351,0.319027,-1.215476,9.456737,-0.026542,-0.012096,0.000273,0.026831,0.018786,0.002694,0.069507,0.41779,-1.12527,9.48702,-0.02138,0.00641,0.00916,Sitting
0.36931,-1.24618,9.45171,0.29688,-1.20189,9.46069,0.35733,-1.21985,9.46548,0.26217,-1.20787,9.43615,0.32501,-1.28389,9.48702,0.41779,-1.12527,9.46787,0.23343,-1.27671,9.44153,0.38008,-1.16418,9.4541,-0.03054,-0.00336,0.00031,0.30167,-1.18693,9.47864,0.2885,-1.19351,0.323217,-1.210628,9.457215,-0.02639,-0.01625,0.000213,0.029621,0.021465,0.003069,0.07359,0.41779,-1.12527,9.48702,-0.02138,-0.00153,0.00916,Sitting
0.33938,-1.08816,9.45291,0.33459,-1.1995,9.46428,0.20051,-1.25576,9.44094,0.39025,-1.239,9.44991,0.26456,-1.21985,9.47146,0.28072,-1.18752,9.45949,0.28252,-1.20249,9.45351,0.28671,-1.20548,9.44153,-0.03024,-0.02718,0.00489,0.26097,-1.22104,9.44991,0.23523,-1.26174,0.287544,-1.208054,9.452907,-0.028009,-0.019732,0.00049,0.027067,0.02133,0.000868,0.07019,0.39025,-1.08816,9.47146,-0.02077,-0.00428,0.00916,Sitting
0.67157,-1.26414,9.36552,0.66619,-1.25935,9.35594,0.64823,-1.28269,9.38108,0.66319,-1.26773,9.35834,0.65182,-1.28449,9.37988,0.6626,-1.26833,9.36672,0.66379,-1.27192,9.36372,0.64045,-1.25097,9.35115,-0.03543,-0.01466,-0.00122,0.66918,-1.26534,9.3739,0.66918,-1.27671,0.66062,-1.269167,9.368751,-0.032925,-0.018019,-0.00052,0.000956,0.000952,0.001431,0.018274,0.67157,-1.25097,9.39126,-0.02963,-0.00764,0.00916,Sitting
0.67217,-1.27192,9.38647,0.66619,-1.25935,9.35594,0.64823,-1.28269,9.38108,0.66319,-1.26773,9.35834,0.65182,-1.28449,9.37988,0.6626,-1.26833,9.36672,0.66379,-1.27192,9.36372,0.64045,-1.25097,9.35115,-0.03543,-0.01466,-0.00122,0.66918,-1.26534,9.3739,0.64763,-1.27491,0.658525,-1.269765,9.370546,-0.033109,-0.016828,0.000824,0.001021,0.000907,0.001576,0.01872,0.67217,-1.25097,9.38826,-0.02963,-0.00764,0.00916,Sitting
0.67217,-1.27192,9.38647,0.63805,-1.25516,9.36073,0.66858,-1.25875,9.36253,0.66319,-1.26773,9.35834,0.65182,-1.28449,9.37988,0.6626,-1.26833,9.36672,0.66379,-1.27192,9.36372,0.64045,-1.25097,9.35115,-0.03543,-0.01466,-0.00122,0.66918,-1.26534,9.3739,0.64763,-1.27491,0.657746,-1.266952,9.36917,-0.033139,-0.016889,0.000703,0.00137,0.000887,0.001394,0.019109,0.67217,-1.25097,9.38826,-0.02963,-0.00764,0.00916,Sitting
0.67217,-1.27192,9.38647,0.63805,-1.25516,9.36073,0.66858,-1.25875,9.36253,0.64105,-1.26773,9.39784,0.65182,-1.28449,9.37988,0.6626,-1.26833,9.36672,0.66379,-1.27192,9.36372,0.64045,-1.25097,9.35115,-0.03543,-0.01466,-0.00122,0.66918,-1.26534,9.3739,0.64763,-1.27491,0.655532,-1.266952,9.37312,-0.032741,-0.017438,0,0.001571,0.000887,0.001942,0.020977,0.67217,-1.25097,9.39784,-0.02963,-0.01069,0.00916,Sitting
-0.34117,-1.04686,9.42238,-0.41001,-1.10732,9.43256,-0.33818,-1.07141,9.43495,-0.30526,-1.08697,9.42657,-0.17358,-1.06781,9.57322,-0.31184,-0.9912,9.44812,-0.37709,-1.11989,9.48224,-0.38607,-1.06243,9.53431,-0.03268,-0.01527,-0.00428,-0.40043,-1.14982,9.4128,-0.3316,-1.04746,-0.337523,-1.075117,9.462604,-0.029717,-0.009408,-0.002445,0.041761,0.017596,0.025051,0.091874,-0.17358,-0.9912,9.57322,-0.0171,0.04062,0.00916,Sitting
0.24122,-1.00856,9.46607,0.39744,-0.91518,9.45291,-0.05207,-1.15879,9.46189,-0.1239,-1.14563,9.47386,-0.02394,-1.14922,9.43076,0.02274,-1.13904,9.48762,-0.06225,-1.14862,9.44572,-0.06165,-1.13126,9.45051,-0.01772,-0.02169,-0.02535,-0.01377,-1.25037,9.43196,0.19333,-0.98521,0.051715,-1.103188,9.442253,-0.02648,-0.042669,-0.003176,0.253796,0.091032,0.019088,0.190766,0.39744,-0.91518,9.48762,0.00825,-0.01527,0.00916,Sitting
0.04908,-1.22882,9.48762,0.02095,-1.23421,9.45829,-0.01975,-1.35153,9.46667,0.00958,-1.28449,9.46009,-0.04669,-1.29167,9.40921,0.05207,-1.26713,9.45111,-0.02035,-1.31741,9.40502,-0.00718,-1.2791,9.42298,-0.03543,-0.00886,0.00916,0.03531,-1.32639,9.41999,-0.04848,-1.25396,0.002454,-1.283471,9.437104,-0.029534,-0.013713,0.000671,0.012223,0.014265,0.009112,0.059666,0.05207,-1.22882,9.48762,-0.02321,-0.00611,0.00916,Sitting
-0.68235,-1.403,9.496,-0.66439,-1.4048,9.49959,-0.67397,-1.38505,9.50199,-0.65781,-1.39821,9.49481,-0.66379,-1.38624,9.50737,-0.6602,-1.41138,9.48583,-0.659,-1.38086,9.48762,-0.66679,-1.38145,9.49062,-0.01985,-0.02077,-0.00825,-0.67457,-1.38026,9.50079,-0.63686,-1.39881,-0.663973,-1.393006,9.497918,-0.018661,-0.012523,-0.000246,0.00137,0.00119,0.000713,0.018091,-0.63686,-1.38026,9.51456,-0.01466,-0.00367,0.00947,Sitting
0.39684,-1.19411,9.47146,0.35793,-1.25636,9.4565,0.21727,-1.18453,9.49301,0.43515,-1.1546,9.46009,0.25498,-1.26953,9.48583,0.26875,-1.21506,9.47924,0.34656,-1.26833,9.44513,0.24062,-1.25755,9.44153,-0.02169,-0.00794,0.00305,0.33878,-1.21985,9.46967,0.28252,-1.22463,0.31394,-1.224455,9.463502,-0.028497,-0.009468,0.002107,0.046407,0.013574,0.003557,0.079711,0.43515,-1.1546,9.49301,-0.02138,0.03207,0.00947,Sitting
0.39684,-1.19411,9.47146,0.35793,-1.25636,9.4565,0.21727,-1.18453,9.49301,0.43515,-1.1546,9.46009,0.25498,-1.26953,9.48583,0.26875,-1.21506,9.47924,0.34656,-1.26833,9.44513,0.24062,-1.25755,9.44153,-0.02169,-0.00794,0.00305,0.4112,-1.26294,9.49959,0.28252,-1.22463,0.321182,-1.228764,9.466494,-0.029047,-0.013469,0.001802,0.054725,0.014848,0.004731,0.0862,0.43515,-1.1546,9.49959,-0.02138,0.03207,0.00947,Sitting
0.44412,-1.40779,9.45351,0.3717,-1.38086,9.40921,0.38367,-1.33656,9.40383,0.42377,-1.42156,9.44034,0.34417,-1.33118,9.39245,0.39744,-1.30783,9.40742,0.30885,-1.41138,9.39185,0.35434,-1.34913,9.38587,-0.02902,-0.00458,0,0.33758,-1.34494,9.40203,0.31424,-1.33477,0.367988,-1.3626,9.411547,-0.027855,-0.018172,0.000672,0.018099,0.014164,0.004478,0.060614,0.44412,-1.30783,9.45351,-0.02352,0.00886,0.00947,Sitting
0.4118,4.6256,8.81066,0.33519,4.59687,8.78193,0.50757,4.54898,8.78193,0.44053,4.55856,8.82982,0.40223,4.60644,8.71489,0.49799,4.52983,8.68616,0.55545,4.55856,8.67659,0.45011,4.54898,8.94474,0.00532,0.00426,0.00958,0.56503,4.55856,8.58082,0.35434,4.60644,0.452024,4.573882,8.769482,0.004045,0.001597,0.001703,0.056091,0.009208,0.104383,0.130262,0.56503,4.6256,8.94474,0.01597,0.00532,0.00958,Sitting
-0.02634,-1.54785,9.59716,0.00239,-1.53947,9.68215,-0.02873,-1.54665,9.55646,-0.04908,-1.5275,9.61033,-0.0407,-1.53947,9.59117,-0.00718,-1.56222,9.65941,-0.04908,-1.55623,9.66779,-0.02993,-1.52391,9.58519,0.00426,-0.01172,-0.00639,-0.03112,-1.51433,9.64145,-0.05267,-1.4868,-0.031244,-1.534443,9.614398,0.003194,0.003729,-0.002877,0.002927,0.004459,0.019048,0.051414,0.00239,-1.4868,9.68215,0.01385,0.01278,0.00959,Sitting
-0.29808,2.02909,9.27813,-0.21308,1.96444,9.28232,-0.31364,1.96504,9.2925,-0.15862,2.11468,9.30925,-0.24541,1.94349,9.31883,-0.29149,1.9824,9.28831,-0.12869,2.04884,9.35594,-0.4136,2.00514,9.27633,-0.0113,0.02535,0.00977,-0.23224,2.02549,9.3302,-0.35913,1.97761,-0.265398,2.005622,9.304226,-0.023793,-0.007117,-0.001894,0.069152,0.023234,0.005956,0.099168,-0.12869,2.11468,9.35594,-0.0113,0.02535,0.00977,Sitting
0.413,-1.13545,9.43854,0.31603,-1.21147,9.4547,0.32322,-1.25995,9.4571,0.29868,-1.1971,9.46189,0.32681,-1.27791,9.46368,0.31544,-1.24738,9.4559,0.26875,-1.21206,9.44333,0.33758,-1.27551,9.45949,-0.02993,-0.00641,0.00061,0.36512,-1.17316,9.44094,0.24361,-1.38265,0.320824,-1.237264,9.456619,-0.027671,-0.018327,-0.001131,0.019997,0.042258,0.001996,0.080156,0.413,-1.13545,9.49062,-0.02169,0.00183,0.00977,Sitting
0.35075,-1.27312,9.3751,0.36392,-1.27431,9.36971,0.30945,-1.28569,9.37869,0.39744,-1.28269,9.36791,0.31903,-1.28389,9.34996,0.33399,-1.2803,9.39365,0.36811,-1.31142,9.3739,0.31783,-1.2809,9.38048,-0.03299,-0.01863,-0.00031,0.35015,-1.25935,9.38467,0.32681,-1.32818,0.343748,-1.285985,9.371804,-0.032772,-0.018968,-0.001527,0.006814,0.003512,0.002052,0.035183,0.39744,-1.25935,9.39365,-0.03054,-0.00947,0.00977,Sitting
0.56144,-1.22763,9.38168,0.52194,-1.20967,9.41221,0.69252,-1.23361,9.41101,0.66858,-1.37367,9.46607,0.48722,-1.19411,9.34996,0.6189,-1.26893,9.37629,0.63087,-1.28808,9.39185,0.6183,-1.24139,9.35355,-0.03176,-0.05009,-0.00183,0.55186,-1.24259,9.36911,0.56264,-1.24678,0.591427,-1.252646,9.389341,-0.029993,-0.017317,0.001465,0.038186,0.022691,0.010415,0.084435,0.69252,-1.19411,9.46607,-0.02291,0.01069,0.00977,Sitting
0.01856,-1.13485,9.48403,0.01915,-1.1564,9.4559,-0.01137,-1.14802,9.46308,-0.01676,-1.19052,9.48343,0.00778,-1.14682,9.4571,-0.01616,-1.14622,9.46069,0.01317,-1.17675,9.47445,-0.07063,-1.16478,9.44812,-0.02963,-0.01191,0.00794,0.0401,-1.16119,9.43256,-0.082,-1.16777,-0.009816,-1.159332,9.462125,-0.029383,-0.015088,0.001374,0.013974,0.002445,0.002223,0.043176,0.0401,-1.13485,9.48403,-0.02749,-0.00183,0.00977,Sitting
-0.26516,1.91536,9.38527,-0.24181,1.88364,9.32661,-0.18256,1.93691,9.3332,-0.19632,1.90279,9.32961,-0.27533,1.89022,9.31584,-0.3298,1.91596,9.31883,-0.23703,1.898,9.33858,-0.34058,1.87945,9.33619,-0.02443,-0.00489,0.00336,-0.30466,1.91776,9.30507,-0.28252,1.86927,-0.265577,1.900936,9.325835,-0.026114,-0.014753,-0.000304,0.024728,0.003901,0.007665,0.060245,-0.18256,1.93691,9.38527,-0.01985,0.01252,0.01008,Sitting
0.21967,-1.20249,9.49481,0.23343,-1.15939,9.46488,0.22625,-1.13605,9.48882,0.23224,-1.17017,9.49121,0.18375,-1.17795,9.46727,0.19573,-1.16598,9.49181,0.19154,-1.20009,9.48762,0.22625,-1.1582,9.46548,-0.03268,-0.00611,-0.0113,0.20231,-1.18453,9.48283,0.21069,-1.16478,0.212186,-1.171963,9.479961,-0.026481,-0.017197,0.001007,0.002911,0.003645,0.001458,0.028308,0.23343,-1.13605,9.49481,-0.02382,-0.00458,0.01008,Sitting
0.2879,-1.1965,9.46368,0.27533,-1.15161,9.44932,0.27354,-1.19112,9.42956,0.25798,-1.24259,9.45829,0.29628,-1.18154,9.45949,0.28371,-1.17017,9.42358,0.25977,-1.21685,9.42058,0.23583,-1.18573,9.43495,-0.03207,-0.02169,0.01008,0.29329,-1.19052,9.4128,0.27833,-1.18274,0.274196,-1.190937,9.438481,-0.030145,-0.013164,0.001314,0.003092,0.005531,0.002915,0.033969,0.29628,-1.15161,9.46368,-0.02718,-0.00702,0.01008,Sitting
0.28371,-1.20847,9.44812,0.2891,-1.19052,9.42956,0.27354,-1.19112,9.42956,0.25798,-1.24259,9.45829,0.29628,-1.18154,9.45949,0.28371,-1.17017,9.42358,0.25977,-1.21685,9.42058,0.23583,-1.18573,9.43495,-0.03207,-0.02169,0.01008,0.29329,-1.19052,9.4128,0.27833,-1.18274,0.275154,-1.196025,9.434949,-0.030328,-0.014812,0.000337,0.003207,0.004002,0.002211,0.030692,0.29628,-1.17017,9.45949,-0.02718,-0.00702,0.01008,Sitting
-0.10534,-1.31741,9.414,-0.07482,-1.32639,9.4134,-0.15024,-1.30664,9.3739,-0.09038,-1.3222,9.39545,-0.10774,-1.28209,9.40622,-0.08499,-1.30364,9.40981,-0.11253,-1.32758,9.40502,-0.09816,-1.29167,9.42537,-0.03207,-0.01344,-0.00428,-0.11253,-1.30005,9.41999,-0.12869,-1.31202,-0.106542,-1.308969,9.403526,-0.031429,-0.014753,-0.001468,0.004277,0.002041,0.002935,0.030418,-0.07482,-1.28209,9.42537,-0.0281,-0.00794,0.01008,Sitting
-0.38247,-1.16179,9.40802,-0.39265,-1.14144,9.43076,-0.39085,-1.20249,9.43316,-0.42377,-1.19171,9.42118,-0.32202,-1.1564,9.43854,-0.41659,-1.21446,9.43196,-0.37589,-1.16418,9.42358,-0.42377,-1.22224,9.44692,-0.02749,-0.01558,-0.00489,-0.35374,-1.18513,9.44572,-0.41899,-1.1983,-0.390074,-1.183814,9.430581,-0.031307,-0.014631,-0.000579,0.010028,0.006456,0.001236,0.042095,-0.32202,-1.14144,9.44692,-0.02749,-0.00611,0.01008,Sitting
-0.0425,1.9405,9.32063,-0.09637,1.76333,9.37031,-0.11013,1.92494,9.31045,-0.14664,1.9836,9.31285,-0.19752,2.10331,9.29848,-0.167,2.05123,9.31823,-0.082,1.93631,9.35474,0.01257,1.91117,9.35834,-0.03971,0.04979,-0.02291,-0.21548,1.87586,9.26496,-0.02993,2.11827,-0.1075,1.960852,9.321705,-0.025748,-0.001435,-0.00284,0.050275,0.104773,0.00896,0.128066,0.01257,2.11827,9.37031,-0.01313,0.0507,0.01038,Sitting
-0.01975,0.57581,9.51276,0.06105,0.54109,9.51935,0.01018,0.49261,9.53431,-0.03771,0.495,9.51456,0.03771,0.50159,9.53611,0.0401,0.55725,9.50139,0.0401,0.45131,9.59177,0.01018,0.51655,9.54628,-0.03879,-0.04093,-0.02107,-0.05387,0.50338,9.5367,0.05207,0.51236,0.014006,0.514695,9.534729,-0.022909,-0.012157,0.00009,0.014036,0.011445,0.006004,0.056111,0.06105,0.57581,9.59177,-0.01436,0.01038,0.01038,Sitting
0.31783,-1.18633,9.45291,0.30945,-1.18214,9.47086,0.34955,-1.18214,9.46368,0.31903,-1.17316,9.47386,0.34058,-1.20728,9.46787,0.31125,-1.16418,9.46069,0.35793,-1.16538,9.45949,0.32681,-1.19171,9.48882,-0.02718,-0.01772,-0.00122,0.3304,-1.15401,9.47326,0.30706,-1.18034,0.326989,-1.178667,9.465657,-0.027946,-0.0146,-0.0011,0.002762,0.002099,0.001344,0.024911,0.35793,-1.15401,9.48882,-0.02596,-0.0058,0.01038,Sitting
0.31963,-1.13425,9.47086,0.30945,-1.18214,9.47086,0.34955,-1.18214,9.46368,0.31903,-1.17316,9.47386,0.34058,-1.20728,9.46787,0.31125,-1.16418,9.46069,0.35793,-1.16538,9.45949,0.3286,-1.17735,9.46907,-0.02596,-0.02169,-0.00153,0.33579,-1.13784,9.47326,0.31723,-1.20608,0.328904,-1.17298,9.469068,-0.027091,-0.014051,-0.001467,0.002463,0.005329,0.000383,0.028591,0.35793,-1.13425,9.48104,-0.02382,-0.0058,0.01038,Sitting
0.31963,-1.13425,9.47086,0.34656,-1.18872,9.48104,0.31963,-1.16298,9.46787,0.31903,-1.17316,9.47386,0.34058,-1.20728,9.46787,0.31125,-1.16418,9.46069,0.35793,-1.16538,9.45949,0.3286,-1.17735,9.46907,-0.02596,-0.02169,-0.00153,0.33579,-1.13784,9.47326,0.31723,-1.20608,0.329623,-1.171722,9.470505,-0.026725,-0.014966,-0.002475,0.00205,0.005493,0.000475,0.028316,0.35793,-1.13425,9.48104,-0.02382,-0.0058,0.01038,Sitting
0.29149,-1.30065,9.46548,0.40701,-1.09475,9.43256,0.38188,-1.17076,9.46129,0.31663,-1.22344,9.47386,0.35913,-1.24618,9.46428,0.25558,-1.26354,9.46189,0.39923,-1.14263,9.45231,0.3286,-1.24917,9.44991,-0.01955,0.01222,-0.00244,0.36571,-1.24259,9.46248,0.39085,-1.07978,0.349611,-1.201349,9.459432,-0.026939,-0.010415,-0.000735,0.022598,0.05074,0.001268,0.086374,0.40701,-1.07978,9.47386,-0.01955,0.03024,0.01038,Sitting
0.27174,-1.1995,9.47266,0.30765,-1.20907,9.4571,0.23583,-1.22164,9.44034,0.32202,-1.18693,9.46488,0.25139,-1.19052,9.4565,0.27773,-1.17316,9.44153,0.2478,-1.25755,9.46009,0.25379,-1.26474,9.44812,-0.02779,-0.02688,0,0.2903,-1.18453,9.45829,0.31843,-1.21566,0.277668,-1.21033,9.45596,-0.02874,-0.019212,-0.000488,0.008625,0.008453,0.000913,0.042416,0.32202,-1.17316,9.47266,-0.02718,-0.00947,0.01038,Sitting
0.27174,-1.1995,9.47266,0.30765,-1.20907,9.4571,0.23583,-1.22164,9.44034,0.32202,-1.18693,9.46488,0.25139,-1.19052,9.4565,0.27773,-1.17316,9.44153,0.2478,-1.25755,9.46009,0.28311,-1.18932,9.44153,-0.0281,-0.00855,-0.01344,0.22924,-1.20608,9.46248,0.31843,-1.21566,0.274494,-1.204943,9.45572,-0.02868,-0.016218,-0.001649,0.01017,0.004996,0.001097,0.040326,0.32202,-1.17316,9.47266,-0.02627,-0.00855,0.01038,Sitting
0.26276,-1.20847,9.46129,0.30765,-1.20907,9.4571,0.23583,-1.22164,9.44034,0.32202,-1.18693,9.46488,0.25139,-1.19052,9.4565,0.27773,-1.17316,9.44153,0.2478,-1.25755,9.46009,0.28311,-1.18932,9.44153,-0.0281,-0.00855,-0.01344,0.22924,-1.20608,9.46248,0.30825,-1.20668,0.272578,-1.204942,9.453506,-0.027764,-0.015424,-0.001405,0.009472,0.004867,0.000813,0.038926,0.32202,-1.17316,9.46488,-0.02352,-0.00855,0.01038,Sitting
0.26276,-1.20847,9.46129,0.31125,-1.23182,9.43675,0.23583,-1.22164,9.44034,0.32202,-1.18693,9.46488,0.25139,-1.19052,9.4565,0.27773,-1.17316,9.44153,0.2478,-1.25755,9.46009,0.28311,-1.18932,9.44153,-0.0281,-0.00855,-0.01344,0.22924,-1.20608,9.46248,0.30825,-1.20668,0.272938,-1.207217,9.451471,-0.027153,-0.016187,-0.002688,0.009737,0.00552,0.00104,0.040369,0.32202,-1.17316,9.46488,-0.02352,-0.00855,0.01038,Sitting
0.26276,-1.20847,9.46129,0.31125,-1.23182,9.43675,0.28671,-1.21147,9.43136,0.30706,-1.21326,9.46667,0.25139,-1.19052,9.4565,0.27773,-1.17316,9.44153,0.2478,-1.25755,9.46009,0.28311,-1.18932,9.44153,-0.0281,-0.00855,-0.01344,0.22924,-1.20608,9.46248,0.30825,-1.20668,0.27653,-1.208833,9.450752,-0.027245,-0.017988,-0.003116,0.007175,0.004929,0.001366,0.036703,0.31125,-1.17316,9.46667,-0.02352,-0.00855,0.01038,Sitting
0.55845,-1.1995,9.39724,0.64464,-1.1977,9.36971,0.47405,-1.2378,9.38348,0.64344,-1.22284,9.39185,0.54289,-1.20728,9.39724,0.58179,-1.22044,9.42298,0.60633,-1.25037,9.38348,0.55067,-1.19291,9.38228,-0.03207,-0.01649,-0.00214,0.58179,-1.22763,9.38108,0.577,-1.2402,0.576105,-1.219667,9.39006,-0.033202,-0.013348,0.001313,0.022687,0.003526,0.001833,0.052959,0.64464,-1.19291,9.42298,-0.02841,-0.00611,0.01038,Sitting
0.58957,-1.18693,9.38348,0.64464,-1.1977,9.36971,0.47405,-1.2378,9.38348,0.64344,-1.22284,9.39185,0.54289,-1.20728,9.39724,0.62908,-1.23421,9.3739,0.56683,-1.24439,9.39305,0.6608,-1.22104,9.40442,-0.03146,-0.02413,-0.01313,0.55306,-1.20847,9.39904,0.64464,-1.24558,0.5949,-1.220624,9.388383,-0.031307,-0.015212,0.000246,0.032692,0.003659,0.00109,0.061189,0.6608,-1.18693,9.40442,-0.02382,-0.00611,0.01038,Sitting
-0.13228,-1.321,9.40742,-0.16221,-1.34614,9.38467,-0.12629,-1.31861,9.414,-0.14365,-1.3222,9.39425,-0.0838,-1.2803,9.40083,-0.01676,-1.21506,9.40023,-0.21907,-1.38983,9.38407,-0.11552,-1.24798,9.39844,-0.03818,-0.03085,0.00855,-0.10714,-1.33417,9.42298,-0.17178,-1.28988,-0.12785,-1.306517,9.398019,-0.029412,-0.020922,-0.001254,0.026566,0.022633,0.001978,0.071537,-0.01676,-1.21506,9.42298,-0.02382,0.0168,0.01038,Sitting
-0.09816,-1.33716,9.43136,-0.07901,-1.28329,9.40323,-0.11911,-1.34255,9.37988,-0.10953,-1.31202,9.39066,-0.10534,-1.33058,9.414,-0.11253,-1.30783,9.40323,-0.09397,-1.3234,9.42657,-0.082,-1.31083,9.43974,-0.03604,-0.00886,0.00733,-0.11313,-1.33357,9.42478,-0.05207,-1.32399,-0.096485,-1.320522,9.412566,-0.031581,-0.011057,0.003331,0.003792,0.002767,0.003162,0.031178,-0.05207,-1.28329,9.43974,-0.02779,0.01374,0.01038,Sitting
-0.07661,-1.3228,9.40383,-0.09697,-1.31322,9.39066,-0.11911,-1.34255,9.37988,-0.10953,-1.31202,9.39066,-0.10534,-1.33058,9.414,-0.11253,-1.30783,9.40323,-0.09397,-1.3234,9.42657,-0.10415,-1.32818,9.40981,-0.03176,-0.01588,-0.00367,-0.09517,-1.30604,9.40802,-0.09337,-1.29287,-0.100675,-1.317949,9.402869,-0.031367,-0.016035,0.000947,0.001314,0.001853,0.001589,0.021809,-0.07661,-1.29287,9.42657,-0.02841,0.00031,0.01038,Sitting
