@relation 'activity_recognition_PAMS01-weka.filters.unsupervised.attribute.Remove-R1-67,80-89,98-127'

@attribute CentroidAccX numeric
@attribute CentroidAccY numeric
@attribute CentroidAccZ numeric
@attribute CentroidGyroX numeric
@attribute CentroidGyroY numeric
@attribute CentroidGyroZ numeric
@attribute stdx numeric
@attribute stdy numeric
@attribute stdz numeric
@attribute Realstddev numeric
@attribute RADII numeric
@attribute Density numeric
@attribute MeanMagnitude numeric
@attribute AbsoluteDiffrence numeric
@attribute maxaccx numeric
@attribute maxaccy numeric
@attribute maxaccz numeric
@attribute maxgyrox numeric
@attribute maxgyroy numeric
@attribute maxgyroz numeric
@attribute class {Sitting,Standing,Running,Walking,cycling,DownStairs,UpStairs}

@data
1.747409,-9.183081,2.178604,0.300406,0.020453,-0.123357,86.898328,33.023749,64.864702,4.298683,7.703337,0.005225,10.282558,17.551714,4.95121,-6.53019,8.52575,1.88552,2.09005,0.53263,Walking
2.160767,-9.721058,1.047103,-0.240965,-1.199914,0.182054,64.046707,12.206198,52.211169,3.584189,5.884016,0.011725,10.581897,8.039834,5.79517,-7.33105,6.8115,2.08685,0.81706,0.6839,Walking
1.959655,-9.483194,1.803075,0.334493,-0.529222,-0.066472,59.32536,22.735015,104.636991,4.320849,6.785147,0.007646,10.582292,16.462942,4.63398,-7.10838,8.25162,2.75797,1.20481,0.33449,Walking
1.393663,-9.827121,2.061287,-0.344612,-0.131347,-0.095021,66.046083,35.2944,51.777913,3.913035,6.579489,0.008386,10.680706,15.201741,5.04339,-7.03776,6.10402,1.65116,2.18273,0.39521,Walking
1.61465,-9.529162,1.662654,0.344613,-0.225729,-0.083731,7.779393,21.724461,58.813429,2.971822,4.865166,0.020741,10.12024,12.505121,2.76411,-7.16225,5.88495,1.74277,1.35076,0.48043,Walking
2.64272,-9.748951,0.520379,0.01534,-0.824727,0.146047,12.170397,23.117154,61.205833,3.106338,6.664119,0.008071,10.448021,10.318862,4.31435,-7.93558,5.15112,1.15794,0.58483,0.45167,Walking
2.238218,-9.144054,2.480393,0.213266,-0.374547,-0.096514,74.39115,40.179824,62.548533,4.208557,6.390219,0.009153,10.348026,19.544677,6.67623,-6.17704,6.97431,2.47567,2.10496,0.43889,Walking
1.114861,-9.05942,1.957977,-0.042931,0.0506,-0.107805,36.352301,18.723072,37.352015,3.040187,4.523122,0.025812,9.693984,12.440066,4.67827,-6.36618,6.32907,1.58618,1.60322,0.83517,Walking
1.070807,-9.619783,1.512177,0.35388,-0.657056,0.270578,25.109231,19.273973,45.834164,3.003621,4.407996,0.027887,10.136337,11.061043,4.34188,-6.96114,5.42167,1.4413,0.96619,0.63596,Walking
-1.343148,-0.368588,9.440339,0.172999,-0.106633,-0.119631,18.019868,28.646105,2.119198,2.208737,3.70584,0.046932,9.789659,2.487481,0.98881,3.24414,10.3645,0.60294,0.6104,0.33236,Sitting
-0.351108,-1.287242,9.578602,-0.024289,0.03015,-0.007031,0.448312,0.594948,0.722923,0.42026,1.142764,1.600528,9.676208,1.665019,-0.07781,-0.5782,9.93354,0.0032,0.26206,0.15233,Sitting
-0.027773,-1.489073,9.638936,-0.007031,-0.016829,0.002451,0.039742,0.036644,0.004217,0.089779,0.150798,696.540496,9.753711,0.145772,0.06105,-1.39941,9.67377,0.00959,0.0277,0.01811,Sitting
-0.149876,-1.468005,9.579081,0.000213,0.010227,-0.003941,0.088758,0.008237,0.023054,0.109567,0.230946,193.911127,9.692571,0.363412,0.07781,-1.42934,9.66659,0.01491,0.08948,0.04261,Sitting
-0.127972,-1.501526,9.620861,0.004367,0.010972,-0.002662,0.036652,0.022339,0.026631,0.092532,0.131685,1045.969595,9.738473,0.446122,-0.0012,-1.44251,9.68694,0.02876,0.07137,0.00746,Sitting
-0.136829,-1.476384,9.628522,0.003942,-0.004475,-0.001064,0.025331,0.02702,0.014356,0.081674,0.15313,665.203623,9.742299,0.299263,-0.0814,-1.33956,9.68455,0.00959,0.04155,0.02344,Sitting
-0.065003,-1.53217,9.631753,-0.000424,0.00032,-0.002664,0.017265,0.013245,0.007233,0.061436,0.102939,2189.746418,9.75323,0.21993,0.0012,-1.47962,9.6642,0.00746,0.01385,0.00426,Sitting
-0.081283,-1.52822,9.613798,0.001279,0.010652,0.001065,0.038464,0.030602,0.012927,0.09055,0.144369,793.796779,9.73519,0.356883,0.05986,-1.46166,9.66779,0.01598,0.06605,0.01172,Sitting
-0.03783,-1.518641,9.633069,0.000426,-0.004688,-0.004369,0.030882,0.008426,0.012967,0.072301,0.111286,1733.028963,9.752309,0.324981,0.03711,-1.46645,9.69771,0.00639,0.02663,0.00746,Sitting
-0.031244,-1.534443,9.614398,0.003194,0.003729,-0.002877,0.002927,0.004459,0.019048,0.051414,0.080713,4542.535224,9.736158,0.392264,0.00239,-1.4868,9.68215,0.01385,0.01278,0.00959,Sitting
-0.031604,-1.522474,9.61655,-0.004582,0.001811,0.002343,0.010453,0.004628,0.007317,0.047327,0.064688,8824.018588,9.736445,0.243077,0.02394,-1.488,9.6618,0.00213,0.01704,0.00852,Sitting
0.00742,-1.545697,9.614755,0.004582,-0.003728,-0.000107,0.032159,0.002453,0.010005,0.066796,0.155948,629.785851,9.738391,0.258532,0.15443,-1.50954,9.67377,0.01704,0.01598,0.02024,Sitting
-0.039743,-1.55312,9.61655,0.002983,-0.012783,-0.000746,0.021254,0.004867,0.006887,0.057453,0.098401,2506.897003,9.741376,0.230052,0.01915,-1.51553,9.64744,0.01917,0.00213,0.00639,Sitting
-0.001676,-1.56844,9.61643,0.005114,0.013742,-0.002451,0.019544,0.005844,0.008918,0.058571,0.102837,2196.284004,9.743624,0.280099,0.07661,-1.5263,9.64863,0.01598,0.03196,0.00426,Sitting
-0.05818,-1.544499,9.610087,0.00245,0.003515,-0.001493,0.004557,0.005153,0.010644,0.045116,0.0725,6267.748672,9.733634,0.281142,-0.02394,-1.51792,9.67257,0.00959,0.02557,0.00533,Sitting
-0.000239,-1.577659,9.605897,0.000532,0.00394,-0.000853,0.013735,0.003716,0.004804,0.047175,0.103667,2143.942085,9.734679,0.209059,0.10056,-1.54187,9.64025,0.00533,0.01491,0.01598,Sitting
0.005626,-1.555033,9.590933,-0.000958,0.001384,-0.000214,0.015707,0.005484,0.009282,0.055203,0.081946,4340.65395,9.716289,0.232063,0.07183,-1.50116,9.663,0.0032,0.00852,0.00426,Sitting
0.013169,-1.558385,9.611883,-0.000318,-0.000427,-0.000853,0.004751,0.008701,0.015833,0.054116,0.090262,3247.988714,9.73747,0.307818,0.05626,-1.48919,9.69532,0.00746,0.01491,0.00639,Sitting
0.001557,-1.574187,9.619902,0.002026,-0.001598,-0.004261,0.013605,0.006964,0.006924,0.052434,0.087134,3610.577171,9.747952,0.241588,0.05507,-1.5287,9.65582,0.01172,0.01278,0.00533,Sitting
0.159933,-1.735079,9.493728,0.000746,-0.01193,-0.029721,0.202151,0.104418,0.358321,0.257855,0.461877,24.241218,9.653842,1.676604,0.38666,-1.58496,9.65941,0.12037,0.3835,0.02983,Sitting
0.203986,-1.982039,9.52186,-0.001065,-0.025778,-0.037072,1.164086,0.050486,0.127379,0.366326,0.9331,2.940004,9.734494,0.781269,0.52672,-1.8974,9.74081,0.01065,0.10227,0.01172,Sitting
0.119949,-1.836592,9.549034,-0.000107,0.012782,0.01598,0.266175,0.104512,0.03329,0.200992,0.359976,51.204724,9.726672,0.57432,0.46687,-1.66038,9.6211,0.04048,0.11079,0.05646,Sitting
-0.008141,-1.983237,9.539338,0.002344,-0.006817,0.003834,0.031402,0.004434,0.003299,0.062558,0.110194,1785.080029,9.743506,0.133323,0.10175,-1.94888,9.56484,0.01598,0.04155,0.02024,Sitting
-0.00886,-1.968513,9.547477,-0.001278,-0.00032,-0.003091,0.030359,0.012452,0.00783,0.071163,0.156884,618.575825,9.748522,0.225561,0.05507,-1.91416,9.58638,0.00533,0.02131,0.00639,Sitting
0.01664,-1.970307,9.537902,0.001598,-0.002554,-0.004369,0.015814,0.005685,0.010614,0.056669,0.079337,4783.113816,9.73942,0.248768,0.07063,-1.92254,9.58998,0.00639,0.00959,0,Sitting
-0.025019,-1.954387,9.552865,0.004261,0.002451,-0.005009,0.006383,0.007993,0.007042,0.046279,0.068843,7320.752658,9.75085,0.189445,0.02514,-1.91057,9.59835,0.01172,0.02557,0.01385,Sitting
-0.02921,-1.952831,9.545563,0.001385,0.000745,-0.005007,0.012732,0.009952,0.005169,0.052775,0.075737,5498.071005,9.743429,0.189774,0.0395,-1.91297,9.57681,0.01172,0.09907,0.00852,Sitting
-0.030525,-1.96576,9.546281,-0.000213,-0.003089,-0.001597,0.003139,0.005062,0.006754,0.038673,0.066365,8171.71445,9.746659,0.228995,-0.00958,-1.91776,9.60195,0.00533,0.01385,0.00107,Sitting
-0.024181,-1.953308,9.561842,-0.002236,0.007457,-0.00032,0.011002,0.008309,0.006661,0.050963,0.077628,5105.885682,9.759438,0.218948,0.02514,-1.90339,9.60314,0.0032,0.01385,0.00639,Sitting
0.003832,-1.96588,9.537064,0.000001,0.000213,0.001704,0.026367,0.00999,0.006697,0.065616,0.120297,1372.028345,9.737766,0.183138,0.11971,-1.90938,9.57322,0.00533,0.03196,0.01278,Sitting
0.019872,-1.971984,9.5713,-0.000425,0.010651,-0.000958,0.015397,0.002081,0.011482,0.053815,0.089023,3385.554095,9.772448,0.248213,0.0838,-1.94888,9.60314,0.01065,0.03941,0.01172,Sitting
-0.015921,-1.972222,9.532156,-0.000426,0.00245,-0.004582,0.019699,0.005483,0.00567,0.055546,0.129128,1109.349054,9.73419,0.165831,0.09697,-1.92973,9.59357,0.00746,0.01917,0.0032,Sitting
0.019752,-1.982278,9.562321,-0.002557,0.006391,-0.003622,0.020697,0.014532,0.014858,0.070772,0.111506,1722.825684,9.765805,0.369936,0.10894,-1.92614,9.63187,0.00426,0.02876,0.00426,Sitting
0.020471,-1.980605,9.569265,-0.000641,0.005326,-0.00799,0.038952,0.007111,0.004281,0.070954,0.099008,2461.028113,9.772336,0.191261,0.11013,-1.9417,9.60793,0.01065,0.0277,0,Sitting
0.013646,-1.940381,9.541134,-0.000745,0.003302,-0.00309,0.018531,0.008121,0.007647,0.058566,0.098023,2535.990023,9.736583,0.245594,0.07901,-1.89142,9.58998,0.00533,0.01704,0.0032,Sitting
-0.039027,-2.028725,9.553584,-0.01044,-0.00245,0.000639,0.02456,0.039649,0.025244,0.09458,0.133067,1013.729751,9.766988,0.428097,0.03112,-1.94409,9.67736,0.00213,0.0245,0.00852,Sitting
-3.37319,-7.214926,5.694131,0.228391,-0.037498,0.129644,13.302499,83.093966,103.272683,4.468435,9.105288,0.003164,10.46777,14.702012,-0.42856,0.39863,13.11544,1.11746,1.41467,1.01946,Sitting
-0.282396,0.40881,9.665272,-0.004792,0.019493,-0.006922,0.027826,0.007057,0.026701,0.078475,0.107406,1927.728971,9.678222,0.401814,-0.21907,0.43694,9.75637,0.00533,0.05752,0.01385,Sitting
-0.316752,0.384269,9.691847,0.000534,0.013529,-0.003836,0.067676,0.019765,0.046808,0.115866,0.215435,238.881696,9.705089,0.476135,-0.23224,0.44293,9.86052,0.00959,0.05113,0.01065,Sitting
-2.875675,-9.285553,1.436281,-0.197181,-0.249272,0.182801,32.858974,17.587136,65.266262,3.401652,5.617444,0.013475,10.266268,14.536277,0.45729,-7.30232,6.78158,2.1774,0.95022,1.14409,Walking
-2.84922,-8.911098,1.290116,0.142533,-0.51527,0.093529,88.797277,23.648689,22.160296,3.668873,8.341988,0.004115,9.828352,14.971006,0.84874,-6.86777,5.39294,2.24025,1.43491,0.60081,Walking
-2.777633,-8.545984,1.303283,-0.423335,-0.901853,0.453696,36.851452,15.031719,33.879832,2.928532,5.485089,0.014474,9.425391,11.014741,1.05105,-6.58046,4.15753,1.65649,1.60109,1.30388,Walking
-3.831801,-9.316559,0.871131,-0.249166,-0.150203,0.076485,102.679082,19.186266,36.727527,3.982372,8.219053,0.004302,10.598376,14.480222,0.67636,-7.11916,4.40653,1.34756,1.04822,0.51878,Walking
-2.400068,-9.478047,1.412342,0.14232,-0.554575,0.000106,27.374815,19.1512,92.319686,3.7262,6.754815,0.00775,10.450379,13.151288,0.39863,-8.02058,7.54174,2.36915,1.22825,0.77338,Walking
-2.952529,-9.297762,0.596276,-0.15212,-0.481817,0.272282,50.982908,11.256726,65.175358,3.569524,6.492519,0.008728,10.27512,12.553967,-0.2478,-7.23528,4.45322,1.42213,0.69562,0.84156,Walking
-3.324588,-9.405501,1.467167,-0.026633,-0.426638,0.126234,39.636936,19.519695,66.348098,3.542665,6.22505,0.009902,10.475554,17.614358,-1.04507,-7.28675,7.42681,2.18805,1.51268,1.18884,Walking
-2.350748,-9.169673,1.853471,-0.128364,-0.351111,0.292308,37.890001,22.790549,54.279948,3.390583,6.11229,0.01046,10.044677,13.572425,0.66918,-6.76362,6.53497,1.43172,1.31986,1.22612,Walking
-2.026812,-8.737638,1.582327,-0.194943,-0.448265,0.280699,22.091027,8.652402,24.748518,2.355673,3.647196,0.049233,9.351448,7.363778,0.59256,-6.56969,4.5837,2.02507,1.03224,1.1899,Walking
-2.363437,-9.483552,1.985271,-0.016616,-0.608585,0.203146,79.651554,23.478476,57.636407,4.009569,7.411042,0.005868,10.486392,16.836832,1.69509,-6.83425,6.17584,1.63305,1.43278,0.82665,Walking
-2.857838,-9.477686,2.401744,-0.062,-0.231482,0.350684,45.162376,37.465986,37.155814,3.460985,5.311553,0.015939,10.517884,19.131677,-0.44173,-7.51061,5.43125,1.11427,0.71799,1.30601,Walking
-2.678874,-9.264006,1.631647,-0.374548,0.013316,0.222319,33.219769,15.23354,15.345242,2.525837,4.47265,0.026695,9.966876,13.717986,-0.11133,-7.46632,4.80995,0.85221,1.24529,0.82558,Walking
-3.274309,-9.877519,1.365772,0.016404,-0.233292,0.140188,101.091354,27.686347,41.241699,4.123341,6.557946,0.008469,10.981423,21.090181,-0.35195,-7.30471,6.02261,1.66075,1.04929,0.83836,Walking
-1.939182,-8.829457,1.635358,-0.226902,-1.053866,0.319791,22.50579,9.177681,70.727093,3.200165,6.14423,0.010297,9.653238,9.749345,0.30047,-6.87615,5.54976,1.38804,0.65301,1.16327,Walking
-3.235764,-9.078214,1.535161,-0.203891,-0.414707,0.387543,13.718476,6.521117,35.460141,2.360079,4.295949,0.030127,9.993226,8.266647,-1.22224,-8.05649,4.97635,1.28151,0.75527,1.15368,Walking
-2.269822,-8.707952,1.456992,-0.008417,0.042716,0.063276,18.428992,4.855473,27.789787,2.259961,3.592296,0.051525,9.356089,5.928434,0.33519,-7.13951,4.81594,2.33506,1.23251,0.92039,Walking
-4.004063,-9.099163,1.600524,-0.054754,-0.841132,0.261096,39.628612,24.668208,40.210946,3.232766,6.092881,0.01056,10.359675,17.814367,-1.21506,-7.20176,5.29119,1.37313,0.54648,0.59974,Walking
-3.309147,-8.875066,1.687074,-0.430474,-0.734713,0.18738,66.436104,18.261198,18.242718,3.208427,5.465749,0.014628,9.953932,13.56677,0.99599,-6.67144,4.48793,0.9907,1.07698,0.6104,Walking
-4.224091,-8.841309,1.484166,-0.226476,-0.174597,0.051025,56.016086,16.951414,39.815917,3.358324,6.93446,0.007163,10.298072,12.250074,-0.17597,-7.00424,4.78362,1.33371,0.77232,0.46765,Walking
-1.982398,-4.626555,5.82653,0.146047,-0.23894,-0.080959,25.950451,189.56859,111.582527,5.719279,6.848152,0.007437,9.559534,4.548352,-0.04549,0.69911,9.73243,1.15368,0.86073,0.02344,Sitting
-0.994073,-3.687788,7.61883,-0.032383,0.019601,0.093103,5.575419,187.631509,44.341553,4.873895,5.218599,0.016806,9.811507,2.17675,-0.32561,0.67756,9.71567,0.08203,0.15446,0.2791,DownStairs
-1.623268,-8.354326,3.847722,-0.231801,-0.529224,0.262267,162.775756,116.411307,198.836875,6.913928,10.546621,0.002036,10.884123,37.775158,5.84305,-2.94247,10.45548,1.76195,1.27086,0.82451,DownStairs
-1.906623,-8.973111,3.988858,0.382536,-0.027697,-0.04538,59.35908,122.927341,85.014755,5.170118,8.357559,0.004092,10.509513,33.855613,3.48955,-4.02346,10.00776,2.67381,3.0392,0.73929,DownStairs
-2.830307,-8.757989,3.215773,-0.126979,0.134328,0.071905,43.744818,42.219434,47.727321,3.656386,5.832562,0.012038,10.120114,19.479064,-0.4561,-5.60123,7.61596,2.66316,2.05276,0.63277,DownStairs
-1.694496,-9.494326,1.981322,0.356757,0.432499,-0.15276,27.57433,71.217417,86.961284,4.309908,7.60964,0.005421,10.354646,23.659538,1.66038,-4.66271,7.04374,1.72786,2.88687,0.34195,DownStairs
-1.85383,-2.634699,6.431304,1.142282,-0.529545,0.050708,68.411872,428.42908,87.821371,7.646321,9.576972,0.002719,10.066622,21.083355,1.62327,6.45956,13.42668,3.30658,2.2541,1.67992,UpStairs
-0.802056,-8.046074,4.522646,-0.152972,0.010333,0.022901,9.986358,27.216971,58.36295,3.09138,4.483838,0.026496,9.661203,10.427889,1.35991,-3.92051,8.60715,2.33399,1.01839,0.31851,UpStairs
-1.918474,-8.829576,3.227743,-0.088523,0.098324,-0.027803,9.710348,60.321614,50.661925,3.474103,6.548844,0.008504,10.041662,15.781632,-0.14964,-3.0562,5.76284,2.16888,0.98857,0.55287,UpStairs
-1.148619,-7.221512,3.75004,0.274946,0.054647,0.332149,25.081532,79.824477,46.16953,3.886844,6.683534,0.008,8.927311,15.128746,1.21266,-2.45645,6.76482,2.36063,0.76273,0.7361,UpStairs
-1.984553,-8.699212,3.312379,-0.255345,-0.613271,0.214544,33.906878,63.433091,27.589177,3.534532,6.145534,0.010291,9.916872,17.656569,-0.11013,-4.27724,7.10599,3.12229,1.13664,1.57553,UpStairs
-3.079902,-8.820479,4.245997,-0.038135,0.104289,-0.087566,29.741892,90.238777,77.973716,4.449207,7.955586,0.004744,10.769102,23.996387,0.34955,-2.48039,12.10508,2.97209,1.40934,0.48043,UpStairs
-3.7407,-9.329125,4.036862,0.022901,0.439955,-0.184611,39.944601,85.196023,50.035401,4.185404,6.970189,0.007053,11.252552,24.054712,-0.65721,-3.08014,10.11909,2.72388,2.49805,0.16405,UpStairs
-3.382289,-7.856094,4.381269,-0.158617,0.162134,-0.056033,10.66414,6.92813,53.449345,2.665363,5.249566,0.016511,9.939573,7.532598,-1.34554,-6.90967,7.07487,1.61388,1.12066,0.49854,Standing
-1.426825,-9.704299,-0.019752,0.008203,-0.018748,0.004688,0.041564,0.015105,0.043848,0.100258,0.161569,566.319932,9.809061,0.366756,-1.31442,-9.64145,0.07542,0.03302,0.07031,0.01278,Standing
-1.450049,-9.69137,0.099957,0.009373,0.004581,0.001704,0.027978,0.011876,0.085644,0.112026,0.18914,353.003366,9.800324,0.265359,-1.38385,-9.64744,0.2873,0.03941,0.049,0.0245,Standing
-1.452323,-9.671019,0.11504,-0.003411,-0.043781,0.004687,0.128938,0.021768,0.12333,0.16554,0.303044,85.824873,9.781438,0.310442,-1.1983,-9.61751,0.28012,0.02024,0.03196,0.02344,Standing
-1.53157,-9.649949,0.204704,0.026631,0.03867,0.014383,0.076715,0.021912,0.281201,0.194892,0.357437,52.304021,9.774728,0.35185,-1.33956,-9.60075,0.5351,0.08948,0.15553,0.04261,Standing
-1.828211,-9.640373,0.44616,0.012143,0.016405,0.000745,0.086278,0.015931,0.076452,0.133664,0.21573,237.903705,9.823142,0.38803,-1.6508,-9.5816,0.55426,0.04687,0.12037,0.03622,Standing
-1.818156,-9.625649,0.299276,-0.009374,-0.027483,0.001703,0.115453,0.007655,0.086044,0.144621,0.252715,147.993205,9.80143,0.317208,-1.62327,-9.5816,0.48483,0.01278,0.01598,0.02237,Standing
-1.776139,-9.63319,0.423534,0.011186,-0.007245,-0.000535,0.007691,0.007447,0.028389,0.065975,0.103629,2146.29012,9.804896,0.19625,-1.72143,-9.55885,0.51236,0.03835,0.01811,0.01917,Standing
-1.857902,-9.589258,0.657805,0.009909,-0.008629,0.003301,0.013284,0.002162,0.015071,0.055242,0.084071,4019.715596,9.789849,0.15258,-1.80164,-9.56843,0.71946,0.0277,0.02024,0.01385,Standing
-1.893096,-9.568667,0.724486,-0.001919,-0.016297,0.006604,0.042921,0.00525,0.012988,0.078204,0.132029,1037.816719,9.781285,0.217343,-1.8148,-9.52892,0.76375,0.01491,0.01811,0.01385,Standing
-1.846647,-9.575968,0.689292,-0.001386,0.000639,-0.006285,0.047703,0.011958,0.026269,0.092699,0.148374,731.243067,9.777118,0.239846,-1.70108,-9.52533,0.73622,0.01385,0.14914,0.00852,Standing
-1.759141,-9.589257,0.734662,0.008203,-0.002984,0.000851,0.022241,0.008106,0.038197,0.082791,0.123121,1279.791806,9.777225,0.24898,-1.70467,-9.54808,0.84755,0.02237,0.02557,0.01065,Standing
-1.723706,-9.59225,0.753812,0.007031,0.046445,0,0.14555,0.01878,0.101985,0.163192,0.29833,89.958079,9.776205,0.428281,-1.45927,-9.51097,0.91937,0.0522,0.19068,0.04261,Standing
-1.679773,-9.540773,1.075715,0.066472,0.172252,-0.012675,1.001538,0.240585,1.73066,0.545232,0.908122,3.189337,9.761545,0.862524,-1.14443,-9.26077,1.93332,0.24288,0.61146,0.1044,Standing
-1.702039,-9.537064,1.196143,-0.053262,-0.159683,0.025886,0.224005,0.026391,1.032919,0.358234,0.577846,12.379289,9.76764,0.453057,-1.488,-9.4152,1.5694,0.08522,0.00959,0.1012,Standing
-1.985273,-9.325295,1.425509,-0.01843,-0.017045,-0.008842,0.095835,1.790444,28.99266,1.75724,2.81604,0.106959,9.798999,0.305484,-1.82438,-8.60955,4.17549,0.06711,0.10546,0.03302,Standing
-2.051351,-9.59177,0.042737,-0.013103,-0.030892,0.018963,0.1583,0.006309,0.103175,0.163641,0.219431,226.067089,9.810083,0.237434,-1.86508,-9.54927,0.21668,0.04474,0.06924,0.04048,Standing
-2.078647,-9.568668,0.081044,-0.001704,-0.007882,-0.002024,0.060697,0.016492,0.085743,0.127645,0.250727,151.541014,9.792914,0.34182,-1.93571,-9.48104,0.19632,0.03622,0.12357,0.03196,Standing
-2.161367,-9.548795,-0.012329,0.00096,-0.00181,0.007564,0.050852,0.018487,0.108224,0.133253,0.228895,199.169659,9.791141,0.42361,-2.07458,-9.45111,0.13048,0.03622,0.05859,0.06392,Standing
-2.148317,-9.565195,0.079008,0.010013,-0.002771,0.003836,0.008083,0.023294,0.053713,0.092244,0.140839,854.985928,9.804118,0.335455,-2.09493,-9.4966,0.21428,0.02557,0.02876,0.02983,Standing
-2.057937,-9.56376,0.293888,0.035685,0.051453,-0.008521,0.109946,0.008468,0.136104,0.159537,0.259583,136.553694,9.788315,0.31323,-1.8172,-9.52174,0.51715,0.06711,0.1534,0.01172,Standing
-1.932837,-9.576926,0.60238,0.017044,0.011825,-0.002661,0.064519,0.013392,0.030445,0.104094,0.172423,465.955065,9.789069,0.274539,-1.77769,-9.52892,0.69432,0.06072,0.08522,0.00533,Standing
-1.714128,-9.582195,0.887649,0.016087,-0.009907,-0.004899,0.09895,0.004297,0.065604,0.129943,0.187492,362.395284,9.77552,0.192609,-1.55264,-9.53371,0.99718,0.04581,0.0245,0.01491,Standing
-1.775541,-9.576089,0.97827,-0.00181,-0.006499,0.011504,0.032291,0.00285,0.039237,0.086242,0.155155,639.491861,9.788674,0.161372,-1.64482,-9.55406,1.1145,0.01172,0.01917,0.02237,Standing
-2.261323,-9.553944,0.742202,0.019706,0.021944,-0.009799,0.140242,0.077648,0.179359,0.199311,0.347897,56.725917,9.847464,0.873592,-2.01711,-9.44393,0.98043,0.04261,0.11292,0.0245,Standing
-2.149874,-9.505939,0.877236,0.001599,-0.015126,0.002769,0.146677,0.00705,0.130383,0.168556,0.250734,151.527987,9.786836,0.209292,-1.94649,-9.47625,1.08338,0.04155,0.13316,0.05752,Standing
-2.22158,-9.527486,0.86754,-0.007351,-0.023543,0.013529,0.055838,0.037671,0.073285,0.129149,0.204662,278.626613,9.822069,0.584252,-2.1045,-9.43794,1.04507,0.02024,0.10653,0.03409,Standing
-2.246838,-9.457216,0.976236,0.003835,-0.064341,0.006711,0.182,0.049757,0.196695,0.206991,0.331997,65.272628,9.771319,0.539904,-2.02071,-9.28591,1.21027,0.05539,0.08735,0.03089,Standing
-2.289216,-9.423339,1.051772,0.015023,-0.001279,-0.000427,0.591852,0.038977,0.186305,0.285856,0.523432,16.655222,9.758233,0.538225,-1.81121,-9.30387,1.25336,0.1044,0.1534,0.04794,Standing
-2.251508,-9.474814,1.107438,0.00149,-0.010014,-0.002023,0.031724,0.011668,0.014959,0.076388,0.137303,922.773847,9.801659,0.29778,-2.13563,-9.42238,1.17795,0.02663,0.05965,0.01385,Standing
-2.223615,-9.477209,1.095109,0.000427,-0.008416,-0.005859,0.10356,0.005029,0.036281,0.120362,0.236318,180.984994,9.796667,0.25762,-1.99557,-9.43675,1.26414,0.01385,0.02876,0.01278,Standing
-2.208171,-9.456737,1.09056,0.005752,-0.005537,0.004687,0.015663,0.006606,0.011776,0.058348,0.07817,5000.466304,9.772307,0.182348,-2.13683,-9.42358,1.14443,0.02237,0.02983,0.01172,Standing
-2.290533,-9.435191,1.16047,0.003729,-0.003729,0.00767,0.018128,0.003511,0.025153,0.068405,0.112895,1660.016598,9.778571,0.132533,-2.20147,-9.40562,1.2378,0.00852,0.03515,0.0245,Standing
-2.367028,-9.433395,1.095587,-0.000746,0.001812,0.003409,0.020536,0.007199,0.014307,0.064839,0.078152,5003.902135,9.787513,0.262055,-2.30442,-9.39365,1.16358,0.01278,0.03728,0.01811,Standing
-2.317347,-9.450633,1.055964,-0.002237,-0.012357,-0.000958,0.029126,0.003064,0.015993,0.069414,0.144216,796.322123,9.787952,0.175818,-2.24935,-9.41999,1.13485,0.01065,0.02024,0.02024,Standing
-2.285865,-9.462483,1.043991,0.000533,-0.007991,0.002024,0.020388,0.001938,0.007994,0.055064,0.0835,4102.759127,9.790632,0.126472,-2.21344,-9.43555,1.07978,0.00959,0.01811,0.00959,Standing
-2.277724,-9.458534,1.038127,0.002769,-0.006711,0.001173,0.025903,0.003186,0.017755,0.068442,0.148355,731.525895,9.784368,0.164574,-2.22182,-9.42478,1.13605,0.01385,0.07137,0.00852,Standing
-2.369304,-9.452788,0.877834,-0.010227,-0.01012,0.011078,0.010911,0.003698,0.046491,0.078166,0.130757,1068.416326,9.784939,0.171967,-2.32357,-9.414,0.95409,0.00959,0.04261,0.04155,Standing
-2.335184,-9.477327,0.841563,0.000426,-0.01076,0.001065,0.097715,0.010241,0.013582,0.110244,0.244415,163.586126,9.797577,0.227647,-2.10809,-9.4152,0.91219,0.01491,0.05859,0.01704,Standing
-2.349429,-9.456738,0.826478,0.000425,-0.017471,0.002022,0.036557,0.00685,0.022142,0.080962,0.159399,589.762974,9.779497,0.231605,-2.25414,-9.4152,0.93015,0.01917,0.0735,0.01598,Standing
-2.384503,-9.45578,0.778116,0.000958,-0.004154,0.010971,0.038303,0.005225,0.034347,0.088247,0.210729,255.246176,9.783167,0.173077,-2.32716,-9.42478,0.86311,0.0245,0.05113,0.05326,Standing
-2.383187,-9.474574,0.939485,0.00032,-0.038667,0.007243,0.718264,0.014632,0.13063,0.293858,0.647684,8.791106,9.818965,0.388605,-1.77291,-9.41879,1.10253,0.04155,0.00746,0.03622,Standing
-2.495118,-9.410169,0.997305,0.020453,0.029615,-0.000107,0.144911,0.038195,0.069853,0.159047,0.246296,159.867586,9.787419,0.439047,-2.26851,-9.27633,1.09894,0.0767,0.3036,0.05113,Standing
-1.771709,-8.770561,4.062721,-0.04719,0.120268,0.000001,2.827332,1.1503,11.635267,1.249516,3.193934,0.073309,9.900629,2.411808,-0.7829,-8.38689,5.29358,0.27271,0.59548,0.14061,DownStairs
