@relation 'activity_recognition_PAMS01-weka.filters.unsupervised.attribute.Remove-R1-2-weka.filters.unsupervised.attribute.Remove-R64-65-weka.filters.unsupervised.attribute.Remove-R61-62-weka.filters.unsupervised.attribute.Remove-R4-6,10-12,16-18,28-30,34-36,40-42,58-61,74-83,92-121-weka.filters.unsupervised.attribute.Remove-R34-36-weka.filters.unsupervised.attribute.Remove-R13-15-weka.filters.unsupervised.attribute.Remove-R25-27-weka.filters.unsupervised.attribute.Remove-R41-42,44'

@attribute accX0 numeric
@attribute accy0 numeric
@attribute accz0 numeric
@attribute accX1 numeric
@attribute accy1 numeric
@attribute accz1 numeric
@attribute accX2 numeric
@attribute accy2 numeric
@attribute accz2 numeric
@attribute accX3 numeric
@attribute accy3 numeric
@attribute accz3 numeric
@attribute accX4 numeric
@attribute accy4 numeric
@attribute accz4 numeric
@attribute accX5 numeric
@attribute accy5 numeric
@attribute accz5 numeric
@attribute accX6 numeric
@attribute accy6 numeric
@attribute accz6 numeric
@attribute accX7 numeric
@attribute accy7 numeric
@attribute accz7 numeric
@attribute accX8 numeric
@attribute accy8 numeric
@attribute accz8 numeric
@attribute accX9 numeric
@attribute accy9 numeric
@attribute accz9 numeric
@attribute CentroidAccX numeric
@attribute CentroidAccY numeric
@attribute CentroidAccZ numeric
@attribute CentroidGyroX numeric
@attribute CentroidGyroY numeric
@attribute CentroidGyroZ numeric
@attribute stdx numeric
@attribute stdy numeric
@attribute stdz numeric
@attribute Realstddev numeric
@attribute MeanMagnitude numeric
@attribute maxaccx numeric
@attribute maxaccy numeric
@attribute maxaccz numeric
@attribute maxgyrox numeric
@attribute maxgyroy numeric
@attribute maxgyroz numeric
@attribute class {Sitting,Standing,Running,Walking,DownStairs,UpStairs}

@data
0.413,-1.13545,9.43854,0.22984,-1.24199,9.44453,0.31544,-1.2803,9.44812,0.27054,-1.23122,9.45949,0.33519,-1.26174,9.48044,0.31663,-1.2396,9.47445,0.26875,-1.21206,9.44333,0.33758,-1.27551,9.45949,0.36512,-1.17316,9.44094,0.24361,-1.38265,9.49062,0.30957,-1.243368,9.457995,-0.025686,-0.018387,-0.00165,0.029206,0.039853,0.003007,0.084892,9.544743,0.413,-1.13545,9.49062,-0.01863,0.00183,0.00641,Sitting
0.33399,-1.28329,9.44513,0.33339,-1.12527,9.43555,0.31544,-1.2803,9.44812,0.27054,-1.23122,9.45949,0.33519,-1.26174,9.48044,0.31663,-1.2396,9.47445,0.31603,-1.24439,9.4547,0.31544,-1.19171,9.46967,0.3729,-1.17555,9.43076,0.25857,-1.23002,9.43794,0.316812,-1.226309,9.453625,-0.02532,-0.0208,-0.000794,0.009591,0.021941,0.002644,0.05846,9.538254,0.3729,-1.12527,9.48044,-0.01863,0.01344,0.01741,Sitting
0.21608,-1.17914,9.49241,0.5788,-1.33836,9.46847,0.26097,-1.09235,9.44273,0.28551,-1.26893,9.46847,0.24481,-1.20309,9.46548,0.34836,-1.23182,9.43555,0.27593,-1.18393,9.46847,0.31304,-1.24439,9.43914,0.26875,-1.26773,9.44932,0.2891,-1.24199,9.46667,0.308135,-1.225173,9.459671,-0.026755,-0.010842,-0.00284,0.093073,0.039183,0.002784,0.116207,9.544342,0.5788,-1.09235,9.49241,-0.01252,0.02627,0.04062,Sitting
0.21608,-1.17914,9.49241,0.5788,-1.33836,9.46847,0.26097,-1.09235,9.44273,0.28551,-1.26893,9.46847,0.32801,-1.18333,9.45231,0.40103,-1.23062,9.49002,0.10714,-1.36649,9.45231,0.41659,-1.26713,9.44632,0.26875,-1.26773,9.44932,0.2891,-1.24199,9.46667,0.315198,-1.243607,9.462903,-0.025716,-0.015087,-0.004062,0.147071,0.056694,0.002773,0.143714,9.550532,0.5788,-1.09235,9.49241,-0.01252,0.02627,0.04612,Sitting
0.35195,-1.22583,9.44094,0.5788,-1.33836,9.46847,0.26097,-1.09235,9.44273,0.28551,-1.26893,9.46847,0.32801,-1.18333,9.45231,0.40103,-1.23062,9.49002,0.10714,-1.36649,9.45231,0.41659,-1.26713,9.44632,0.29868,-1.2384,9.43675,0.25438,-1.28868,9.44034,0.328306,-1.250012,9.453866,-0.027305,-0.010597,-0.003542,0.138012,0.053918,0.002562,0.139461,9.54279,0.5788,-1.09235,9.49002,-0.01252,0.05345,0.04612,Sitting
0.35195,-1.22583,9.44094,0.19273,-1.17974,9.44453,0.31304,-1.26773,9.46009,0.27892,-1.2372,9.43495,0.32801,-1.18333,9.45231,0.40103,-1.23062,9.49002,0.10714,-1.36649,9.45231,0.41659,-1.26713,9.44632,0.29868,-1.2384,9.43675,0.25438,-1.28868,9.44034,0.294247,-1.248515,9.449856,-0.028648,-0.011239,0.001039,0.078352,0.026291,0.002335,0.10343,9.537062,0.41659,-1.17974,9.49002,-0.01374,0.05345,0.04612,Sitting
0.35195,-1.22583,9.44094,0.19273,-1.17974,9.44453,0.31304,-1.26773,9.46009,0.27892,-1.2372,9.43495,0.31184,-1.1959,9.48403,0.28072,-1.18752,9.45949,0.28252,-1.20249,9.45351,0.28671,-1.20548,9.44153,0.29868,-1.2384,9.43675,0.25438,-1.28868,9.44034,0.285149,-1.222897,9.449616,-0.028038,-0.010323,0.003453,0.015692,0.011354,0.00204,0.053931,9.532825,0.35195,-1.17974,9.48403,-0.02321,0.05345,0.02138,Sitting
0.33938,-1.08816,9.45291,0.33459,-1.1995,9.46428,0.20051,-1.25576,9.44094,0.39025,-1.239,9.44991,0.26456,-1.21985,9.47146,0.28072,-1.18752,9.45949,0.28252,-1.20249,9.45351,0.28671,-1.20548,9.44153,0.26097,-1.22104,9.44991,0.23523,-1.26174,9.44513,0.287544,-1.208054,9.452907,-0.028009,-0.019732,0.00049,0.027067,0.02133,0.000868,0.07019,9.534378,0.39025,-1.08816,9.47146,-0.02077,-0.00428,0.00916,Sitting
0.26995,-1.1989,9.45351,0.2903,-1.2396,9.46189,0.27473,-1.20428,9.47445,0.30765,-1.25995,9.46787,0.27892,-1.18693,9.48104,0.2879,-1.1965,9.46189,0.29149,-1.25875,9.46129,0.2909,-1.21326,9.46368,0.25738,-1.22823,9.44812,0.29928,-1.25995,9.46129,0.28485,-1.224635,9.463503,-0.027489,-0.015609,-0.000458,0.001962,0.007314,0.000798,0.03174,9.546711,0.30765,-1.18693,9.48104,-0.02321,-0.00489,0.01252,Sitting
0.26995,-1.1989,9.45351,0.2903,-1.2396,9.46189,0.27473,-1.20428,9.47445,0.30765,-1.25995,9.46787,0.27892,-1.18693,9.48104,0.2897,-1.20847,9.44273,0.26755,-1.22643,9.43675,0.2909,-1.21326,9.46368,0.25738,-1.22823,9.44812,0.29928,-1.25995,9.46129,0.282636,-1.2226,9.459133,-0.027489,-0.017044,0.000519,0.002182,0.005582,0.001747,0.03084,9.542044,0.30765,-1.18693,9.48104,-0.02321,-0.00489,0.01252,Sitting
0.26995,-1.1989,9.45351,0.2903,-1.2396,9.46189,0.27473,-1.20428,9.47445,0.30765,-1.25995,9.46787,0.27892,-1.18693,9.48104,0.2897,-1.20847,9.44273,0.26755,-1.22643,9.43675,0.2897,-1.22044,9.46428,0.28072,-1.20907,9.48104,0.29928,-1.25995,9.46129,0.28485,-1.221402,9.462485,-0.027671,-0.017472,-0.000428,0.001481,0.005636,0.001999,0.030193,9.545276,0.30765,-1.18693,9.48104,-0.02321,-0.00489,0.00733,Sitting
0.30227,-1.17316,9.44213,0.2903,-1.2396,9.46189,0.27473,-1.20428,9.47445,0.30765,-1.25995,9.46787,0.27892,-1.18693,9.48104,0.2897,-1.20847,9.44273,0.26755,-1.22643,9.43675,0.2897,-1.22044,9.46428,0.28072,-1.20907,9.48104,0.25498,-1.23301,9.43016,0.283652,-1.216134,9.458234,-0.027824,-0.01631,-0.001008,0.002232,0.005829,0.003195,0.03355,9.540358,0.30765,-1.17316,9.48104,-0.02199,-0.00489,0.00733,Sitting
0.30227,-1.17316,9.44213,0.28132,-1.24678,9.41699,0.27713,-1.22404,9.44932,0.29209,-1.22882,9.43316,0.27892,-1.18693,9.48104,0.2897,-1.20847,9.44273,0.26755,-1.22643,9.43675,0.2897,-1.22044,9.46428,0.28072,-1.20907,9.48104,0.25498,-1.23301,9.43016,0.281438,-1.215715,9.44776,-0.028801,-0.01518,0.00061,0.001602,0.004378,0.004138,0.031811,9.529848,0.30227,-1.17316,9.48104,-0.02199,-0.00489,0.00733,Sitting
0.30227,-1.17316,9.44213,0.28132,-1.24678,9.41699,0.27713,-1.22404,9.44932,0.29209,-1.22882,9.43316,0.21009,-1.1977,9.44752,0.30167,-1.26354,9.43136,0.26755,-1.22643,9.43675,0.2897,-1.22044,9.46428,0.28072,-1.20907,9.48104,0.25498,-1.23301,9.43016,0.275752,-1.222299,9.443271,-0.028953,-0.013163,0.000702,0.006704,0.005676,0.003073,0.03931,9.526106,0.30227,-1.17316,9.48104,-0.02199,-0.00489,0.00733,Sitting
0.30227,-1.17316,9.44213,0.28132,-1.24678,9.41699,0.27713,-1.22404,9.44932,0.29209,-1.22882,9.43316,0.21009,-1.1977,9.44752,0.30167,-1.26354,9.43136,0.23762,-1.20967,9.44812,0.31663,-1.24259,9.43734,0.246,-1.24319,9.44273,0.25498,-1.23301,9.43016,0.27198,-1.22625,9.437883,-0.02767,-0.012369,-0.000337,0.010286,0.006332,0.000931,0.041891,9.521186,0.31663,-1.17316,9.44932,-0.02199,-0.00305,0.00794,Sitting
0.26875,-1.22583,9.4559,0.28132,-1.24678,9.41699,0.27713,-1.22404,9.44932,0.29209,-1.22882,9.43316,0.21009,-1.1977,9.44752,0.30167,-1.26354,9.43136,0.23762,-1.20967,9.44812,0.31663,-1.24259,9.43734,0.246,-1.24319,9.44273,0.31723,-1.2402,9.42717,0.274853,-1.232236,9.438961,-0.027395,-0.013378,0.001435,0.011055,0.003304,0.001281,0.039547,9.523099,0.31723,-1.1977,9.4559,-0.02321,-0.00305,0.02932,Sitting
0.26875,-1.22583,9.4559,0.27713,-1.22763,9.44632,0.2873,-1.18812,9.43914,0.29209,-1.22882,9.43316,0.21009,-1.1977,9.44752,0.30167,-1.26354,9.43136,0.23762,-1.20967,9.44812,0.31663,-1.24259,9.43734,0.246,-1.24319,9.44273,0.31723,-1.2402,9.42717,0.275451,-1.226729,9.440876,-0.026418,-0.011362,0.000519,0.011164,0.004689,0.000709,0.040697,9.52431,0.31723,-1.18812,9.4559,-0.02321,0.00397,0.02932,Sitting
0.26875,-1.22583,9.4559,0.27713,-1.22763,9.44632,0.2873,-1.18812,9.43914,0.25678,-1.24498,9.44273,0.30406,-1.21027,9.44273,0.22386,-1.22224,9.4152,0.23762,-1.20967,9.44812,0.31663,-1.24259,9.43734,0.246,-1.24319,9.44273,0.31723,-1.2402,9.42717,0.273536,-1.225472,9.439738,-0.025838,-0.011332,0.001038,0.00972,0.003096,0.001168,0.037394,9.522948,0.31723,-1.18812,9.4559,-0.0226,0.00397,0.02932,Sitting
0.26875,-1.22583,9.4559,0.27713,-1.22763,9.44632,0.2873,-1.18812,9.43914,0.25678,-1.24498,9.44273,0.30406,-1.21027,9.44273,0.22386,-1.22224,9.4152,0.29209,-1.21566,9.42777,0.30885,-1.21386,9.44333,0.2885,-1.21685,9.45889,0.31723,-1.2402,9.42717,0.282455,-1.220564,9.439918,-0.027579,-0.009835,0.002688,0.006834,0.002304,0.001605,0.032777,9.522737,0.31723,-1.18812,9.45889,-0.0226,0.00397,0.02932,Sitting
0.28132,-1.18693,9.46248,0.27713,-1.22763,9.44632,0.2873,-1.18812,9.43914,0.25678,-1.24498,9.44273,0.30406,-1.21027,9.44273,0.22386,-1.22224,9.4152,0.29209,-1.21566,9.42777,0.30885,-1.21386,9.44333,0.2885,-1.21685,9.45889,0.29748,-1.20728,9.44034,0.281737,-1.213382,9.441893,-0.028038,-0.008186,0.000856,0.005659,0.002682,0.001658,0.031621,9.523752,0.30885,-1.18693,9.46248,-0.0226,0.00397,0.01069,Sitting
0.28132,-1.18693,9.46248,0.32142,-1.28628,9.43016,0.2873,-1.18812,9.43914,0.25678,-1.24498,9.44273,0.30406,-1.21027,9.44273,0.22386,-1.22224,9.4152,0.29209,-1.21566,9.42777,0.30885,-1.21386,9.44333,0.2885,-1.21685,9.45889,0.29748,-1.20728,9.44034,0.286166,-1.219247,9.440277,-0.028251,-0.010293,0.002261,0.007016,0.007449,0.00175,0.040268,9.523064,0.32142,-1.18693,9.46248,-0.0226,0.00305,0.01069,Sitting
0.28132,-1.18693,9.46248,0.32142,-1.28628,9.43016,0.25199,-1.21027,9.44692,0.30167,-1.25217,9.46009,0.30406,-1.21027,9.44273,0.22386,-1.22224,9.4152,0.29209,-1.21566,9.42777,0.30885,-1.21386,9.44333,0.2885,-1.21685,9.45889,0.29748,-1.20728,9.44034,0.287124,-1.222181,9.442791,-0.02813,-0.009987,0.002321,0.007551,0.006897,0.002116,0.040698,9.52596,0.32142,-1.18693,9.46248,-0.0226,0.00305,0.01069,Sitting
0.28132,-1.18693,9.46248,0.32142,-1.28628,9.43016,0.25199,-1.21027,9.44692,0.30167,-1.25217,9.46009,0.27414,-1.20069,9.46667,0.25558,-1.25456,9.4577,0.29209,-1.21566,9.42777,0.30885,-1.21386,9.44333,0.2885,-1.21685,9.45889,0.29748,-1.20728,9.44034,0.287304,-1.224455,9.449435,-0.028589,-0.011544,0.002505,0.004425,0.008213,0.001706,0.037873,9.532835,0.32142,-1.18693,9.46667,-0.02505,0.00305,0.01069,Sitting
0.28132,-1.18693,9.46248,0.32142,-1.28628,9.43016,0.25199,-1.21027,9.44692,0.30167,-1.25217,9.46009,0.27414,-1.20069,9.46667,0.25558,-1.25456,9.4577,0.246,-1.239,9.44333,0.3292,-1.21985,9.4547,0.2885,-1.21685,9.45889,0.29748,-1.20728,9.44034,0.28473,-1.227388,9.452128,-0.027582,-0.013284,0.003025,0.007333,0.00817,0.001191,0.040859,9.53582,0.3292,-1.18693,9.46667,-0.02352,-0.0058,0.00886,Sitting
0.26995,-1.21027,9.44094,0.36512,-1.1989,9.47326,0.31184,-1.26833,9.48822,0.30167,-1.25217,9.46009,0.27414,-1.20069,9.46667,0.25558,-1.25456,9.4577,0.246,-1.239,9.44333,0.3292,-1.21985,9.4547,0.19872,-1.2408,9.43615,0.31424,-1.23661,9.44034,0.286646,-1.232118,9.45614,-0.026207,-0.01469,0.001192,0.020374,0.005079,0.002498,0.052868,9.540512,0.36512,-1.1989,9.48822,-0.02046,-0.00397,0.00886,Sitting
0.26995,-1.21027,9.44094,0.36512,-1.1989,9.47326,0.31184,-1.26833,9.48822,0.26935,-1.19112,9.48044,0.33459,-1.20847,9.48044,0.25558,-1.25456,9.4577,0.246,-1.239,9.44333,0.3292,-1.21985,9.4547,0.19872,-1.2408,9.43615,0.31424,-1.23661,9.44034,0.289459,-1.226791,9.459552,-0.026084,-0.01689,-0.000763,0.022511,0.005645,0.003436,0.056207,9.543308,0.36512,-1.19112,9.48822,-0.01649,-0.00397,0.00886,Sitting
0.23882,-1.25636,9.4559,0.28012,-1.23421,9.43914,0.25498,-1.21206,9.43016,0.30406,-1.27072,9.45829,0.33459,-1.20847,9.48044,0.23942,-1.21386,9.42896,0.2903,-1.25576,9.46488,0.2897,-1.17974,9.43974,0.27234,-1.22104,9.45171,0.28491,-1.16837,9.44513,0.278924,-1.222059,9.449435,-0.025473,-0.018419,-0.000122,0.007799,0.009854,0.002335,0.044707,9.5323,0.33459,-1.16837,9.48044,-0.01649,-0.00367,0.01191,Sitting
0.23882,-1.25636,9.4559,0.28012,-1.23421,9.43914,0.25498,-1.21206,9.43016,0.30406,-1.27072,9.45829,0.31304,-1.18633,9.44632,0.23942,-1.21386,9.42896,0.2903,-1.25576,9.46488,0.2897,-1.17974,9.43974,0.27234,-1.22104,9.45171,0.28491,-1.16837,9.44513,0.276769,-1.219845,9.446023,-0.026878,-0.016922,0.000886,0.005818,0.010897,0.001266,0.042404,9.528566,0.31304,-1.16837,9.46488,-0.02291,0.0055,0.01191,Sitting
0.23882,-1.25636,9.4559,0.28012,-1.23421,9.43914,0.25498,-1.21206,9.43016,0.30406,-1.27072,9.45829,0.31304,-1.18633,9.44632,0.24301,-1.1965,9.45949,0.33878,-1.1977,9.44752,0.2897,-1.17974,9.43974,0.27234,-1.22104,9.45171,0.28491,-1.16837,9.44513,0.281976,-1.212303,9.44734,-0.025778,-0.015486,0.000672,0.008954,0.010038,0.000786,0.044472,9.529076,0.33878,-1.16837,9.45949,-0.01741,0.0055,0.01191,Sitting
0.23882,-1.25636,9.4559,0.28012,-1.23421,9.43914,0.25498,-1.21206,9.43016,0.30406,-1.27072,9.45829,0.31304,-1.18633,9.44632,0.24301,-1.1965,9.45949,0.33878,-1.1977,9.44752,0.25379,-1.26474,9.44812,0.2903,-1.18453,9.45829,0.28491,-1.16837,9.44513,0.280181,-1.217152,9.448836,-0.025716,-0.017349,0.000306,0.009633,0.012187,0.000807,0.047568,9.531139,0.33878,-1.16837,9.45949,-0.01741,0.0055,0.01191,Sitting
0.27174,-1.1995,9.47266,0.28012,-1.23421,9.43914,0.25498,-1.21206,9.43016,0.30406,-1.27072,9.45829,0.31304,-1.18633,9.44632,0.24301,-1.1965,9.45949,0.33878,-1.1977,9.44752,0.25379,-1.26474,9.44812,0.2903,-1.18453,9.45829,0.31843,-1.21566,9.46009,0.286825,-1.216195,9.452008,-0.026083,-0.0197,0.000398,0.008992,0.008575,0.001337,0.043479,9.534338,0.33878,-1.18453,9.47266,-0.01741,0.0055,0.01191,Sitting
0.27174,-1.1995,9.47266,0.30765,-1.20907,9.4571,0.23583,-1.22164,9.44034,0.30406,-1.27072,9.45829,0.31304,-1.18633,9.44632,0.24301,-1.1965,9.45949,0.33878,-1.1977,9.44752,0.25379,-1.26474,9.44812,0.2903,-1.18453,9.45829,0.31843,-1.21566,9.46009,0.287663,-1.214639,9.454822,-0.026724,-0.019181,0.000765,0.01096,0.008289,0.000777,0.044751,9.536964,0.33878,-1.18453,9.47266,-0.01741,0.0055,0.01191,Sitting
0.27174,-1.1995,9.47266,0.30765,-1.20907,9.4571,0.23583,-1.22164,9.44034,0.32202,-1.18693,9.46488,0.25139,-1.19052,9.4565,0.27773,-1.17316,9.44153,0.2478,-1.25755,9.46009,0.25379,-1.26474,9.44812,0.2903,-1.18453,9.45829,0.31843,-1.21566,9.46009,0.277668,-1.21033,9.45596,-0.02874,-0.019212,-0.000488,0.008625,0.008453,0.000913,0.042416,9.537236,0.32202,-1.17316,9.47266,-0.02718,-0.00947,0.01038,Sitting
0.27174,-1.1995,9.47266,0.30765,-1.20907,9.4571,0.23583,-1.22164,9.44034,0.32202,-1.18693,9.46488,0.25139,-1.19052,9.4565,0.27773,-1.17316,9.44153,0.2478,-1.25755,9.46009,0.28311,-1.18932,9.44153,0.22924,-1.20608,9.46248,0.31843,-1.21566,9.46009,0.274494,-1.204943,9.45572,-0.02868,-0.016218,-0.001649,0.01017,0.004996,0.001097,0.040326,9.536214,0.32202,-1.17316,9.47266,-0.02627,-0.00855,0.01038,Sitting
0.26276,-1.20847,9.46129,0.30765,-1.20907,9.4571,0.23583,-1.22164,9.44034,0.32202,-1.18693,9.46488,0.25139,-1.19052,9.4565,0.27773,-1.17316,9.44153,0.2478,-1.25755,9.46009,0.28311,-1.18932,9.44153,0.22924,-1.20608,9.46248,0.30825,-1.20668,9.44932,0.272578,-1.204942,9.453506,-0.027764,-0.015424,-0.001405,0.009472,0.004867,0.000813,0.038926,9.533959,0.32202,-1.17316,9.46488,-0.02352,-0.00855,0.01038,Sitting
0.26276,-1.20847,9.46129,0.31125,-1.23182,9.43675,0.23583,-1.22164,9.44034,0.32202,-1.18693,9.46488,0.25139,-1.19052,9.4565,0.27773,-1.17316,9.44153,0.2478,-1.25755,9.46009,0.28311,-1.18932,9.44153,0.22924,-1.20608,9.46248,0.30825,-1.20668,9.44932,0.272938,-1.207217,9.451471,-0.027153,-0.016187,-0.002688,0.009737,0.00552,0.00104,0.040369,9.532245,0.32202,-1.17316,9.46488,-0.02352,-0.00855,0.01038,Sitting
0.26276,-1.20847,9.46129,0.31125,-1.23182,9.43675,0.28671,-1.21147,9.43136,0.30706,-1.21326,9.46667,0.25139,-1.19052,9.4565,0.27773,-1.17316,9.44153,0.2478,-1.25755,9.46009,0.28311,-1.18932,9.44153,0.22924,-1.20608,9.46248,0.30825,-1.20668,9.44932,0.27653,-1.208833,9.450752,-0.027245,-0.017988,-0.003116,0.007175,0.004929,0.001366,0.036703,9.531823,0.31125,-1.17316,9.46667,-0.02352,-0.00855,0.01038,Sitting
0.26276,-1.20847,9.46129,0.31125,-1.23182,9.43675,0.28671,-1.21147,9.43136,0.30706,-1.21326,9.46667,0.2873,-1.21027,9.45889,0.29987,-1.22823,9.44273,0.25319,-1.2396,9.44513,0.28311,-1.18932,9.44153,0.22924,-1.20608,9.46248,0.30825,-1.20668,9.44932,0.282874,-1.21452,9.449615,-0.02636,-0.019485,-0.00391,0.00652,0.00195,0.00131,0.031272,9.531588,0.31125,-1.18932,9.46667,-0.02352,-0.00855,0.0058,Sitting
0.23643,-1.22823,9.43016,0.28671,-1.22344,9.44094,0.28671,-1.21147,9.43136,0.30706,-1.21326,9.46667,0.2873,-1.21027,9.45889,0.29987,-1.22823,9.44273,0.25319,-1.2396,9.44513,0.31903,-1.19351,9.44632,0.2897,-1.23301,9.4565,0.32681,-1.22583,9.4559,0.289281,-1.220685,9.44746,-0.02868,-0.017654,-0.00162,0.006835,0.001645,0.001283,0.031244,9.53043,0.32681,-1.19351,9.46667,-0.02566,-0.00825,0.00305,Sitting
0.23643,-1.22823,9.43016,0.28671,-1.22344,9.44094,0.29568,-1.22823,9.44094,0.26995,-1.21745,9.44991,0.2873,-1.21027,9.45889,0.29987,-1.22823,9.44273,0.25319,-1.2396,9.44513,0.31903,-1.19351,9.44632,0.2897,-1.23301,9.4565,0.32681,-1.22583,9.4559,0.286467,-1.22278,9.446742,-0.029505,-0.015364,-0.000704,0.006848,0.001528,0.000698,0.030122,9.529902,0.32681,-1.19351,9.45889,-0.02566,-0.00825,0.0058,Sitting
0.23643,-1.22823,9.43016,0.28671,-1.22344,9.44094,0.29568,-1.22823,9.44094,0.26995,-1.21745,9.44991,0.31963,-1.17555,9.47026,0.2466,-1.21745,9.43854,0.25319,-1.2396,9.44513,0.31903,-1.19351,9.44632,0.2897,-1.23301,9.4565,0.32681,-1.22583,9.4559,0.284373,-1.21823,9.44746,-0.028466,-0.014784,-0.000948,0.009312,0.003394,0.001149,0.037223,9.529991,0.32681,-1.17555,9.47026,-0.01741,-0.00764,0.0058,Sitting
0.23643,-1.22823,9.43016,0.28671,-1.22344,9.44094,0.29568,-1.22823,9.44094,0.26995,-1.21745,9.44991,0.31963,-1.17555,9.47026,0.2466,-1.21745,9.43854,0.35973,-1.25576,9.46607,0.25139,-1.18513,9.45889,0.2897,-1.23301,9.4565,0.32681,-1.22583,9.4559,0.288263,-1.219008,9.450811,-0.028222,-0.01903,-0.001162,0.013754,0.004824,0.001507,0.044817,9.533559,0.35973,-1.17555,9.47026,-0.01741,-0.00764,0.0058,Sitting
0.23643,-1.22823,9.43016,0.28671,-1.22344,9.44094,0.29568,-1.22823,9.44094,0.26995,-1.21745,9.44991,0.31963,-1.17555,9.47026,0.2466,-1.21745,9.43854,0.35973,-1.25576,9.46607,0.25139,-1.18513,9.45889,0.2909,-1.24498,9.44453,0.29688,-1.22463,9.4571,0.28539,-1.220085,9.449734,-0.027886,-0.01961,-0.001254,0.012265,0.005276,0.001517,0.043655,9.532538,0.35973,-1.17555,9.47026,-0.01741,-0.00489,0.00641,Sitting
0.27054,-1.26174,9.4559,0.32142,-1.22643,9.45051,0.29568,-1.22823,9.44094,0.26995,-1.21745,9.44991,0.31963,-1.17555,9.47026,0.2466,-1.21745,9.43854,0.35973,-1.25576,9.46607,0.25139,-1.18513,9.45889,0.2909,-1.24498,9.44453,0.29688,-1.22463,9.4571,0.292272,-1.223735,9.453265,-0.027612,-0.020099,-0.00159,0.010911,0.006841,0.00097,0.043269,9.536715,0.35973,-1.17555,9.47026,-0.01741,-0.00489,0.00641,Sitting
0.27054,-1.26174,9.4559,0.32142,-1.22643,9.45051,0.21727,-1.27252,9.46009,0.3298,-1.20309,9.44153,0.28611,-1.23122,9.46248,0.2466,-1.21745,9.43854,0.35973,-1.25576,9.46607,0.25139,-1.18513,9.45889,0.2909,-1.24498,9.44453,0.29688,-1.22463,9.4571,0.287064,-1.232295,9.453564,-0.02639,-0.021839,-0.003392,0.016453,0.006589,0.000786,0.048814,9.537982,0.35973,-1.18513,9.46607,-0.01741,-0.00489,0.00641,Sitting
0.27054,-1.26174,9.4559,0.32142,-1.22643,9.45051,0.21727,-1.27252,9.46009,0.3298,-1.20309,9.44153,0.28611,-1.23122,9.46248,0.32382,-1.09774,9.46189,0.32022,-1.32818,9.47565,0.25319,-1.16897,9.45291,0.32142,-1.24498,9.44453,0.29688,-1.22463,9.4571,0.294067,-1.22595,9.456259,-0.026085,-0.020006,-0.003452,0.012536,0.0345,0.000861,0.069207,9.540171,0.3298,-1.09774,9.47565,-0.01955,-0.00489,0.00336,Sitting
0.30406,-1.24139,9.42537,0.32142,-1.22643,9.45051,0.21727,-1.27252,9.46009,0.3298,-1.20309,9.44153,0.28611,-1.23122,9.46248,0.32382,-1.09774,9.46189,0.32022,-1.32818,9.47565,0.25319,-1.16897,9.45291,0.32142,-1.24498,9.44453,0.28611,-1.16837,9.45171,0.296342,-1.218289,9.452667,-0.026359,-0.021105,-0.003452,0.012086,0.036184,0.001706,0.070693,9.535707,0.3298,-1.09774,9.47565,-0.01955,-0.01191,-0.00031,Sitting
0.30406,-1.24139,9.42537,0.26755,-1.21925,9.45291,0.29868,-1.19411,9.42777,0.27114,-1.25636,9.43675,0.27892,-1.19231,9.41699,0.29688,-1.22643,9.46129,0.32022,-1.32818,9.47565,0.25319,-1.16897,9.45291,0.32142,-1.24498,9.44453,0.28611,-1.16837,9.45171,0.289817,-1.224035,9.444588,-0.026756,-0.01912,-0.001925,0.004573,0.020692,0.002908,0.053079,9.528111,0.32142,-1.16837,9.47565,-0.01955,-0.0058,0.00519,Sitting
0.28671,-1.20608,9.47505,0.23463,-1.2396,9.44034,0.27713,-1.24439,9.44692,0.25798,-1.20728,9.44632,0.2879,-1.1959,9.42478,0.26336,-1.18333,9.44333,0.25738,-1.22583,9.4577,0.26037,-1.21566,9.47625,0.25558,-1.24738,9.45949,0.25618,-1.18932,9.44273,0.263722,-1.215477,9.451291,-0.028129,-0.014478,0.002199,0.002347,0.004799,0.002299,0.030733,9.532813,0.2879,-1.18333,9.47625,-0.02382,-0.00031,0.01374,Sitting
0.27653,-1.23661,9.44273,0.2909,-1.18992,9.45351,0.27713,-1.24439,9.44692,0.25798,-1.20728,9.44632,0.2879,-1.1959,9.42478,0.26336,-1.18333,9.44333,0.25738,-1.22583,9.4577,0.26037,-1.21566,9.47625,0.26037,-1.22942,9.43675,0.20949,-1.18693,9.45111,0.264141,-1.211527,9.44794,-0.028374,-0.018142,0.002015,0.004702,0.00438,0.001651,0.032762,9.52901,0.2909,-1.18333,9.47625,-0.02505,-0.00489,0.01374,Sitting
0.27713,-1.16298,9.46548,0.26037,-1.24917,9.4565,0.23882,-1.24259,9.43734,0.26336,-1.239,9.46009,0.27593,-1.17735,9.43435,0.25798,-1.21326,9.4553,0.29449,-1.16777,9.44812,0.26815,-1.25576,9.4152,0.249,-1.21147,9.43974,0.2496,-1.24798,9.44273,0.263483,-1.216733,9.445485,-0.027977,-0.016525,-0.00171,0.002375,0.011594,0.001986,0.039943,9.527249,0.29449,-1.16298,9.46548,-0.02566,-0.00794,0.00702,Sitting
