@relation 'activity_recognition_PAMS01-weka.filters.unsupervised.attribute.Remove-R1-2-weka.filters.unsupervised.attribute.Remove-R64-65-weka.filters.unsupervised.attribute.Remove-R61-62-weka.filters.unsupervised.attribute.Remove-R4-6,10-12,16-18,28-30,34-36,40-42,58-61,74-83,92-121-weka.filters.unsupervised.attribute.Remove-R34-36-weka.filters.unsupervised.attribute.Remove-R13-15-weka.filters.unsupervised.attribute.Remove-R25-27-weka.filters.unsupervised.attribute.Remove-R41-42,44'

@attribute accX0 numeric
@attribute accy0 numeric
@attribute accz0 numeric
@attribute accX1 numeric
@attribute accy1 numeric
@attribute accz1 numeric
@attribute accX2 numeric
@attribute accy2 numeric
@attribute accz2 numeric
@attribute accX3 numeric
@attribute accy3 numeric
@attribute accz3 numeric
@attribute accX4 numeric
@attribute accy4 numeric
@attribute accz4 numeric
@attribute accX5 numeric
@attribute accy5 numeric
@attribute accz5 numeric
@attribute accX6 numeric
@attribute accy6 numeric
@attribute accz6 numeric
@attribute accX7 numeric
@attribute accy7 numeric
@attribute accz7 numeric
@attribute accX8 numeric
@attribute accy8 numeric
@attribute accz8 numeric
@attribute accX9 numeric
@attribute accy9 numeric
@attribute accz9 numeric
@attribute CentroidAccX numeric
@attribute CentroidAccY numeric
@attribute CentroidAccZ numeric
@attribute CentroidGyroX numeric
@attribute CentroidGyroY numeric
@attribute CentroidGyroZ numeric
@attribute stdx numeric
@attribute stdy numeric
@attribute stdz numeric
@attribute Realstddev numeric
@attribute MeanMagnitude numeric
@attribute maxaccx numeric
@attribute maxaccy numeric
@attribute maxaccz numeric
@attribute maxgyrox numeric
@attribute maxgyroy numeric
@attribute maxgyroz numeric
@attribute class {Sitting,Standing,Running,Walking,DownStairs,UpStairs}

@data
-0.90202,9.66599,-0.59017,-0.83857,9.71806,-0.57461,-0.80984,9.68335,-0.54289,-0.83857,9.71926,-0.57581,-0.91219,9.68455,-0.56922,-0.91997,9.72585,-0.53929,-0.88526,9.67856,-0.58239,-0.92117,9.72285,-0.659,-0.87747,9.72644,-0.59616,-0.90321,9.71866,-0.62489,-0.880827,9.704357,-0.585443,-0.021288,-0.014723,-0.003298,0.013735,0.004877,0.011527,0.054899,9.761948,-0.80984,9.72644,-0.53929,-0.00702,0.02046,0.01161,Standing
-0.80266,9.73123,-0.54588,-0.83677,9.75099,-0.48243,-0.85892,9.72644,-0.60693,-0.88406,9.74859,-0.69492,-0.9068,9.77313,-0.59556,-0.84336,9.69891,-0.56084,-0.75657,9.72166,-0.61172,-0.92835,9.74081,-0.50877,-0.75058,9.70669,-0.54588,-0.83199,9.71567,-0.63267,-0.840006,9.731412,-0.57856,-0.023916,-0.024434,-0.003268,0.031004,0.004542,0.035223,0.084124,9.785049,-0.75058,9.77313,-0.48243,0.02902,0.03757,0.00947,Standing
-0.80266,9.73123,-0.54588,-0.83677,9.75099,-0.48243,-0.85892,9.72644,-0.60693,-0.88406,9.74859,-0.69492,-0.9068,9.77313,-0.59556,-0.84336,9.69891,-0.56084,-0.87448,9.64803,-0.63027,-0.92835,9.74081,-0.50877,-0.75058,9.70669,-0.54588,-0.83199,9.71567,-0.63267,-0.851797,9.724049,-0.580415,-0.024252,-0.004978,-0.006811,0.02384,0.010858,0.036762,0.084534,9.778832,-0.75058,9.77313,-0.48243,0.02902,0.16005,0.00947,Standing
-0.80266,9.73123,-0.54588,-0.83677,9.75099,-0.48243,-0.85892,9.72644,-0.60693,-0.88406,9.74859,-0.69492,-0.9068,9.77313,-0.59556,-0.84336,9.69891,-0.56084,-0.87448,9.64803,-0.63027,-1.09235,9.6642,-0.70689,-0.9493,9.70789,-0.76734,-0.83199,9.71567,-0.63267,-0.888069,9.716508,-0.622373,-0.021442,-0.009743,-0.010476,0.061951,0.01355,0.063769,0.118013,9.777492,-0.80266,9.77313,-0.48243,0.02902,0.16005,0.00733,Standing
-0.99,9.6606,-0.48782,-0.97923,9.71088,-0.69611,-1.00676,9.69592,-0.64344,-1.01035,9.69592,-0.71407,-0.9906,9.6612,-0.67696,-0.98761,9.71926,-0.64404,-0.9894,9.74919,-0.67457,-1.07919,9.76894,-0.5375,-0.82361,9.68036,-0.58,-0.93194,9.72525,-0.55426,-0.978869,9.706752,-0.620877,-0.036102,-0.026482,0.005466,0.03859,0.01132,0.052183,0.101041,9.776174,-0.82361,9.76894,-0.48782,-0.02046,0.03971,0.01374,Standing
-0.95768,9.68933,-0.55605,-0.89543,9.663,-0.50996,-0.87927,9.72106,-0.6189,-1.02232,9.69412,-0.60035,-0.94212,9.69293,-0.55785,-0.93434,9.72345,-0.6195,-0.95948,9.69891,-0.52313,-0.95469,9.68933,-0.58239,-1.04088,9.745,-0.58897,-0.9499,9.7043,-0.47944,-0.953611,9.702143,-0.563654,-0.025595,-0.011547,0.002841,0.021818,0.004673,0.020218,0.068344,9.765383,-0.87927,9.745,-0.47944,-0.01252,0.01924,0.02535,Standing
-0.97863,9.69173,-0.51954,-0.90142,9.71507,-0.55186,-0.93853,9.71328,-0.57401,-0.93494,9.71627,-0.4555,-0.89902,9.68933,-0.49021,-0.97923,9.68634,-0.50697,-0.93134,9.72525,-0.5788,-0.94571,9.7019,-0.5782,-0.96726,9.68215,-0.58419,-0.9906,9.67437,-0.59735,-0.946668,9.699569,-0.543663,-0.02593,-0.021808,0.004702,0.009193,0.002652,0.020499,0.056871,9.760964,-0.89902,9.72525,-0.4555,-0.01313,0.07086,0.01405,Standing
-0.73502,9.72585,-0.52313,-0.76854,9.69412,-0.54169,-0.79248,9.76236,-0.49919,-0.75477,9.73423,-0.4531,-0.68893,9.68574,-0.43814,-0.78949,9.77313,-0.56383,-0.79308,9.75996,-0.53032,-0.78171,9.71866,-0.47106,-0.76016,9.72944,-0.4537,-0.7452,9.74141,-0.55725,-0.760938,9.73249,-0.503141,-0.030849,-0.014294,0.003147,0.009476,0.007284,0.019454,0.060177,9.775289,-0.68893,9.77313,-0.43814,-0.01833,0.03512,0.01344,Standing
-0.73502,9.72585,-0.52313,-0.76854,9.69412,-0.54169,-0.79248,9.76236,-0.49919,-0.75477,9.73423,-0.4531,-0.68893,9.68574,-0.43814,-0.78949,9.77313,-0.56383,-0.85772,9.72046,-0.50578,-0.78171,9.71866,-0.47106,-0.76016,9.72944,-0.4537,-0.7452,9.74141,-0.55725,-0.767402,9.72854,-0.500687,-0.028528,-0.024587,0.001894,0.017392,0.006518,0.018662,0.065246,9.771774,-0.68893,9.77313,-0.43814,0.00061,0.01619,0.01344,Standing
-0.73502,9.72585,-0.52313,-0.76854,9.69412,-0.54169,-0.79248,9.76236,-0.49919,-0.75477,9.73423,-0.4531,-0.68893,9.68574,-0.43814,-0.78949,9.77313,-0.56383,-0.85772,9.72046,-0.50578,-0.8242,9.72884,-0.53451,-0.7416,9.72824,-0.5794,-0.86371,9.73423,-0.63027,-0.781646,9.72872,-0.526904,-0.027429,-0.010263,-0.003666,0.02778,0.006286,0.029635,0.079812,9.774568,-0.68893,9.77313,-0.43814,0.00061,0.03115,0.00367,Standing
-0.83079,9.71866,-0.45669,-0.90321,9.73901,-0.52194,-0.69133,9.75278,-0.45969,-0.80505,9.71088,-0.47226,-0.826,9.7037,-0.43993,-0.79069,9.67078,-0.60633,-0.7835,9.70849,-0.50697,-0.88047,9.73123,-0.49799,-0.68773,9.71687,-0.52792,-0.72544,9.67377,-0.44053,-0.792421,9.712617,-0.493025,-0.029229,-0.006536,0.008705,0.048535,0.00607,0.023548,0.088404,9.75772,-0.68773,9.75278,-0.43993,-0.00641,0.08002,0.02413,Standing
-0.80505,9.71148,-0.4549,-0.67217,9.69831,-0.63985,-0.79667,9.68993,-0.51176,-0.7446,9.73662,-0.45909,-0.81523,9.68814,-0.51535,-0.73622,9.72046,-0.56862,-0.7847,9.75637,-0.51056,-0.76734,9.73423,-0.5381,-0.78111,9.7031,-0.48483,-0.74819,9.70609,-0.46807,-0.765128,9.714473,-0.515113,-0.027917,-0.014907,-0.000125,0.015927,0.004438,0.028877,0.070173,9.758394,-0.67217,9.75637,-0.4549,-0.01038,0.01252,0.01252,Standing
-0.83139,9.73303,-0.5776,-0.9098,9.7438,-0.50458,-0.87747,9.79169,-0.50996,-0.77752,9.70849,-0.45011,-0.98581,9.62768,-0.4549,-1.00257,9.7019,-0.51834,-0.66559,9.68933,-0.71826,-0.5369,9.64684,-0.48004,-0.86431,9.65163,-0.48602,-0.68175,9.74859,-0.43754,-0.813311,9.704298,-0.513735,-0.03207,0.000517,-0.002871,0.198743,0.024178,0.061247,0.168573,9.753186,-0.5369,9.79169,-0.43754,0.0171,0.11148,0.00397,Standing
-0.80266,9.69233,-0.62668,-0.83737,9.83239,-0.62489,-0.79308,9.72644,-0.62788,-0.77752,9.70849,-0.45011,-0.98581,9.62768,-0.4549,-1.00257,9.7019,-0.51834,-0.66559,9.68933,-0.71826,-0.95768,9.66838,-0.55126,-0.87987,9.73063,-0.63027,-0.81403,9.75757,-0.69552,-0.851618,9.713514,-0.589811,-0.021655,0.005315,-0.000611,0.100378,0.027131,0.077661,0.143237,9.769511,-0.66559,9.83239,-0.45011,0.0171,0.11148,0.04307,Standing
-0.80266,9.69233,-0.62668,-0.83737,9.83239,-0.62489,-0.79308,9.72644,-0.62788,-0.87747,9.70011,-0.63985,-0.98581,9.62768,-0.4549,-1.00257,9.7019,-0.51834,-0.66559,9.68933,-0.71826,-0.95768,9.66838,-0.55126,-0.87987,9.73063,-0.63027,-0.81403,9.75757,-0.69552,-0.861613,9.712676,-0.608785,-0.021472,0.004979,0.001314,0.094557,0.027278,0.057049,0.133747,9.770585,-0.66559,9.83239,-0.4549,0.0171,0.11148,0.04307,Standing
-0.80266,9.69233,-0.62668,-0.83737,9.83239,-0.62489,-0.79308,9.72644,-0.62788,-0.87747,9.70011,-0.63985,-1.01095,9.71208,-0.51775,-1.00257,9.7019,-0.51834,-0.66559,9.68933,-0.71826,-0.95768,9.66838,-0.55126,-0.87987,9.73063,-0.63027,-0.81403,9.75757,-0.69552,-0.864127,9.721116,-0.61507,-0.024557,0.015303,-0.000916,0.10137,0.019342,0.04126,0.127268,9.779542,-0.66559,9.83239,-0.51775,0.0171,0.11148,0.04307,Standing
-0.80266,9.69233,-0.62668,-0.83737,9.83239,-0.62489,-0.79308,9.72644,-0.62788,-0.87747,9.70011,-0.63985,-1.01095,9.71208,-0.51775,-0.79547,9.69352,-0.55306,-1.04208,9.69712,-0.45011,-0.95768,9.66838,-0.55126,-0.87987,9.73063,-0.63027,-0.81403,9.75757,-0.69552,-0.881066,9.721057,-0.591727,-0.02981,0.005438,-0.000946,0.076298,0.0193,0.046864,0.119357,9.779455,-0.79308,9.83239,-0.45011,0.00641,0.08369,0.04307,Standing
-0.85892,9.69472,-0.65062,-0.83737,9.83239,-0.62489,-0.79308,9.72644,-0.62788,-0.87747,9.70011,-0.63985,-1.01095,9.71208,-0.51775,-0.79547,9.69352,-0.55306,-1.04208,9.69712,-0.45011,-0.82001,9.68395,-0.71646,-0.96845,9.76296,-0.75717,-0.86431,9.69412,-0.55426,-0.886811,9.719741,-0.609205,-0.029811,0.015486,-0.003848,0.071591,0.018809,0.076493,0.129187,9.779857,-0.79308,9.83239,-0.45011,-0.00794,0.08369,0.01497,Standing
-0.88466,9.70969,-0.65182,-0.84336,9.67796,-0.63147,-0.88945,9.70969,-0.60693,-0.99838,9.71447,-0.64883,-0.97923,9.69053,-0.63506,-0.94691,9.68395,-0.53151,-0.95469,9.64265,-0.57341,-0.83617,9.63666,-0.59616,-0.87089,9.69891,-0.67098,-1.05225,9.72166,-0.47405,-0.925599,9.688617,-0.602022,-0.030879,-0.003267,0.002871,0.046251,0.007706,0.033611,0.093577,9.751731,-0.83617,9.72166,-0.47405,-0.0168,0.04032,0.01772,Standing
-1.02472,9.66898,-0.6177,-1.06063,9.68335,-0.52732,-1.18752,9.67317,-0.4944,-1.15939,9.65043,-0.5381,-1.20428,9.69771,-0.52074,-1.09774,9.67796,-0.50099,-1.13246,9.68036,-0.5369,-1.0738,9.70131,-0.6201,-1.08637,9.7019,-0.52672,-1.08697,9.68993,-0.4956,-1.111388,9.68251,-0.537857,-0.033598,0.007607,-0.001771,0.030082,0.002341,0.018701,0.071501,9.761165,-1.02472,9.7019,-0.4944,-0.01588,0.0562,0.00916,Standing
-1.02472,9.66898,-0.6177,-1.06063,9.68335,-0.52732,-1.18752,9.67317,-0.4944,-1.15939,9.65043,-0.5381,-1.20428,9.69771,-0.52074,-1.09774,9.67796,-0.50099,-1.13246,9.68036,-0.5369,-1.08397,9.63726,-0.61651,-1.10133,9.71687,-0.6189,-1.08697,9.68993,-0.4956,-1.113901,9.677602,-0.546716,-0.03091,0.004125,0.001222,0.028833,0.004599,0.023783,0.07564,9.757094,-1.02472,9.71687,-0.4944,-0.01588,0.0562,0.00916,Standing
-1.02472,9.66898,-0.6177,-1.06063,9.68335,-0.52732,-1.18752,9.67317,-0.4944,-1.15939,9.65043,-0.5381,-1.20428,9.69771,-0.52074,-1.09774,9.67796,-0.50099,-1.13246,9.68036,-0.5369,-1.08397,9.63726,-0.61651,-1.10133,9.71687,-0.6189,-1.11271,9.68814,-0.5375,-1.116475,9.677423,-0.550906,-0.029444,0.004919,0.002291,0.028043,0.004558,0.021079,0.073267,9.757428,-1.02472,9.71687,-0.4944,-0.01588,0.0562,0.01985,Standing
-0.96367,9.67257,-0.49201,-1.08098,9.67617,-0.35913,-0.97205,9.73542,-0.41899,-0.97983,9.69831,-0.43096,-0.90261,9.62828,-0.51236,-0.88166,9.69532,-0.52672,-0.81343,9.74739,-0.52433,-0.82121,9.67676,-0.42916,-0.62489,9.6606,-0.59855,-0.77393,9.76595,-0.19992,-0.881426,9.695677,-0.449213,-0.024131,-0.050854,0.014569,0.150546,0.016244,0.111681,0.166875,9.747372,-0.62489,9.76595,-0.19992,0.00916,0.00611,0.04398,Standing
0.23463,9.71507,0.00838,0.1634,9.75158,0.06883,0.11791,9.62888,-0.22326,0.18735,9.66898,0.17418,0.15443,9.59416,-0.30406,0.20351,9.67018,-0.21907,0.02454,9.68814,-0.40342,0.14305,9.79348,-0.47585,0.17777,9.69472,0.11851,0.14186,9.67377,-0.09517,0.154845,9.687896,-0.135093,-0.006049,-0.027091,-0.00275,0.029041,0.029129,0.455217,0.226581,9.692567,0.23463,9.79348,0.17418,0.07391,0.11332,0.03635,Standing
0.17657,9.67078,-0.34955,0.30047,9.72106,-0.36452,0.34596,9.72884,-0.48483,0.38128,9.76535,-0.40282,0.15443,9.59416,-0.30406,0.20351,9.67018,-0.21907,0.02454,9.68814,-0.40342,0.14305,9.79348,-0.47585,0.23703,9.73123,-0.4118,0.15083,9.70131,-0.31663,0.211767,9.706453,-0.373255,-0.003514,0.005438,0.012614,0.103333,0.027931,0.05865,0.137809,9.716752,0.38128,9.79348,-0.21907,0.07391,0.11332,0.03635,Standing
0.17657,9.67078,-0.34955,0.30047,9.72106,-0.36452,0.34596,9.72884,-0.48483,0.38128,9.76535,-0.40282,0.29987,9.72345,-0.39265,0.31484,9.72824,-0.39983,0.02454,9.68814,-0.40342,0.14305,9.79348,-0.47585,0.23703,9.73123,-0.4118,0.15083,9.70131,-0.31663,0.237444,9.725188,-0.40019,-0.016373,0.000093,0.013072,0.11177,0.011259,0.023917,0.121221,9.737003,0.38128,9.79348,-0.31663,0.01344,0.11332,0.03635,Standing
0.26157,9.72046,-0.44472,0.30047,9.72106,-0.36452,0.34596,9.72884,-0.48483,0.38128,9.76535,-0.40282,0.29987,9.72345,-0.39265,0.31484,9.72824,-0.39983,0.38487,9.75577,-0.43754,0.249,9.69652,-0.40522,0.35015,9.76056,-0.30885,0.55725,9.60434,-0.34776,0.344526,9.720459,-0.398874,-0.025779,0.00223,0.013194,0.069087,0.019067,0.022978,0.105419,9.735219,0.55725,9.76535,-0.30885,0.00855,0.11942,0.04856,Standing
0.246,9.72824,-0.28012,0.64524,9.82281,-0.25319,0.46088,9.67557,-0.3723,0.36571,9.56364,-0.17418,0.09457,9.79588,-0.17238,0.07721,9.73901,-0.29688,0.19932,9.70669,-0.23703,0.07242,9.71088,-0.25857,0.27473,9.72106,-0.21488,0.15263,9.71447,-0.26815,0.258871,9.717825,-0.252768,-0.031154,-0.050945,0.004184,0.311513,0.043424,0.031574,0.196599,9.726312,0.64524,9.82281,-0.17238,0.04917,0.07972,0.03757,Standing
0.25498,9.71507,-0.45969,0.27174,9.70131,-0.39863,0.27414,9.74739,-0.32741,0.10355,9.72225,-0.26755,0.32441,9.73842,-0.34357,0.22087,9.83418,-0.33279,0.28192,9.76715,-0.27354,0.17418,9.69412,-0.34955,0.43455,9.78989,-0.11732,0.19872,9.75996,-0.42258,0.253906,9.746974,-0.329263,-0.039981,-0.022204,0.014326,0.072217,0.016604,0.082997,0.131079,9.756635,0.43455,9.83418,-0.11732,-0.02688,0.07086,0.0449,Standing
0.23224,9.72285,-0.18974,0.17597,9.62708,-0.29688,0.47704,9.81503,-0.0844,0.32262,9.73303,-0.35614,0.27114,9.69113,-0.23224,0.32262,9.71148,-0.16281,0.32382,9.79348,-0.167,0.22146,9.75877,-0.10714,0.36512,9.7456,-0.15263,0.29389,9.65582,-0.17897,0.300592,9.725427,-0.192795,-0.021075,-0.008705,0.006139,0.064185,0.030131,0.061536,0.12484,9.732621,0.47704,9.81503,-0.0844,0.00092,0.02535,0.01558,Standing
0.23224,9.72285,-0.18974,0.17597,9.62708,-0.29688,0.47704,9.81503,-0.0844,0.32262,9.73303,-0.35614,0.47345,9.74021,-0.21249,0.14186,9.64504,-0.38188,0.39145,9.68634,-0.15682,0.39325,9.72046,-0.33279,0.33878,9.75338,-0.35733,0.29389,9.65582,-0.17897,0.324055,9.709924,-0.254744,-0.018112,-0.018174,0.008675,0.119736,0.029221,0.095194,0.156254,9.719763,0.47704,9.81503,-0.0844,0.00092,0.05712,0.02291,Standing
0.40642,9.73662,-0.32322,0.33878,9.74021,-0.33579,0.39325,9.75039,-0.33998,0.44293,9.80007,-0.26875,0.34058,9.73961,-0.24481,0.14186,9.64504,-0.38188,0.39145,9.68634,-0.15682,0.39325,9.72046,-0.33279,0.33878,9.75338,-0.35733,0.32681,9.7043,-0.331,0.351411,9.727642,-0.307237,-0.027336,-0.025016,0.00455,0.061459,0.015933,0.039445,0.108091,9.739347,0.44293,9.80007,-0.15682,-0.01038,0.05712,0.01313,Standing
0.40642,9.73662,-0.32322,0.33878,9.74021,-0.33579,0.39325,9.75039,-0.33998,0.44293,9.80007,-0.26875,0.34058,9.73961,-0.24481,0.36631,9.7462,-0.31184,0.37828,9.75039,-0.28431,0.39325,9.72046,-0.33279,0.33878,9.75338,-0.35733,0.32681,9.7043,-0.331,0.372539,9.744163,-0.312982,-0.032529,-0.027459,0.003176,0.012424,0.005536,0.011465,0.054245,9.756425,0.44293,9.80007,-0.24481,-0.02382,0.05712,0.00916,Standing
0.40642,9.73662,-0.32322,0.33878,9.74021,-0.33579,0.39325,9.75039,-0.33998,0.44293,9.80007,-0.26875,0.34058,9.73961,-0.24481,0.36631,9.7462,-0.31184,0.37828,9.75039,-0.28431,0.39923,9.68814,-0.13827,0.36571,9.74919,-0.25079,0.32681,9.7043,-0.331,0.37583,9.740512,-0.282876,-0.03543,-0.018388,0.002472,0.011506,0.00792,0.034434,0.07339,9.752096,0.44293,9.80007,-0.13827,-0.02382,0.02413,0.00916,Standing
0.32202,9.72166,-0.23523,0.35614,9.72285,-0.20949,0.39325,9.75039,-0.33998,0.44293,9.80007,-0.26875,0.34058,9.73961,-0.24481,0.36631,9.7462,-0.31184,0.37828,9.75039,-0.28431,0.39923,9.68814,-0.13827,0.36571,9.74919,-0.25079,0.32022,9.69652,-0.21428,0.368467,9.736502,-0.249775,-0.034605,-0.009499,0.000396,0.012629,0.009035,0.029095,0.071245,9.746881,0.44293,9.80007,-0.13827,-0.01863,0.07453,0.00886,Standing
0.32202,9.72166,-0.23523,0.35614,9.72285,-0.20949,0.35434,9.76715,-0.25379,0.331,9.76595,-0.19213,0.39504,9.75757,-0.21668,0.249,9.73063,-0.13886,0.40163,9.75099,-0.17897,0.39923,9.68814,-0.13827,0.36571,9.74919,-0.25079,0.32022,9.69652,-0.21428,0.349433,9.735065,-0.202849,-0.02929,-0.000151,-0.000336,0.01965,0.006979,0.015258,0.06472,9.743624,0.40163,9.76715,-0.13827,-0.01038,0.07453,0.00886,Standing
0.39624,9.71328,-0.13228,0.39205,9.69412,-0.13827,0.34596,9.75218,-0.23583,0.37709,9.76056,-0.18675,0.42318,9.74919,-0.21189,0.249,9.73063,-0.13886,0.40163,9.75099,-0.17897,0.2879,9.76535,-0.30646,0.39504,9.73423,-0.14784,0.3316,9.79468,-0.26396,0.359969,9.744521,-0.194111,-0.027396,-0.006595,0.005375,0.028108,0.007144,0.031976,0.081993,9.753406,0.42318,9.79468,-0.13228,-0.01038,0.0452,0.01741,Standing
0.39624,9.71328,-0.13228,0.39205,9.69412,-0.13827,0.34596,9.75218,-0.23583,0.37709,9.76056,-0.18675,0.42318,9.74919,-0.21189,0.38008,9.69652,-0.16879,0.45071,9.76176,-0.25678,0.2879,9.76535,-0.30646,0.39504,9.73423,-0.14784,0.3316,9.79468,-0.26396,0.377985,9.742187,-0.204885,-0.027,-0.014568,0.006107,0.019451,0.009456,0.032102,0.078109,9.751932,0.45071,9.79468,-0.13228,-0.01405,0.0452,0.01741,Standing
0.36571,9.73842,-0.2478,0.39205,9.69412,-0.13827,0.34596,9.75218,-0.23583,0.37709,9.76056,-0.18675,0.42318,9.74919,-0.21189,0.38008,9.69652,-0.16879,0.45071,9.76176,-0.25678,0.43874,9.7462,-0.15862,0.4118,9.73303,-0.19213,0.40881,9.73662,-0.21727,0.399413,9.73686,-0.201413,-0.024924,-0.019517,0.006535,0.009904,0.005127,0.013947,0.053831,9.74725,0.45071,9.76176,-0.13827,-0.01405,0.01649,0.01741,Standing
0.23044,9.73363,-0.26336,0.40642,9.7049,-0.14605,0.41659,9.69891,-0.29149,0.36571,9.75757,-0.25319,0.39325,9.76355,-0.30287,0.38547,9.73782,-0.25857,0.35075,9.72585,-0.16939,0.2873,9.77493,-0.2909,0.23463,9.75517,-0.20949,0.30706,9.71926,-0.25917,0.337762,9.737159,-0.244448,-0.026175,-0.006231,-0.00226,0.042876,0.005829,0.025172,0.085952,9.746431,0.41659,9.77493,-0.14605,-0.01924,0.02443,0.0058,Standing
0.46388,9.79588,-0.25319,0.28671,9.75218,-0.24122,0.30406,9.74679,-0.25498,0.38128,9.71687,-0.21009,0.31484,9.72704,-0.21488,0.35973,9.80186,-0.25019,0.40103,9.75877,-0.22146,0.40402,9.74859,-0.2891,0.41659,9.74021,-0.21428,0.33878,9.80126,-0.31005,0.367092,9.758945,-0.245944,-0.027763,-0.016829,0.013133,0.028555,0.008436,0.009999,0.06855,9.769138,0.46388,9.80186,-0.21009,-0.01344,0.0113,0.05864,Standing
0.45131,9.72585,-0.14006,0.50099,9.71328,-0.21368,0.49799,9.77612,-0.25917,0.46388,9.72944,-0.20411,0.41599,9.71866,-0.17957,0.38726,9.75278,-0.1646,0.49799,9.73363,-0.17597,0.42617,9.72106,-0.16999,0.46268,9.75637,-0.20889,0.47405,9.73782,-0.19333,0.457831,9.736501,-0.190937,-0.026512,-0.020464,0.003084,0.013187,0.003499,0.009749,0.051415,9.749245,0.50099,9.77612,-0.14006,-0.01955,-0.00275,0.01191,Standing
0.45131,9.72585,-0.14006,0.50099,9.71328,-0.21368,0.49799,9.77612,-0.25917,0.46388,9.72944,-0.20411,0.4525,9.76056,-0.21787,0.47345,9.7025,-0.22865,0.45191,9.74799,-0.17538,0.50937,9.73243,-0.331,0.39564,9.7019,-0.26755,0.47405,9.73782,-0.19333,0.467109,9.732789,-0.22308,-0.024159,-0.016372,-0.000306,0.009788,0.005217,0.025486,0.063632,9.746725,0.50937,9.77612,-0.14006,-0.0168,-0.00275,0.00702,Standing
0.39624,9.76595,-0.30825,0.50099,9.71328,-0.21368,0.49799,9.77612,-0.25917,0.46388,9.72944,-0.20411,0.4525,9.76056,-0.21787,0.47345,9.7025,-0.22865,0.45191,9.74799,-0.17538,0.50937,9.73243,-0.331,0.39564,9.7019,-0.26755,0.38307,9.68993,-0.27354,0.452504,9.73201,-0.24792,-0.023059,-0.009744,-0.000306,0.019442,0.008074,0.021338,0.069896,9.745886,0.50937,9.77612,-0.17538,-0.01649,0.02107,0.00672,Standing
0.39624,9.76595,-0.30825,0.41599,9.75099,-0.33279,0.49799,9.77612,-0.25917,0.46388,9.72944,-0.20411,0.4525,9.76056,-0.21787,0.47345,9.7025,-0.22865,0.45191,9.74799,-0.17538,0.50937,9.73243,-0.331,0.39564,9.7019,-0.26755,0.38307,9.68993,-0.27354,0.444004,9.735781,-0.259831,-0.022417,-0.008461,0.00003,0.017702,0.007941,0.02595,0.071829,9.749585,0.50937,9.77612,-0.17538,-0.01588,0.02107,0.00672,Standing
0.35135,9.72704,-0.27174,0.41599,9.75099,-0.33279,0.44652,9.72046,-0.27473,0.38188,9.76834,-0.30167,0.44113,9.69891,-0.27114,0.39564,9.7456,-0.25558,0.45011,9.70609,-0.22505,0.40522,9.75996,-0.26995,0.41659,9.73243,-0.21009,0.40941,9.76415,-0.2077,0.411384,9.737397,-0.262044,-0.028956,-0.01799,0.001494,0.008432,0.005315,0.014038,0.052711,9.749722,0.45011,9.76834,-0.2077,-0.01588,0.0113,0.0171,Standing
0.42617,9.74679,-0.25738,0.40821,9.76894,-0.26336,0.38247,9.71447,-0.28551,0.39025,9.73303,-0.31484,0.40582,9.68694,-0.25738,0.34237,9.7019,-0.26037,0.33339,9.7025,-0.26516,0.38906,9.72644,-0.32202,0.40103,9.73363,-0.24002,0.36631,9.73842,-0.34117,0.384508,9.725306,-0.280721,-0.025655,-0.016097,0.00168,0.007802,0.005325,0.010251,0.048351,9.737043,0.42617,9.76894,-0.24002,-0.0171,0.0171,0.00947,Standing
0.46986,9.75039,-0.19992,0.39205,9.7049,-0.26276,0.40701,9.75158,-0.24361,0.42318,9.72525,-0.31244,0.37828,9.76116,-0.25019,0.44053,9.77732,-0.27952,0.41779,9.71088,-0.22206,0.43874,9.72585,-0.2059,0.46807,9.69173,-0.22206,0.42796,9.74261,-0.30586,0.426347,9.734167,-0.250432,-0.029871,-0.014752,0.002169,0.007935,0.006577,0.014106,0.053497,9.74683,0.46986,9.77732,-0.19992,-0.02169,0.01252,0.00947,Standing
0.47285,9.72824,-0.35494,0.45191,9.70729,-0.24541,0.47645,9.72345,-0.33459,0.42437,9.7462,-0.27114,0.42437,9.71926,-0.2903,0.43395,9.75099,-0.26217,0.39444,9.73363,-0.22984,0.43395,9.71447,-0.27174,0.4555,9.7432,-0.2472,0.51116,9.75099,-0.38008,0.447895,9.731772,-0.288741,-0.031185,-0.014599,-0.000154,0.009868,0.002218,0.023207,0.059408,9.74652,0.51116,9.75099,-0.22984,-0.02291,0.00733,0.00702,Standing
0.51236,9.74141,-0.27713,0.43993,9.71866,-0.27294,0.42916,9.73063,-0.22924,0.44293,9.75517,-0.31304,0.42437,9.71926,-0.2903,0.43395,9.75099,-0.26217,0.39444,9.73363,-0.22984,0.43395,9.71447,-0.27174,0.4555,9.7432,-0.2472,0.46448,9.73842,-0.25798,0.443107,9.734584,-0.265158,-0.031581,-0.016004,-0.00052,0.008498,0.001738,0.006092,0.040409,9.748345,0.51236,9.75517,-0.22924,-0.02291,0.00519,0.00702,Standing
