@relation 'activity_recognition'

@attribute CentroidAccX numeric
@attribute CentroidAccY numeric
@attribute CentroidAccZ numeric
@attribute class {sitting,standing,walking,stairs_down,stairs_up}

@data
-0.4092,9.3662,-1.8401,standing
-0.7846,9.4194,-1.2304,standing
-1.1455,9.3371,-1.1701,standing
-0.9634,9.3684,-0.9406,standing
-0.9311,9.4139,-0.8528,standing
-0.9227,9.4167,-0.8695,standing
-1.0574,9.4041,-0.9669,standing
-1.0988,9.4043,-0.9121,standing
-1.1254,9.3643,-0.9901,standing
-1.0206,9.4038,-1.0174,standing
-0.938,9.3962,-1.0141,standing
-0.9909,9.3926,-1.0765,standing
-1.0038,9.3842,-1.1093,standing
-0.9926,9.3907,-1.0732,standing
-1.0148,9.3976,-1.032,standing
-1.0134,9.4074,-1.016,standing
-0.9961,9.4033,-0.9466,standing
-0.9849,9.4553,-0.8171,standing
-0.9725,9.412,-0.753,standing
-1.0344,9.4342,-0.6671,standing
-1.1086,9.5122,-0.4752,standing
-1.0907,9.3887,-0.184,standing
-1.4398,9.4002,0.2532,standing
-1.3177,9.399,0.6911,standing
-0.6877,9.3605,0.7473,standing
0.2838,9.6285,0.2998,standing
-0.3159,9.4871,0.3252,standing
-0.2549,9.3368,-0.0064,standing
-0.431,9.6682,-1.1284,standing
-0.7954,9.2447,-1.1201,standing
-0.6518,9.5038,-0.909,standing
-0.7915,9.4534,-1.1356,standing
-0.6588,9.4148,-0.9952,standing
-0.6793,9.4017,-1.0524,standing
-0.732,9.4074,-1.0818,standing
-0.754,9.4203,-1.1059,standing
-0.7667,9.4098,-1.0842,standing
-0.7057,9.4074,-1.1294,standing
-0.7499,9.4265,-1.0629,standing
-0.7525,9.4134,-1.0184,standing
-0.6868,9.4146,-1.0138,standing
-0.7183,9.4376,-0.9983,standing
-0.7183,9.4376,-0.9983,standing
-0.6619,9.3794,-0.8597,standing
-0.6858,9.3902,-0.8406,standing
-0.6667,9.3866,-0.8717,standing
-0.6667,9.3866,-0.8717,standing
-0.7107,9.4687,-0.7523,standing
-0.7124,9.5641,-0.4458,standing
-0.3271,9.2854,0.4544,standing
-0.949,9.2925,1.5462,standing
-1.24,9.6465,2.0016,standing
-0.3276,9.2449,2.1143,standing
-0.1362,9.2464,1.0648,standing
-0.5384,9.4725,0.4094,standing
-0.448,9.4833,0.4135,standing
-0.5937,9.4383,-0.3177,standing
-0.6793,9.3562,-0.681,standing
-0.8722,9.6484,-0.8068,standing
-0.5889,9.4359,-0.9686,standing
-0.6087,9.4364,-0.9207,standing
-0.6119,9.4258,-0.9619,standing
-0.6121,9.4478,-0.9485,standing
-0.6638,9.4239,-1.0007,standing
-0.6659,9.4289,-0.9894,standing
-0.6662,9.4124,-1.0141,standing
-0.6535,9.4141,-1.016,standing
-0.6875,9.4194,-1.0267,standing
-0.7081,9.4196,-1.0323,standing
-0.7081,9.4196,-1.0323,standing
-0.608,9.4045,-0.9399,standing
-0.6367,9.3662,-1.0212,standing
-0.632,9.3794,-1.0188,standing
-0.632,9.3794,-1.0188,standing
-0.6501,9.4062,-1.1373,standing
-0.6872,9.41,-1.1916,standing
-0.742,9.3974,-1.205,standing
-0.6774,9.4108,-1.1653,standing
-0.6604,9.4045,-1.1725,standing
-0.6915,9.3737,-1.1361,standing
-0.6736,9.4768,-0.8664,standing
-0.721,9.3828,-1.1287,standing
-0.6671,9.4179,-1.1493,standing
-0.7009,9.3985,-1.161,standing
-0.6734,9.4045,-1.1488,standing
-0.6729,9.4189,-1.0559,standing
-0.6879,9.4244,-0.9987,standing
-0.6745,9.4321,-0.8956,standing
-0.6315,9.4359,-0.8688,standing
-0.6451,9.4431,-0.8913,standing
-0.6202,9.4433,-0.9442,standing
-0.6202,9.4433,-0.9442,standing
-0.6355,9.3555,-0.8992,standing
-0.6044,9.3651,-0.9303,standing
-0.5913,9.3878,-0.8274,standing
-0.5973,9.3806,-0.8849,standing
-0.5913,9.3962,-0.9303,standing
-0.6284,9.3926,-0.9614,standing
-0.6152,9.3663,-0.9447,standing
-0.626,9.371,-0.977,standing
-0.6355,9.3818,-0.9423,standing
-0.6104,9.3794,-0.9136,standing
-0.626,9.3782,-0.8884,standing
-0.6439,9.3782,-0.8968,standing
-0.6056,9.3914,-0.9004,standing
-0.6224,9.377,-0.8406,standing
-0.6044,9.3902,-0.8203,standing
-0.6068,9.3986,-0.7832,standing
-0.6176,9.389,-0.8274,standing
-0.6021,9.383,-0.8657,standing
-0.6284,9.3519,-0.9004,standing
-0.5901,9.3962,-0.8956,standing
-0.5925,9.371,-0.9435,standing
-0.5961,9.3794,-0.9459,standing
-0.626,9.3794,-0.9638,standing
-0.5937,9.3746,-0.9315,standing
-0.5829,9.3806,-0.953,standing
-0.6056,9.3674,-0.898,standing
-0.6128,9.3854,-0.9495,standing
-0.62,9.3651,-0.9207,standing
-0.5638,9.4033,-0.8669,standing
-0.6224,9.3794,-0.8717,standing
-0.62,9.3758,-0.9136,standing
-0.62,9.3758,-0.9136,standing
-0.6585,9.4311,-0.9473,standing
-0.6523,9.4263,-0.9585,standing
-0.6454,9.423,-0.9554,standing
-0.6454,9.423,-0.9554,standing
-0.6188,9.3842,-0.9614,standing
-0.6044,9.3627,-0.9818,standing
-0.6056,9.389,-0.9686,standing
-0.6224,9.3603,-0.9985,standing
-0.5961,9.3878,-0.9255,standing
-0.632,9.383,-0.9626,standing
-0.6547,9.377,-0.9351,standing
-0.6499,9.3663,-0.9578,standing
-0.6607,9.3674,-0.9243,standing
-0.6427,9.3818,-0.8681,standing
-0.6523,9.3674,-0.8992,standing
-0.6248,9.3902,-0.9279,standing
-0.632,9.4105,-0.8992,standing
-0.5602,9.3782,-0.8394,standing
-0.5518,9.3986,-0.77,standing
-0.6188,9.4021,-0.8119,standing
-0.5925,9.3854,-0.8203,standing
-0.5925,9.3854,-0.8203,standing
-0.6183,9.4321,-0.9248,standing
-0.6489,9.4371,-0.9406,standing
-0.6492,9.4222,-0.9758,standing
-0.6492,9.4222,-0.9758,standing
-0.6009,9.3686,-0.9136,standing
-0.6882,9.3974,-0.9351,standing
-0.6559,9.3854,-0.9447,standing
-0.626,9.3878,-0.9554,standing
-0.6523,9.3543,-0.9674,standing
-0.6559,9.3866,-0.9327,standing
-0.6439,9.371,-0.9901,standing
-0.675,9.3914,-0.977,standing
-0.6308,9.3794,-0.9578,standing
-0.6559,9.3579,-1.0009,standing
-0.6738,9.3722,-0.9495,standing
-0.6786,9.3639,-0.9985,standing
-0.6332,9.3651,-1.0009,standing
-0.6571,9.3698,-1.0045,standing
-0.6487,9.3938,-0.9686,standing
-0.6403,9.3938,-0.9638,standing
-0.6224,9.3734,-0.9542,standing
-0.6044,9.371,-0.9842,standing
-0.6427,9.3399,-0.9913,standing
-0.5171,9.3962,-0.9674,standing
-0.5602,9.3926,-0.8358,standing
-0.5602,9.3926,-0.8358,standing
-0.5602,9.3926,-0.8358,standing
-0.6044,9.4505,-0.8308,standing
-0.6329,9.4591,-0.7643,standing
-0.6906,9.4337,-0.7669,standing
-0.6355,9.4407,-0.752,standing
-0.6657,9.4538,-0.8707,standing
-0.7013,9.4086,-1.0007,standing
-0.6753,9.4447,-0.987,standing
-0.6645,9.4211,-1.0138,standing
-0.6738,9.4186,-0.983,standing
-0.6772,9.4383,-0.9722,standing
-0.7193,9.4045,-1.061,standing
-0.7679,9.4179,-0.9983,standing
-0.6695,9.4024,-1.0327,standing
-0.7449,9.4289,-1.0739,standing
-0.7782,9.3995,-1.0976,standing
-0.6999,9.4177,-1.0887,standing
-0.725,9.3957,-1.0863,standing
-0.7195,9.4136,-1.0985,standing
-0.7258,9.4033,-1.0658,standing
-0.6992,9.4084,-1.0689,standing
-0.7236,9.4155,-1.0746,standing
-0.7236,9.4155,-1.0746,standing
-0.6511,9.3734,-0.9638,standing
-0.6236,9.3854,-0.9961,standing
-0.6308,9.3794,-0.9554,standing
-0.6487,9.3794,-0.9495,standing
-0.6487,9.3794,-0.9495,standing
-0.6681,9.4213,-0.9698,standing
-0.6209,9.4321,-0.9124,standing
-0.6647,9.4285,-0.9554,standing
-0.7011,9.4222,-0.9818,standing
-0.6717,9.4139,-0.9978,standing
-0.6705,9.4225,-0.982,standing
-0.6856,9.417,-0.9952,standing
-0.6856,9.417,-0.9952,standing
-0.6188,9.3866,-0.983,standing
-0.6331,9.3926,-1.0153,standing
-0.6439,9.377,-0.983,standing
-0.6355,9.371,-0.9913,standing
-0.6224,9.3698,-0.9973,standing
-0.6296,9.3794,-0.983,standing
-0.6415,9.3842,-0.9231,standing
-0.6846,9.3615,-0.9686,standing
-0.5865,9.4057,-0.8657,standing
-0.6678,9.4141,-0.7688,standing
-0.608,9.4201,-0.7999,standing
-0.5961,9.3758,-0.7772,standing
-0.5769,9.3902,-0.7162,standing
-0.5769,9.3902,-0.7162,standing
-0.6367,9.4586,-0.7946,standing
-0.6284,9.4344,-0.8267,standing
-0.6157,9.4526,-0.8456,standing
-0.6154,9.4321,-0.8724,standing
-0.603,9.4538,-0.8963,standing
-0.6389,9.4182,-0.9097,standing
-0.6171,9.4536,-0.9097,standing
-0.6171,9.4536,-0.9097,standing
-0.5614,9.3902,-0.898,standing
-0.5937,9.3986,-0.8669,standing
-0.5542,9.3938,-0.8597,standing
-0.5542,9.401,-0.8645,standing
-0.6032,9.3818,-0.8466,standing
-0.6475,9.4153,-0.8322,standing
-0.5674,9.3986,-0.91,standing
-0.5709,9.377,-0.953,standing
-0.5709,9.377,-0.953,standing
-0.6894,9.4222,-1.0114,standing
-0.6966,9.4213,-1.0366,standing
-0.7368,9.3914,-1.121,standing
-0.7104,9.4261,-1.1787,standing
-0.6255,9.5838,-0.9272,standing
-0.7602,9.3775,-0.9219,standing
-0.526,9.3945,-0.5482,standing
-1.1167,9.4603,0.2836,standing
-1.3431,9.5926,0.6066,standing
-0.6942,8.8319,1.334,standing
-1.2469,9.7242,0.429,standing
-1.0892,9.4337,-0.3778,standing
-1.0342,9.5271,-0.6827,standing
-0.77,9.451,-0.5977,standing
-1.0117,9.3727,-0.5884,standing
-0.9619,9.4184,-0.2661,standing
-1.0131,9.45,-0.2156,standing
-1.3601,9.6417,-0.2019,standing
-0.9349,9.0815,-0.4025,standing
-1.033,9.6242,-0.2967,standing
-0.5391,9.1026,-0.8234,standing
-1.0,9.7646,-0.7786,standing
-0.8464,9.4931,-1.2746,standing
-0.6308,9.4139,-1.0583,standing
-0.6188,9.4321,-0.959,standing
-0.7135,9.4356,-0.8786,standing
-0.6973,9.4131,-0.8779,standing
-0.7006,9.4246,-0.8403,standing
-0.7557,9.4194,-0.8832,standing
-0.7516,9.4514,-0.8784,standing
-0.7423,9.4088,-0.948,standing
-0.6927,9.4352,-0.9344,standing
-0.6643,9.3902,-0.916,standing
-0.6619,9.3938,-0.9028,standing
-0.6726,9.377,-0.9172,standing
-0.6822,9.3794,-0.898,standing
-0.7109,9.371,-0.9435,standing
-0.6882,9.3758,-0.9004,standing
-0.675,9.377,-0.9279,standing
-0.699,9.3698,-0.9363,standing
-0.6714,9.3854,-0.8549,standing
-0.6894,9.377,-0.9351,standing
-0.6571,9.3842,-0.9172,standing
-0.7001,9.3758,-0.9088,standing
-0.7313,9.3507,-0.9255,standing
-1.0734,9.3591,-0.764,standing
-0.4417,9.3124,-0.8705,standing
-0.7564,9.3483,-0.7712,standing
-0.7731,9.3854,-0.8478,standing
-0.7731,9.3854,-0.8478,standing
-0.799,9.4311,-0.8748,standing
-0.7265,9.4163,-0.9026,standing
-0.7566,9.4244,-0.8951,standing
-0.9186,9.405,-0.9966,standing
-0.9631,9.4222,-1.0043,standing
-0.8145,9.4057,-0.9643,standing
-0.8107,9.4416,-0.909,standing
-0.8696,9.4184,-0.9198,standing
-0.8435,9.4163,-0.9523,standing
-0.8184,9.4072,-0.9442,standing
-0.7636,9.4313,-0.9827,standing
-0.7715,9.4311,-0.8978,standing
-0.7724,9.427,-0.9121,standing
-0.7724,9.427,-0.9121,standing
-0.6762,9.389,-0.8466,standing
-0.7157,9.3663,-0.9746,standing
-0.7887,9.3686,-0.9507,standing
-0.7887,9.3686,-0.9507,standing
-0.7913,9.4076,-1.0248,standing
-0.8296,9.4093,-1.0617,standing
-0.8502,9.4041,-1.0488,standing
-0.8009,9.3959,-1.0591,standing
-0.8217,9.4086,-1.0232,standing
-0.8456,9.4007,-1.0516,standing
-0.8475,9.4124,-1.0614,standing
-0.7968,9.4,-1.0174,standing
-0.7935,9.4285,-1.0904,standing
-0.8229,9.4136,-1.037,standing
-0.7624,9.4115,-1.0681,standing
-0.8073,9.4115,-1.0311,standing
-0.7937,9.4103,-1.0222,standing
-0.8081,9.4084,-1.0533,standing
-0.8035,9.4112,-1.0241,standing
-0.7985,9.4096,-1.0378,standing
-0.8282,9.3964,-1.0681,standing
-0.8282,9.3964,-1.0681,standing
-0.7827,9.3567,-1.0117,standing
-0.7492,9.3543,-1.0201,standing
-0.766,9.3507,-1.0009,standing
-0.7683,9.3375,-1.0057,standing
-0.8042,9.3543,-1.032,standing
-0.7361,9.3914,-0.9913,standing
-0.8174,9.3411,-1.0392,standing
-0.7731,9.3746,-1.0129,standing
-0.7731,9.3746,-1.0129,standing
-0.8047,9.4098,-1.0342,standing
-0.7679,9.4208,-0.9365,standing
-0.8085,9.4139,-1.0031,standing
-0.7638,9.417,-0.9904,standing
-0.8452,9.4191,-0.9653,standing
-0.8172,9.4067,-1.0181,standing
-0.8318,9.4096,-1.0019,standing
-0.8275,9.4096,-1.0009,standing
-0.8275,9.4096,-1.0009,standing
-0.8054,9.3651,-1.0248,standing
-0.7468,9.3639,-0.9614,standing
-0.827,9.3794,-0.989,standing
-0.687,9.3734,-0.9267,standing
-0.7851,9.3746,-1.05,standing
-0.7791,9.3639,-1.0535,standing
-0.7648,9.377,-1.0021,standing
-0.7648,9.377,-1.0021,standing
-0.7648,9.377,-1.0021,standing
-0.7892,9.4165,-1.0222,standing
-0.7533,9.4093,-1.0444,standing
-0.7533,9.4093,-1.0444,standing
-0.7851,9.3603,-0.9507,standing
-0.7851,9.3507,-0.9172,standing
-0.7361,9.3722,-0.9148,standing
-0.7791,9.3579,-0.9578,standing
-0.7791,9.3579,-0.9578,standing
-0.8356,9.4218,-0.9641,standing
-0.8387,9.4163,-0.9746,standing
-0.8622,9.416,-1.0162,standing
-0.8622,9.416,-1.0162,standing
-0.8258,9.383,-0.9674,standing
-0.7301,9.3615,-0.9662,standing
-0.7767,9.3651,-0.9327,standing
-0.8007,9.4105,-0.9375,standing
-0.7935,9.3686,-0.9674,standing
-0.7265,9.3327,-0.953,standing
-0.766,9.3842,-0.9459,standing
-0.809,9.3507,-0.9698,standing
-0.754,9.3447,-0.898,standing
-0.8617,9.3531,-1.0344,standing
-0.8282,9.3519,-0.9889,standing
-0.7037,9.3483,-0.9387,standing
-0.7037,9.3483,-0.9387,standing
-0.8236,9.4148,-1.032,standing
-0.7937,9.4196,-1.0263,standing
-0.804,9.4045,-1.0911,standing
-0.9277,9.3871,-1.1155,standing
-0.7827,9.4041,-1.0322,standing
-0.8286,9.4033,-1.0416,standing
-0.8193,9.4105,-1.0339,standing
-0.8064,9.4088,-1.0473,standing
-0.8121,9.4172,-1.0117,standing
-0.8588,9.4129,-1.0174,standing
-0.8114,9.4124,-0.999,standing
-0.7734,9.4191,-0.9485,standing
-0.7734,9.4191,-0.9485,standing
-0.7971,9.3962,-0.8657,standing
-0.7504,9.3603,-0.8621,standing
-0.7564,9.3818,-0.837,standing
-0.7935,9.3794,-0.8597,standing
-0.7935,9.3794,-0.8597,standing
-0.8468,9.4268,-0.8877,standing
-0.7482,9.4428,-0.8387,standing
-0.8073,9.4201,-0.9088,standing
-0.788,9.438,-0.9035,standing
-0.7449,9.4222,-0.7241,standing
-0.7966,9.4634,-0.6264,standing
-0.7511,9.4,-0.7877,standing
-0.8468,9.422,-0.6796,standing
-0.821,9.4215,-0.6429,standing
-0.8696,9.444,-0.8487,standing
-0.8054,9.4502,-0.9129,standing
-0.9279,9.3957,-0.9466,standing
-0.8992,9.41,-0.938,standing
-0.9074,9.4215,-0.9894,standing
-1.054,9.3849,-1.1342,standing
-0.904,9.3904,-1.0208,standing
-0.9445,9.4076,-0.8243,standing
-1.0043,9.4036,-0.9619,standing
-0.9203,9.4277,-0.832,standing
-0.9291,9.4213,-0.8746,standing
-0.8985,9.4194,-0.8284,standing
-0.9469,9.4041,-0.8559,standing
-0.9617,9.3981,-0.8667,standing
-0.8909,9.4076,-0.8729,standing
-0.9253,9.4117,-0.999,standing
-1.033,9.3899,-1.0239,standing
-0.9023,9.4074,-1.0279,standing
-0.9303,9.3926,-1.0222,standing
-0.9669,9.3995,-1.0399,standing
-0.8667,9.4055,-1.0698,standing
-0.926,9.395,-1.0509,standing
-0.8538,9.4007,-0.9681,standing
-0.9196,9.4117,-0.9839,standing
-0.9059,9.3976,-0.9294,standing
-1.01,9.3962,-0.9992,standing
-0.8275,9.3931,-0.9519,standing
-0.8899,9.4529,-0.8566,standing
-0.8657,9.4136,-0.9377,standing
-0.9251,9.4323,-0.8313,standing
-0.8478,9.4139,-0.8451,standing
-0.8184,9.4057,-0.831,standing
-0.8542,9.4306,-0.8545,standing
-0.8186,9.423,-0.9349,standing
-0.8997,9.4124,-1.0162,standing
-0.8485,9.4019,-1.0191,standing
-0.9117,9.4218,-1.0358,standing
-0.8968,9.3799,-1.0447,standing
-0.977,9.3914,-1.1012,standing
-0.8219,9.394,-1.0279,standing
-0.8875,9.4088,-1.0543,standing
-0.9775,9.3643,-1.2263,standing
-0.7937,9.4079,-1.0703,standing
-0.8447,9.4069,-1.0315,standing
-0.8164,9.3969,-1.0524,standing
-0.9435,9.4031,-1.015,standing
-0.8703,9.4105,-1.0215,standing
-0.8866,9.4072,-0.999,standing
-0.8208,9.4297,-0.9514,standing
-0.9212,9.395,-1.0289,standing
-0.933,9.4012,-1.0,standing
-0.8921,9.3926,-0.9964,standing
-0.9646,9.399,-1.0002,standing
-0.9538,9.399,-0.9959,standing
-0.9122,9.4084,-0.9736,standing
-0.9122,9.4084,-0.9736,standing
-0.9562,9.3567,-0.9088,standing
-0.8114,9.3758,-0.8884,standing
-0.7767,9.3746,-0.8896,standing
-0.8521,9.3639,-0.8729,standing
-0.8521,9.3639,-0.8729,standing
-0.8358,9.4265,-0.9162,standing
-0.9342,9.4072,-0.9148,standing
-0.8188,9.4203,-0.8923,standing
-0.9428,9.378,-0.9985,standing
-0.8861,9.3995,-0.9456,standing
-0.8346,9.3918,-1.0756,standing
-1.0191,9.4014,-1.048,standing
-0.9217,9.3665,-1.2105,standing
-0.9588,9.3749,-1.2239,standing
-0.8832,9.3727,-1.272,standing
-0.987,9.4052,-1.144,standing
-0.8234,9.3899,-1.049,standing
-0.8897,9.3911,-1.1179,standing
-0.8822,9.384,-1.2132,standing
-0.9143,9.3646,-1.2995,standing
-0.8973,9.3825,-1.2768,standing
-0.8332,9.3864,-1.2541,standing
-0.8535,9.3825,-1.278,standing
-0.87,9.3828,-1.2507,standing
-0.8227,9.3904,-1.1832,standing
-0.8332,9.4014,-1.1107,standing
-0.8473,9.3897,-1.0799,standing
-0.843,9.4017,-1.0741,standing
-0.9222,9.3997,-1.0878,standing
-0.9062,9.3947,-1.0624,standing
-0.7856,9.4211,-0.9825,standing
-0.7885,9.3978,-0.9322,standing
-0.8961,9.4139,-0.9064,standing
-0.849,9.411,-0.9337,standing
-0.7731,9.3964,-1.0332,standing
-0.8598,9.4048,-1.1237,standing
-0.8622,9.4009,-1.0366,standing
-0.8911,9.3938,-1.0753,standing
-0.8294,9.399,-1.0736,standing
-0.8724,9.395,-1.0995,standing
-0.8751,9.4038,-1.1265,standing
-0.8751,9.4038,-1.1265,standing
-0.8389,9.3627,-1.05,standing
-0.9143,9.3327,-1.1241,standing
-0.7887,9.3459,-1.1337,standing
-0.7887,9.3459,-1.1337,standing
-0.8112,9.4017,-1.1127,standing
-0.8315,9.4074,-1.1538,standing
-0.7758,9.3866,-1.172,standing
-0.7885,9.3971,-1.0519,standing
-0.8519,9.4072,-1.0208,standing
-0.8038,9.4155,-0.9873,standing
-0.8282,9.4057,-1.0174,standing
-0.837,9.4172,-1.0169,standing
-0.837,9.4172,-1.0169,standing
-0.7695,9.3854,-0.9746,standing
-0.7325,9.3579,-0.8621,standing
-0.7719,9.395,-0.8071,standing
-0.7719,9.395,-0.8071,standing
-0.7939,9.4074,-0.9073,standing
-0.7784,9.4282,-0.9274,standing
-0.8495,9.4234,-0.959,standing
-0.922,9.4136,-0.9645,standing
-0.9248,9.4,-0.9842,standing
-0.9461,9.4026,-0.9854,standing
-0.8892,9.399,-1.0423,standing
-0.8866,9.3976,-1.0557,standing
-0.8866,9.3976,-1.0557,standing
-0.7899,9.377,-0.9997,standing
-0.7983,9.383,-1.0117,standing
-0.7695,9.3603,-0.9806,standing
-0.7695,9.3603,-0.9806,standing
-0.8289,9.4189,-0.9966,standing
-0.8346,9.4081,-1.0119,standing
-0.8291,9.4062,-1.0059,standing
-0.8291,9.4062,-1.0059,standing
-0.8162,9.3686,-0.9207,standing
-0.7636,9.377,-0.898,standing
-0.7935,9.3447,-0.886,standing
-0.7935,9.3447,-0.886,standing
-0.831,9.4115,-0.9875,standing
-0.8978,9.412,-0.988,standing
-0.8507,9.4048,-1.0488,standing
-0.8423,9.405,-1.055,standing
-0.8705,9.4019,-1.0093,standing
-0.8669,9.4062,-1.0224,standing
-0.8265,9.4084,-1.0153,standing
-0.8598,9.406,-0.998,standing
-0.8598,9.406,-0.998,standing
-0.827,9.3722,-0.9196,standing
-0.8007,9.3627,-0.9614,standing
-0.8222,9.377,-0.9997,standing
-0.8557,9.3543,-1.0069,standing
-0.7911,9.371,-0.9662,standing
-0.7851,9.3519,-1.0177,standing
-0.8007,9.3842,-0.9901,standing
-0.8007,9.3447,-1.0165,standing
-0.7683,9.3603,-1.0105,standing
-0.8114,9.371,-0.9519,standing
-0.9059,9.3411,-0.9806,standing
-0.8617,9.3615,-0.9818,standing
-0.8617,9.3615,-0.9818,standing
-0.8617,9.3615,-0.9818,standing
-0.838,9.406,-1.0303,standing
-0.8875,9.3966,-1.0595,standing
-0.8882,9.4045,-1.0602,standing
-0.8569,9.4038,-1.0392,standing
-0.8241,9.4033,-1.0765,standing
-0.8499,9.3997,-1.0763,standing
-0.8409,9.4124,-1.0435,standing
-0.8409,9.4124,-1.0435,standing
-0.8258,9.3543,-1.0201,standing
-0.8114,9.3615,-1.0296,standing
-0.8557,9.3686,-0.9865,standing
-0.8808,9.3471,-1.0224,standing
-0.8617,9.3722,-1.0201,standing
-0.8449,9.3698,-1.0631,standing
-0.8533,9.3363,-1.1014,standing
-0.8509,9.3316,-1.0823,standing
-0.7899,9.3483,-1.0811,standing
-0.8054,9.3591,-1.0141,standing
-0.8401,9.3459,-1.0165,standing
-0.8174,9.3746,-0.971,standing
-0.8198,9.389,-1.0069,standing
-0.8198,9.389,-1.0069,standing
-0.9026,9.41,-1.0339,standing
-0.8712,9.4153,-0.993,standing
-0.9222,9.399,-1.0033,standing
-0.8629,9.371,-0.965,standing
-0.8461,9.3878,-0.9554,standing
-0.8234,9.3854,-0.9698,standing
-0.833,9.3674,-1.0045,standing
-0.7983,9.3471,-1.0212,standing
-0.7719,9.3746,-1.0093,standing
-0.8246,9.3639,-1.0057,standing
-0.8246,9.3698,-1.0428,standing
-0.8294,9.3698,-1.0188,standing
-0.7995,9.3423,-1.0105,standing
-0.8222,9.3591,-1.032,standing
-0.8533,9.3483,-1.0859,standing
-0.8509,9.3627,-1.0811,standing
-0.766,9.3495,-1.0547,standing
-0.7348,9.3555,-1.0416,standing
-0.8078,9.3459,-1.0667,standing
-0.7995,9.3627,-1.0212,standing
-0.7576,9.3411,-1.0535,standing
-0.7791,9.3627,-1.0524,standing
-0.833,9.3543,-1.0356,standing
-0.8413,9.3662,-1.0272,standing
-0.7935,9.3603,-1.026,standing
-0.8222,9.3615,-1.0428,standing
-0.8054,9.3698,-1.0643,standing
-0.7648,9.3674,-1.0715,standing
-0.8007,9.3363,-1.0739,standing
-0.7995,9.3519,-1.0535,standing
-0.8318,9.3567,-1.0332,standing
-0.8222,9.3746,-1.0392,standing
-0.7899,9.3686,-1.0308,standing
-0.7863,9.3507,-1.0631,standing
-0.7791,9.3674,-1.0153,standing
-0.8342,9.3615,-1.0224,standing
-0.8031,9.3603,-1.0165,standing
-0.7911,9.3842,-0.9866,standing
-0.809,9.371,-0.9674,standing
-0.8018,9.377,-0.9291,standing
-0.8126,9.3794,-0.9554,standing
-0.7911,9.3627,-0.965,standing
-0.7911,9.3674,-0.9782,standing
-0.7899,9.3459,-1.0081,standing
-0.7935,9.3686,-0.9674,standing
-0.7755,9.3603,-0.9866,standing
-0.815,9.3423,-1.0141,standing
-0.8102,9.3687,-1.0248,standing
-0.7911,9.3543,-0.9806,standing
-0.8126,9.3818,-1.0188,standing
-0.8186,9.3746,-1.0165,standing
-0.8282,9.3567,-1.0117,standing
-0.8282,9.3842,-0.9662,standing
-0.7779,9.3531,-1.0559,standing
-0.7707,9.3459,-1.038,standing
-0.7815,9.3794,-1.0009,standing
-0.7815,9.3794,-1.0009,standing
-0.8389,9.4081,-1.0246,standing
-0.8483,9.4131,-1.0126,standing
-0.8303,9.4074,-0.9526,standing
-0.8303,9.4074,-0.9526,standing
-0.8054,9.3722,-0.904,standing
-0.7791,9.3866,-0.8825,standing
-0.7456,9.3627,-0.8801,standing
-0.7911,9.3615,-0.8884,standing
-0.8736,9.3734,-0.9818,standing
-0.8066,9.3782,-0.9004,standing
-0.87,9.3507,-0.9686,standing
-0.9,9.3746,-0.965,standing
-0.9,9.3746,-0.965,standing
-0.8743,9.4012,-1.0287,standing
-0.8708,9.3997,-1.0373,standing
-0.8866,9.3923,-1.0382,standing
-0.8866,9.3923,-1.0382,standing
-0.7612,9.3459,-1.0141,standing
-0.815,9.3674,-1.0332,standing
-0.833,9.3483,-1.0476,standing
-0.833,9.3483,-1.0476,standing
-0.8894,9.4139,-1.0244,standing
-0.9189,9.389,-1.0528,standing
-0.9176,9.4019,-1.0222,standing
-0.9176,9.4019,-1.0222,standing
-0.7899,9.3698,-0.9746,standing
-0.8413,9.3615,-0.9866,standing
-0.8413,9.3734,-0.9279,standing
-0.8413,9.3734,-0.9279,standing
-0.8437,9.4017,-1.0882,standing
-0.8954,9.3974,-1.1457,standing
-0.8033,9.4093,-1.0801,standing
-0.8736,9.4225,-1.0454,standing
-0.7109,9.4545,-1.0342,standing
-0.7772,9.3502,-1.1713,standing
-0.8748,9.2574,-1.2541,standing
-0.844,9.389,-1.4529,standing
-0.7949,9.4861,-0.9868,standing
-0.7801,9.4201,-1.0851,standing
-0.7413,9.3868,-1.1629,standing
-0.7224,9.3907,-1.223,standing
-0.7727,9.3935,-1.2471,standing
-0.6769,9.3966,-1.2682,standing
-0.7447,9.3674,-1.2713,standing
-0.7052,9.3579,-1.2646,standing
-0.6643,9.4636,-1.3194,standing
-0.8131,9.3198,-1.2725,standing
-0.7317,9.3911,-1.2538,standing
-0.688,9.3844,-1.2155,standing
-0.7315,9.3801,-1.351,standing
-0.7341,9.389,-1.2617,standing
-0.7133,9.3914,-1.2411,standing
-0.642,9.3873,-1.2091,standing
-0.7255,9.4009,-1.1426,standing
-0.6346,9.4091,-1.1916,standing
-0.7411,9.3835,-1.2294,standing
-0.7313,9.3942,-1.2227,standing
-0.6946,9.3964,-1.1993,standing
-0.6556,9.4026,-1.1859,standing
-0.6604,9.4043,-1.1985,standing
-0.6686,9.3954,-1.2115,standing
-0.5781,9.3651,-1.1732,standing
-0.5985,9.3387,-1.1648,standing
-0.6403,9.3519,-1.1433,standing
-0.608,9.3794,-1.2151,standing
