@relation 'activity_recognition'

@attribute CentroidAccX numeric
@attribute CentroidAccY numeric
@attribute CentroidAccZ numeric
@attribute class {sitting,standing,walking,stairs_down,stairs_up}

@data
-0.6034,6.8815,-1.7012,walking
-3.6212,6.6977,-2.2001,walking
-1.5448,8.8697,0.7841,walking
1.1436,4.9654,0.0334,walking
0.1025,11.2484,-0.9402,walking
2.3202,4.6255,-1.0875,walking
-2.7406,20.4445,7.4717,walking
1.5071,7.8673,-2.6535,walking
-0.5291,11.0472,-1.6697,walking
-3.1014,11.6548,-6.1532,walking
-2.999,9.191,0.1496,walking
-2.13,20.0659,0.4835,walking
-1.2361,15.5661,5.0984,walking
1.1627,7.6614,-0.5175,walking
3.2648,13.7162,7.5248,walking
3.2193,12.6915,-2.7607,walking
-1.9864,7.1519,-0.3803,walking
1.1769,9.3915,0.8257,walking
-1.8983,10.141,0.3865,walking
2.6998,9.7395,-0.1677,walking
0.5178,13.3192,-1.7188,walking
-0.9035,10.8331,2.4483,walking
0.1073,9.1499,0.3567,walking
-3.0254,5.2309,-0.4342,walking
6.1331,6.7611,6.2535,walking
0.8873,10.6645,-1.024,walking
3.1577,7.394,-1.6928,walking
0.0883,8.6652,1.2364,walking
5.1945,11.9972,1.2161,walking
0.0949,11.3182,-2.3246,walking
-1.7759,4.247,-1.0934,walking
-4.731,14.6438,2.5198,walking
3.4359,7.7786,1.5175,walking
0.8151,8.588,1.5614,walking
2.0169,6.5714,0.8081,walking
-1.3991,16.6443,-4.2738,walking
1.8091,8.5519,-0.4933,walking
-1.2379,7.4251,-4.2436,walking
-0.5901,7.0907,-2.031,walking
0.7964,6.915,-0.689,walking
3.6407,8.2551,4.6973,walking
-1.4994,6.4207,1.3704,walking
-4.4108,10.3109,1.4609,walking
6.4028,9.382,-1.5289,walking
4.1363,11.8895,1.9607,walking
-6.638,9.3076,1.8753,walking
-4.0179,13.7297,0.8759,walking
1.2345,8.981,1.6886,walking
3.4707,8.5016,1.1802,walking
1.0454,4.4962,-0.546,walking
0.1743,8.6833,-1.6605,walking
-1.7739,4.2355,-0.2643,walking
0.1816,9.3507,0.8512,walking
-0.8125,4.7571,-0.5125,walking
2.1312,9.1288,-9.6418,walking
0.2676,9.9084,-2.8521,walking
-1.296,8.9511,3.6005,walking
5.422,16.8359,-4.0128,walking
-5.0421,14.3112,5.1447,walking
0.8175,7.4299,-0.0609,walking
5.0055,13.793,0.2063,walking
1.0023,11.8224,8.0013,walking
-3.4112,7.6482,3.0466,walking
0.7486,7.8195,-1.1149,walking
-2.4726,7.2289,-1.9728,walking
2.8961,8.7315,1.434,walking
-4.0567,10.5071,0.5229,walking
0.4371,9.8227,0.3913,walking
-6.5291,16.2492,1.5211,walking
8.9727,16.6657,-2.608,walking
-4.6592,12.5525,-1.749,walking
1.329,7.8301,4.8424,walking
4.7037,6.9598,2.4755,walking
-1.0106,3.8718,1.7385,walking
-3.0535,7.9606,2.3725,walking
1.2558,8.9704,-3.4336,walking
-0.1725,8.8697,2.282,walking
-2.2142,11.2058,-6.8087,walking
0.2194,6.7922,-1.937,walking
-5.0756,10.4468,0.6582,walking
0.0303,0.5649,-0.1303,walking
2.8759,9.1856,0.1333,walking
0.8898,7.1154,5.6143,walking
1.4903,9.638,2.3834,walking
1.9067,7.5347,-0.7656,walking
-1.3091,6.0606,1.3321,walking
3.5521,9.2582,-0.6394,walking
-2.9871,9.5763,-0.8099,walking
-0.209,11.1555,3.4613,walking
4.0185,16.5854,-0.7879,walking
-2.465,11.0498,-0.2942,walking
0.8754,10.8767,-1.1709,walking
0.1122,9.1676,0.2254,walking
-3.7671,17.9057,-1.5014,walking
-0.1033,9.102,0.3399,walking
0.569,4.556,0.6774,walking
-1.4217,7.7022,-1.8543,walking
2.4931,7.8037,-0.7556,walking
-1.2643,5.7884,-0.4438,walking
-2.4358,8.0851,9.0428,walking
-0.4526,9.7481,1.7948,walking
-1.7907,10.8253,-11.635,walking
-0.3624,9.3468,-1.4366,walking
-1.6777,11.8131,-2.2706,walking
0.6285,5.4798,5.0214,walking
0.3599,12.1599,1.5092,walking
-1.5556,8.0669,-1.5704,walking
-3.5207,8.4014,-2.8773,walking
2.5968,7.4721,-0.7016,walking
1.0453,8.4583,-1.5432,walking
-1.7045,8.7388,0.4559,walking
0.0871,9.127,1.7879,walking
2.4077,10.4362,-1.8748,walking
2.5025,7.8889,-0.2942,walking
-3.5087,10.196,-1.1425,walking
-2.0904,7.574,1.0641,walking
1.6631,10.7546,-1.4103,walking
-0.802,21.8031,-4.9171,walking
-5.0162,15.7043,1.1331,walking
-4.7871,7.2905,3.7058,walking
3.09,12.1935,1.3741,walking
4.438,5.4227,2.1594,walking
-0.69,5.7166,1.1498,walking
-0.2312,9.7036,-0.3201,walking
0.8863,8.25,1.8083,walking
-1.1681,7.518,-0.4808,walking
-3.075,7.757,7.9199,walking
-3.8413,13.3115,-10.9172,walking
0.0499,9.3389,0.2322,walking
-0.5494,8.6161,1.3764,walking
1.383,11.6021,-3.9314,walking
-0.1655,8.1401,-1.6748,walking
-0.1761,9.5637,0.6645,walking
-1.9223,7.126,6.5959,walking
0.5452,8.0779,0.6629,walking
-1.0393,9.1527,1.1546,walking
-0.3436,8.5993,1.563,walking
3.102,10.4386,-0.06,walking
-2.9105,10.3156,0.0276,walking
1.2129,8.5623,-0.8705,walking
2.956,12.0714,-2.2555,walking
3.0433,5.8143,0.3447,walking
-3.2264,14.4839,1.303,walking
-0.8042,4.6548,1.3369,walking
3.2505,6.2224,2.2935,walking
2.1579,4.4073,-2.6703,walking
-2.3855,5.813,2.7197,walking
-4.6453,14.5653,-11.2617,walking
-0.5005,7.439,-2.8712,walking
0.8396,6.8837,1.9219,walking
-0.4028,5.6951,0.621,walking
-0.1081,8.0276,-1.7634,walking
-1.0639,7.1744,1.7856,walking
2.0557,8.6453,-1.5779,walking
-0.1224,7.2643,-1.28,walking
-0.1152,9.8079,-1.103,walking
-0.8473,9.456,2.2856,walking
-1.2212,8.8991,0.7646,walking
2.853,10.0579,-0.0744,walking
-0.4837,8.432,-1.079,walking
-3.3651,9.9208,-0.9678,walking
0.3491,8.2321,-0.8669,walking
-1.4696,5.4673,-0.409,walking
-3.3987,15.1563,3.1191,walking
-1.625,8.4917,-0.2412,walking
1.6711,5.923,1.1706,walking
2.2186,11.4657,0.1387,walking
-4.999,20.0803,6.2622,walking
-0.0918,4.3623,0.5468,walking
-1.0878,8.5495,5.5017,walking
0.4492,15.3874,-7.6041,walking
-0.1655,7.2356,-1.3303,walking
-5.6048,13.7278,-12.0801,walking
-1.2953,4.4963,5.4091,walking
0.8301,9.5876,0.2673,walking
-2.091,13.0099,-3.0408,walking
-0.5675,9.0589,-0.3875,walking
-1.2236,3.0367,7.1678,walking
0.2139,8.8973,1.173,walking
2.4053,8.8943,-1.767,walking
-1.4132,10.0063,1.8238,walking
2.9799,7.3405,1.1922,walking
3.3702,10.5415,-0.9746,walking
-1.125,10.5066,-0.2774,walking
-3.5877,8.6885,-0.4653,walking
3.4861,16.0315,-1.6601,walking
-0.0727,10.2159,-1.2834,walking
2.9512,5.7986,2.3893,walking
-2.49,12.4039,3.1877,walking
-1.4289,4.893,-0.4473,walking
0.5106,7.0763,0.7124,walking
-5.0282,16.9749,-2.0613,walking
2.7166,5.9949,2.0876,walking
5.4696,5.6587,0.8759,walking
-3.0942,7.5535,4.1945,walking
-2.2209,12.2605,1.1702,walking
1.8087,9.9417,1.2292,walking
-2.3841,7.8726,-5.6841,walking
-0.6282,12.895,-3.7016,walking
-0.8192,8.9852,0.9943,walking
0.2317,8.3387,-0.6124,walking
0.4327,11.2292,-0.9809,walking
0.5854,4.5394,5.6699,walking
2.446,7.9031,-1.7814,walking
-1.3145,9.2772,0.4224,walking
-1.9684,9.4679,4.0575,walking
2.1005,10.4563,-4.2184,walking
0.1206,9.5182,0.5927,walking
3.1547,10.6899,0.7373,walking
-4.3003,13.3923,2.3642,walking
3.1116,18.6408,-2.4258,walking
-3.7695,9.1312,-0.5778,walking
-0.6689,10.7833,-0.4072,walking
-0.7828,6.6685,-1.2346,walking
-0.742,7.2378,2.9808,walking
-5.8112,7.8313,1.581,walking
-4.3295,16.5178,-2.6572,walking
-0.7354,4.927,0.7837,walking
1.7038,5.0325,1.2832,walking
-10.9606,14.4953,4.4906,walking
-0.9604,5.1136,0.4751,walking
-1.5634,10.3611,-10.0151,walking
0.6542,4.8546,1.3082,walking
-2.8957,10.8847,-1.6605,walking
5.6634,8.3555,-2.6415,walking
0.1691,5.2144,0.9552,walking
-0.5029,9.3772,-0.8254,walking
0.8773,4.0536,3.2747,walking
0.4065,9.6905,0.3152,walking
1.4138,9.4346,-3.0699,walking
-1.4443,8.7058,3.7082,walking
-0.8311,9.5141,1.9179,walking
-2.6569,8.7675,-0.9152,walking
2.9561,12.3058,1.6456,walking
-0.7191,10.3979,-0.6466,walking
-2.4932,8.4849,10.204,walking
1.9504,4.8625,1.3837,walking
7.3049,16.2996,-3.7925,walking
-2.9183,11.4743,0.2063,walking
2.0048,7.8745,-0.7201,walking
-0.3765,5.5324,-0.3864,walking
1.6679,11.7003,13.4457,walking
-1.2231,8.054,-2.2802,walking
-4.9635,8.3272,-6.2296,walking
-0.5638,5.1417,3.0119,walking
2.367,6.9622,-3.668,walking
-1.0112,2.5209,9.7299,walking
-0.6967,10.2003,0.4931,walking
0.507,8.835,0.8894,walking
1.8632,8.0879,5.0071,walking
4.098,10.4649,1.6088,walking
2.8961,6.7587,0.1938,walking
-4.5372,15.2037,2.7256,walking
1.0931,9.169,-5.4651,walking
-1.4437,9.3035,1.3412,walking
-0.1857,8.0981,3.5215,walking
-3.4704,14.3499,-5.6482,walking
-1.884,10.5023,0.822,walking
-4.2032,7.4053,2.7546,walking
2.7324,9.4775,0.5915,walking
-1.5388,6.7306,-1.5429,walking
-3.7839,12.9932,-11.3024,walking
2.8925,7.7261,2.8787,walking
-5.6522,15.4908,1.1008,walking
0.5187,5.2216,1.0318,walking
-2.1903,6.8532,-3.2195,walking
8.6186,15.7493,-0.6914,walking
-6.0158,15.5529,3.3181,walking
2.7429,9.7011,14.4249,walking
-1.1322,5.6516,-0.5023,walking
-9.2922,10.6411,-9.692,walking
0.8588,5.3966,2.5895,walking
-3.2187,2.8825,9.4211,walking
-0.2516,10.2673,-0.4043,walking
2.3058,7.7793,5.4162,walking
0.8552,8.4653,2.2031,walking
-0.5228,10.599,0.7277,walking
3.6,7.0627,-1.949,walking
1.1625,7.9798,-3.4336,walking
-0.8694,8.6814,1.0709,walking
-1.881,7.8181,3.4892,walking
-0.9873,10.5008,2.7101,walking
3.2121,9.9477,1.0222,walking
-3.0943,9.8821,0.2227,walking
-1.7117,11.6269,0.7383,walking
1.4785,9.9154,1.6396,walking
-0.9753,10.982,1.0557,walking
-3.9442,13.4598,-3.8368,walking
1.1793,7.8386,0.3591,walking
-0.937,7.3706,-1.6446,walking
2.9871,6.0979,2.6239,walking
-0.0559,7.2744,-1.4081,walking
1.9545,8.5206,0.1557,walking
-9.541,13.9288,-6.6771,walking
-0.6632,6.1301,-0.3253,walking
6.647,17.3033,-1.3993,walking
4.0597,17.0872,-4.5467,walking
-0.8331,7.0825,-1.8064,walking
-0.1659,3.1013,3.7867,walking
2.2736,3.5672,-2.9833,walking
1.4821,7.0763,-0.4506,walking
-1.0561,9.6241,-1.3172,walking
3.7293,6.2152,6.7659,walking
0.9472,9.2958,0.8783,walking
-1.8667,9.2562,0.6286,walking
3.6599,9.6796,-2.1405,walking
-0.87,11.0484,2.1038,walking
1.0692,11.5068,-3.0387,walking
-4.071,8.9206,-0.1208,walking
1.0071,11.0323,-2.5188,walking
0.4532,10.3928,-2.1411,walking
-0.1751,5.4673,-1.1939,walking
-1.7285,6.2478,2.1668,walking
1.4079,5.2243,0.9528,walking
-4.3655,6.5839,3.3589,walking
1.3803,9.7098,2.2733,walking
3.041,15.1365,-2.3002,walking
-4.5568,16.2235,-5.72,walking
1.79,16.3786,-2.1621,walking
-1.728,6.3407,-0.1554,walking
1.8985,6.1874,3.4043,walking
2.537,8.9733,-2.6218,walking
0.6313,8.7646,0.4452,walking
-0.9939,7.9683,0.4296,walking
2.0486,9.3444,-0.7375,walking
-0.4298,9.9561,2.3371,walking
-3.1498,10.263,-0.116,walking
3.3007,6.9286,2.9567,walking
-2.7497,12.2366,1.1319,walking
2.7692,9.4067,1.2999,walking
2.2909,16.1284,-2.756,walking
-1.7452,10.3922,-2.4777,walking
2.2832,12.9668,4.8649,walking
-0.9025,6.7714,-0.6675,walking
-3.4082,5.865,-3.8081,walking
-0.2479,8.0993,0.8643,walking
0.7988,3.9359,-0.704,walking
0.1044,7.4969,-2.9945,walking
5.6921,9.0709,-1.0479,walking
-0.4076,2.8548,-0.1566,walking
-0.6906,5.862,1.2424,walking
-9.0834,14.7836,4.4966,walking
12.018,8.1258,10.1848,walking
-3.8863,13.9762,-1.1747,walking
5.1677,0.663,-10.6683,walking
0.0021,6.0929,2.4137,walking
-4.2003,13.2853,-5.4996,walking
-1.2493,9.0552,0.759,walking
1.4189,8.4346,-2.0998,walking
1.2104,9.4083,-3.2804,walking
-1.5173,7.9868,3.4785,walking
-3.961,10.342,-0.1997,walking
2.7908,11.2023,-2.6122,walking
-6.7601,15.4382,3.2879,walking
-0.8216,9.1791,0.0491,walking
3.8442,14.4489,7.6422,walking
4.1812,12.5451,0.972,walking
0.1288,7.1279,-3.6513,walking
-4.1213,14.5414,2.6095,walking
2.0622,7.5802,0.0145,walking
-3.6475,6.2407,-1.858,walking
-3.3897,7.3192,1.1897,walking
1.0717,4.3357,-1.3313,walking
9.0086,17.2879,-2.0122,walking
4.1005,6.9537,-3.3702,walking
-3.9532,12.6277,1.1335,walking
7.2129,8.8967,7.3118,walking
-2.8291,7.2457,-1.188,walking
0.2365,9.4633,-2.2994,walking
-4.9487,14.3399,-0.5933,walking
2.9375,2.984,-13.9226,walking
0.3228,9.7551,0.6729,walking
3.2073,11.168,3.165,walking
-4.2242,15.7704,-1.4678,walking
-0.0219,9.4442,-1.5025,walking
-1.5514,5.4486,-4.9949,walking
0.5393,9.7886,0.9337,walking
1.9121,8.5567,-1.6162,walking
0.3705,10.3726,-3.2397,walking
-4.5065,10.3061,0.8651,walking
0.5189,10.3487,-1.6748,walking
0.2576,8.8417,0.5684,walking
-1.3905,8.506,3.3313,walking
2.9057,12.5981,8.0444,walking
0.1001,8.3028,2.6035,walking
2.578,9.316,0.0615,walking
-2.5372,5.8411,-0.2715,walking
0.9664,4.6159,0.189,walking
0.9491,7.2744,-7.2705,walking
4.4,12.6458,-0.7991,walking
6.0277,8.3341,5.9231,walking
-2.0832,8.1387,0.028,walking
1.9852,7.7482,1.9084,walking
2.0731,10.3294,0.0675,walking
-2.0359,14.5877,-3.8979,walking
-0.4239,8.7694,0.8161,walking
-1.4102,7.5137,-1.1449,walking
2.5011,8.6692,-0.2898,walking
1.9767,11.2837,-1.3217,walking
-3.738,11.3082,0.2035,walking
1.1723,10.7642,1.7428,walking
-3.7021,12.6314,0.1461,walking
-1.4222,10.7607,0.4631,walking
0.4029,10.8761,1.9243,walking
4.2417,11.073,4.4435,walking
-2.5636,8.1669,-2.9228,walking
0.6505,7.4893,0.5337,walking
0.8012,4.9678,1.3143,walking
-0.6726,6.4291,-0.9973,walking
-0.9216,3.3832,-2.2515,walking
-0.063,7.6142,-3.8488,walking
1.4903,8.5038,0.5002,walking
8.3381,8.1832,8.0252,walking
-5.5665,7.0901,-6.3277,walking
0.5763,3.8306,-5.0296,walking
-1.9528,10.5471,0.3582,walking
-5.6464,9.4689,7.2232,walking
0.0488,7.4161,0.2613,walking
-1.4193,8.7766,-0.6531,walking
-4.0543,9.5117,0.6904,walking
-0.3604,9.5948,0.5532,walking
-0.2516,8.8508,-0.7273,walking
-0.4657,4.3342,2.6027,walking
2.6687,7.4458,3.6989,walking
0.3276,9.7371,0.0184,walking
0.8606,8.6574,3.435,walking
1.0142,9.0924,-0.488,walking
-1.3977,8.6185,0.5126,walking
-1.9289,7.86,2.1397,walking
-2.9536,9.1958,-0.4031,walking
-0.2899,10.4396,-0.9833,walking
1.4787,8.9685,-0.0001,walking
3.5617,10.9749,-1.2451,walking
-3.3029,9.3824,-0.4605,walking
-0.5125,9.8055,4.4915,walking
0.5728,10.2265,1.0486,walking
-1.0393,10.275,-0.1734,walking
3.1643,12.227,4.5536,walking
-1.095,9.1198,0.9313,walking
0.9281,6.275,1.6327,walking
7.2499,10.2912,-2.498,walking
-2.088,8.5467,1.63,walking
2.6576,6.3531,-2.2695,walking
-2.6329,13.7948,1.2982,walking
-2.5127,7.5633,0.2852,walking
8.1849,7.5009,7.7307,walking
0.3442,6.2952,0.2873,walking
-0.6441,9.3269,-0.0573,walking
-1.6926,11.0215,-1.7168,walking
0.9629,8.7429,1.758,walking
3.0206,8.844,2.6646,walking
-1.2853,9.0733,0.5385,walking
0.0799,9.2023,0.4731,walking
-2.0108,8.0329,1.3532,walking
0.636,10.01,0.4332,walking
-3.3316,7.2504,-4.4159,walking
-0.1224,12.2342,-1.6461,walking
-0.4872,8.3445,3.0346,walking
-3.3795,8.9469,-0.3983,walking
1.5314,9.6892,-0.886,walking
1.5645,9.181,-1.0455,walking
-0.224,10.1786,1.8549,walking
-2.5033,12.2318,0.1748,walking
-1.7883,14.2734,2.6334,walking
3.6144,7.1777,2.2121,walking
0.1216,7.7596,-0.7392,walking
-1.3139,8.6041,-0.7377,walking
-1.2953,5.9416,0.4176,walking
-0.5563,6.3852,-4.415,walking
0.4795,6.7222,1.1634,walking
-2.8811,6.6797,2.9184,walking
6.0415,11.1072,0.3734,walking
-5.758,10.7727,-5.9258,walking
-6.5063,9.639,1.6839,walking
4.4667,6.5097,5.6406,walking
-1.9577,8.6689,-0.8661,walking
2.0402,16.9174,-9.0388,walking
0.478,5.2719,-0.06,walking
1.6006,9.0444,1.3058,walking
-0.3091,8.8579,-0.6531,walking
-5.8537,9.9974,-4.0211,walking
-0.1043,8.7896,0.8093,walking
4.7708,8.4873,3.7229,walking
-0.6201,8.9608,0.2777,walking
-3.5422,8.5809,1.3819,walking
0.9999,9.3731,0.1148,walking
-0.1522,8.8315,2.6888,walking
-0.4024,11.7174,-2.4262,walking
1.5147,9.9932,0.2537,walking
2.84,7.6697,0.4994,walking
0.2289,10.3898,1.1905,walking
0.2269,8.645,-2.4046,walking
-2.2453,8.6478,-3.576,walking
4.5385,6.7036,2.8083,walking
-1.0006,6.5704,-0.153,walking
-0.3676,8.1782,-0.7772,walking
-0.8981,6.2909,-1.1999,walking
-1.8061,6.7635,2.588,walking
4.7183,8.688,-0.2583,walking
0.8683,7.0416,0.9696,walking
-6.8276,8.4732,-7.0193,walking
0.5761,13.1296,-0.5508,walking
0.6901,14.5204,0.5102,walking
-1.5629,11.4135,-1.6772,walking
0.4083,7.5806,4.9807,walking
1.1507,11.0963,1.0665,walking
1.438,9.1409,-0.5867,walking
0.0259,8.8651,-0.9594,walking
-1.0058,9.3298,0.0228,walking
-0.2742,9.1258,0.9182,walking
0.2509,8.9249,-3.5125,walking
-0.6092,8.1555,3.506,walking
-2.7478,8.8345,0.0563,walking
2.3838,11.4705,0.8402,walking
-1.594,8.968,0.0911,walking
-0.7091,10.4664,-0.1662,walking
2.6558,8.4151,0.8966,walking
3.8729,11.7051,1.2065,walking
0.8132,8.1904,2.3571,walking
-4.729,7.1499,-4.1933,walking
0.2098,7.3333,-0.1151,walking
-2.1837,8.2787,0.3917,walking
0.2628,7.1447,-1.1963,walking
-1.2804,8.2464,0.9492,walking
1.9613,7.5495,-4.1551,walking
8.9558,11.3029,6.0261,walking
-4.6161,18.9676,1.2348,walking
-3.4345,11.6963,-0.4007,walking
1.1268,10.5974,0.6717,walking
3.0374,8.3341,1.6375,walking
0.035,6.6102,5.5831,walking
-1.1753,8.3913,1.5315,walking
-0.9292,10.5956,-0.7477,walking
0.7846,7.4963,-0.8992,walking
1.869,8.4945,-0.0097,walking
-0.1607,9.4633,0.1916,walking
-1.6543,9.3394,0.5827,walking
-0.0912,9.2131,0.8643,walking
2.2664,9.6293,-0.637,walking
0.3777,11.8322,-1.7777,walking
-2.3123,8.6048,0.3482,walking
0.0129,12.9543,1.1526,walking
3.0805,11.7482,-0.6202,walking
-3.5394,11.9136,5.3601,walking
2.8711,14.378,-1.7702,walking
-0.9628,10.9569,1.3245,walking
2.7501,10.7378,1.0246,walking
-0.1163,8.1662,0.162,walking
-5.1239,7.2815,-3.052,walking
1.2681,7.6062,-0.2276,walking
2.0235,7.4419,-3.2314,walking
-6.9299,11.046,2.3885,walking
4.7829,14.3925,-1.0695,walking
4.8833,13.3092,6.9861,walking
-1.4193,8.0731,0.0576,walking
-2.1639,12.6726,2.485,walking
1.0598,8.433,1.1467,walking
0.0398,5.4107,-1.0895,walking
-0.6752,9.3245,-0.8589,walking
-0.3813,9.9519,-0.9152,walking
0.2151,9.3268,0.4587,walking
0.1839,8.8508,0.2394,walking
2.3526,9.2893,-1.3529,walking
-2.2932,8.5856,-0.0968,walking
2.0988,9.4809,0.3566,walking
-0.4525,9.0995,0.4815,walking
0.7773,7.963,-0.9642,walking
-1.1848,11.2125,-1.7179,walking
-1.8888,9.5595,0.0228,walking
2.944,11.8799,0.0549,walking
-0.0002,10.6787,2.0894,walking
-2.8718,11.0115,3.7473,walking
-0.8288,11.414,4.0116,walking
3.3582,10.8073,2.6024,walking
1.2439,8.8795,-1.8806,walking
1.4079,12.4805,-0.3417,walking
-4.5137,7.2122,-0.159,walking
0.9712,5.5041,1.2185,walking
6.0319,12.2964,-2.541,walking
0.9754,8.1573,-5.8731,walking
-0.2108,8.7991,0.7435,walking
11.1801,10.6516,5.3533,walking
-2.2113,6.7762,0.3615,walking
2.9112,12.6367,-5.6865,walking
-2.2316,14.195,2.2103,walking
-0.5483,9.4968,0.4069,walking
1.3792,9.9214,1.0342,walking
-0.0751,4.1634,-4.02,walking
-2.8004,9.002,-3.5975,walking
0.1599,8.8603,1.1607,walking
-0.4357,8.6723,1.2496,walking
1.7158,8.7482,-1.3864,walking
-1.3671,9.3848,-1.7072,walking
1.7229,9.3013,-0.7591,walking
0.069,11.2388,-2.5913,walking
-0.2312,7.5441,3.6759,walking
-4.6046,10.0524,0.1042,walking
1.7445,9.5599,-0.8525,walking
1.4568,8.1449,-1.6557,walking
-1.494,10.6937,2.2553,walking
1.3015,12.8646,-2.7644,walking
2.7118,10.6133,3.9192,walking
-1.2064,6.5369,-0.5478,walking
-1.817,5.9009,0.5947,walking
0.4828,5.3676,2.5784,walking
-1.7829,8.7345,2.4244,walking
5.6108,8.7144,-1.0264,walking
-6.5548,9.8945,-7.3686,walking
-7.4479,12.3286,3.4677,walking
3.0206,8.8847,8.1042,walking
-2.3884,11.9208,-1.6581,walking
0.0207,7.9467,0.3363,walking
1.4031,8.2931,1.2675,walking
0.1404,9.5742,-3.2754,walking
-1.2188,7.8534,2.8487,walking
0.0451,8.8268,-0.9474,walking
1.8475,8.5591,-1.5611,walking
-3.2575,8.9996,-1.2526,walking
2.1419,8.9063,1.5226,walking
-0.3149,8.4079,3.7453,walking
-0.0076,10.1955,-1.9237,walking
-2.5731,10.8971,-0.3959,walking
3.9927,10.0555,-0.9698,walking
2.0468,9.0516,1.1024,walking
1.3061,7.7812,-1.4762,walking
-1.8625,10.6028,3.4637,walking
3.3151,8.2886,1.4412,walking
-1.631,8.4103,-0.9997,walking
-0.5077,5.8406,-0.3588,walking
-1.7907,7.6572,2.0208,walking
-1.7822,6.5336,3.5768,walking
-0.6858,6.5367,1.9841,walking
10.1649,7.7954,6.6151,walking
-3.1374,10.7028,-1.3111,walking
-0.2036,9.0839,0.7853,walking
0.2893,14.9906,0.5449,walking
5.7065,8.0085,0.1365,walking
-1.0221,8.6019,-0.141,walking
-0.4626,13.6345,0.9991,walking
0.0805,6.2918,-4.858,walking
1.2823,11.3607,1.5092,walking
-2.8028,8.3296,-2.3102,walking
0.4997,9.1331,-0.555,walking
-2.7789,8.7268,-1.5828,walking
-1.4192,9.0325,0.0806,walking
2.0917,9.4019,3.1267,walking
1.1675,9.6293,-0.0552,walking
-2.9344,10.141,0.6713,walking
-0.3353,10.4454,1.9937,walking
1.7876,9.9621,-1.2283,walking
0.1958,8.1353,-1.5815,walking
-3.3388,8.4684,-5.4113,walking
-2.3291,11.9428,2.1476,walking
1.5706,12.8203,-2.104,walking
4.2608,7.9534,1.4819,walking
-0.266,6.3598,-0.7057,walking
-1.1614,7.0973,-0.0705,walking
-0.1893,8.1423,0.3139,walking
-1.289,4.8912,2.3534,walking
1.3898,11.4948,2.0819,walking
-5.4439,9.0002,2.2103,walking
7.6534,8.4346,4.173,walking
-2.3597,11.6097,-0.9187,walking
-0.4933,8.7718,-2.9335,walking
0.903,11.3188,2.1229,walking
-2.2179,12.8328,-1.6737,walking
-0.6441,10.4755,-1.761,walking
0.2987,9.5016,0.2107,walking
-2.9823,6.9872,-1.164,walking
1.8451,8.9015,-1.2236,walking
0.105,9.2622,0.3833,walking
-3.0106,9.8701,0.6295,walking
-2.7837,11.0981,0.5684,walking
0.5058,10.2193,1.9291,walking
2.3263,10.3332,-0.6681,walking
0.605,9.0207,0.6917,walking
-4.3701,10.4664,-5.1026,walking
-0.9586,8.969,-0.9483,walking
-3.7001,12.5123,0.0324,walking
1.074,6.4268,-3.3905,walking
6.0913,3.6181,-11.4245,walking
-0.7785,7.2193,0.219,walking
0.4771,6.794,1.5511,walking
-1.8755,5.2216,3.1913,walking
4.6846,7.0867,2.2121,walking
-1.9888,11.7461,0.8185,walking
-5.8345,11.0096,-8.8689,walking
-2.3549,7.3457,-0.0238,walking
1.007,8.6474,-3.5747,walking
0.5423,4.805,-0.0131,walking
7.5313,8.4777,3.0668,walking
-1.5538,9.2508,-0.7596,walking
-0.9107,8.6675,2.5513,walking
2.549,9.4617,-0.1318,walking
1.7022,8.5072,1.082,walking
0.6935,9.1283,0.5026,walking
2.2497,7.9438,0.5745,walking
0.5046,9.2646,1.6216,walking
-0.668,10.3295,-1.4571,walking
-2.6449,9.2341,0.7024,walking
3.1786,9.5814,0.5314,walking
-2.5894,11.2771,4.2187,walking
0.6255,11.7196,1.2603,walking
-2.8914,11.28,0.0826,walking
-4.2696,8.4134,-4.5044,walking
-1.9492,11.5341,-1.7511,walking
1.0598,7.3405,0.4404,walking
-0.7971,8.195,0.4659,walking
5.1107,14.493,-0.7871,walking
0.3916,7.0877,-1.1042,walking
-0.333,3.3808,0.2466,walking
-3.1905,7.4347,0.5492,walking
-0.8748,9.2239,0.9744,walking
-8.7849,8.923,-4.2053,walking
0.1625,4.8139,0.3211,walking
-2.2323,4.6494,4.2065,walking
-1.4935,8.8029,0.0935,walking
0.5184,6.0253,5.4856,walking
3.3079,7.2998,1.434,walking
0.7701,8.6665,0.462,walking
-3.5207,8.265,-3.4779,walking
3.2217,16.2731,-0.1802,walking
-1.1614,9.3657,0.8412,walking
-2.8096,11.7413,-0.4473,walking
-0.9837,8.993,0.6932,walking
-8.6461,11.481,-1.3052,walking
2.5035,10.6421,5.3557,walking
2.6854,9.1553,0.5841,walking
1.3638,5.133,-5.6313,walking
-0.1582,8.9475,2.9341,walking
-1.8046,12.9377,-1.8974,walking
0.5954,9.1499,-0.2918,walking
-2.9775,9.1982,0.7095,walking
1.3469,7.3922,0.7722,walking
1.6957,13.0818,-6.244,walking
3.6623,11.0706,-1.3217,walking
2.2885,8.2189,1.5403,walking
1.9193,9.4114,0.6798,walking
1.3228,8.5158,-0.89,walking
-0.7038,9.1246,0.7124,walking
-2.8387,8.856,-0.8147,walking
0.1456,8.0994,-4.7711,walking
-2.1687,10.9091,-0.6065,walking
0.6864,6.7403,-2.4908,walking
